volume,class_1,class_2,class_3,class_4,class_5
1.01,9,0,11,3,35
1.68,2,6,10,10,1
1.43,4,0,19,4,35
2.49,7,8,19,8,41
1.12,20,9,26,9,17
1.15,15,8,1,4,34
2.02,19,1,13,15,33
2.18,3,9,10,1,36
3.74,19,2,2,5,28
4.75,4,3,5,13,11
4.53,19,0,16,17,8
3.0,20,5,24,8,23
3.31,20,2,26,5,22
1.28,23,6,10,2,15
4.18,23,3,20,12,11
1.7,13,6,17,5,27
4.49,7,8,5,15,9
1.48,9,5,10,6,3
2.47,13,10,19,15,21
4.27,22,3,6,5,1
1.79,12,1,13,4,15
2.32,23,9,15,1,1
1.66,18,5,20,15,11
1.85,24,0,3,10,43
2.0,2,5,20,17,7
1.03,23,10,15,5,5
4.83,8,10,22,16,36
4.13,2,0,10,15,22
4.52,11,5,3,14,22
3.11,1,5,11,9,19
2.03,10,0,5,6,40
2.26,11,3,24,12,13
4.59,0,9,14,14,7
2.46,14,5,5,7,14
2.4,20,3,7,8,37
2.21,14,6,5,10,31
3.71,12,0,25,17,4
3.02,15,2,14,5,31
3.49,5,10,14,16,11
3.54,6,9,4,7,14
4.12,17,4,16,11,41
4.45,21,5,14,12,21
2.4,23,4,5,5,24
2.45,13,8,6,16,34
1.31,21,1,0,2,19
4.89,2,3,8,17,3
4.38,4,6,15,11,31
4.5,16,2,21,7,25
1.9,20,3,20,0,40
1.15,9,8,23,8,43
1.72,24,5,19,7,33
2.07,20,3,23,11,14
4.62,0,6,15,1,9
3.15,22,0,6,3,34
1.18,3,1,0,5,18
2.84,25,5,21,17,38
4.42,10,3,17,14,6
4.77,17,0,19,13,20
1.53,9,7,7,11,38
4.99,10,7,7,6,40
3.03,7,10,0,17,30
4.97,3,3,22,14,5
4.58,23,0,12,13,39
3.22,24,2,17,11,27
1.5,9,4,6,15,13
4.69,10,1,17,10,30
4.73,1,6,18,6,37
1.32,21,0,4,17,9
2.53,25,1,1,8,3
3.02,5,5,8,15,2
3.15,16,4,0,11,36
4.19,11,5,14,14,8
1.27,16,9,16,0,41
2.61,5,2,24,3,26
2.78,3,4,10,15,0
1.27,16,3,26,3,40
2.48,0,6,10,14,41
2.69,5,10,7,9,11
4.45,3,2,2,0,28
2.27,11,10,8,0,36
4.37,9,8,1,17,2
4.19,16,7,24,6,18
3.15,5,1,20,5,31
1.73,16,3,12,6,0
2.32,5,9,6,6,28
2.31,2,6,7,4,16
2.93,0,8,9,3,32
3.17,21,8,4,11,42
1.77,13,9,22,3,6
3.82,16,4,25,4,18
1.08,4,9,9,11,14
4.87,22,10,8,8,0
3.44,20,7,2,7,24
3.06,10,6,16,13,17
3.88,5,4,22,7,37
4.99,11,2,20,12,21
4.58,22,7,26,5,8
1.96,12,6,18,15,15
1.65,20,0,16,6,2
2.34,7,4,10,9,42
2.8,25,4,15,11,5
3.65,1,9,1,13,15
4.32,13,2,17,8,28
3.02,12,3,9,1,29
2.95,10,1,11,9,14
2.5,24,3,1,6,39
2.22,3,6,4,10,20
3.01,15,7,25,6,23
1.86,17,4,20,7,7
4.17,14,6,5,14,5
1.47,2,0,26,10,43
1.53,16,1,4,4,39
1.33,1,8,10,14,26
2.15,17,9,19,13,22
1.33,16,7,14,1,4
3.4,8,1,8,13,8
3.59,15,8,12,13,14
3.54,3,2,11,2,30
4.05,17,6,4,4,15
3.29,25,8,22,6,31
2.14,2,0,23,14,25
1.19,15,4,19,16,3
2.41,22,10,14,6,11
4.43,15,8,11,15,18
4.92,25,2,11,6,28
3.14,21,2,0,10,39
2.6,8,1,10,7,20
4.08,10,10,19,11,37
4.36,18,2,20,8,43
2.31,25,6,8,17,39
3.39,19,10,24,15,40
1.32,0,9,12,7,27
4.54,13,7,22,9,1
1.99,9,6,6,16,16
4.14,23,3,8,10,37
1.51,21,0,6,11,43
2.3,9,5,27,8,25
4.87,21,4,11,13,8
4.06,10,0,4,6,31
4.48,11,2,14,9,26
2.13,7,9,7,11,4
4.19,7,6,25,6,25
3.68,21,6,11,5,8
3.77,3,2,26,1,13
2.89,15,1,4,13,4
3.69,4,8,25,8,18
3.55,2,6,18,14,2
2.6,21,7,8,4,32
2.1,8,7,12,17,39
4.72,2,0,17,14,0
5.0,23,7,18,8,3
4.96,4,6,2,15,1
1.6,19,4,19,2,2
4.17,20,6,23,6,18
1.46,9,8,26,4,24
1.22,5,9,3,16,2
4.0,10,1,20,15,6
4.74,3,1,10,16,32
3.52,5,1,11,6,19
3.47,2,5,11,11,20
2.71,9,5,7,6,31
4.48,21,5,23,11,16
2.61,3,1,13,7,38
3.53,19,0,25,16,11
3.78,20,8,1,6,15
3.31,1,7,4,12,8
2.54,3,1,1,12,27
4.32,2,2,7,13,32
1.71,16,9,1,14,4
1.85,2,9,23,16,29
1.61,2,1,16,11,39
2.83,3,2,2,15,2
1.91,15,1,10,15,6
2.22,9,10,8,11,33
1.21,11,10,27,6,30
2.68,20,10,10,9,26
3.58,15,9,8,0,32
2.77,9,5,9,9,38
3.14,18,5,20,4,18
1.8,7,9,27,14,41
4.51,8,5,22,6,1
1.16,9,4,7,11,4
1.92,6,6,12,16,12
4.53,14,8,22,3,34
3.39,13,10,17,17,24
2.69,4,9,21,14,37
4.37,24,2,19,9,16
3.58,2,10,7,12,11
4.75,4,7,25,0,4
4.71,13,3,21,6,29
3.41,7,8,19,16,10
4.2,23,0,14,11,20
1.79,23,0,8,2,25
2.01,15,5,0,3,32
2.03,1,3,22,16,17
