volume,class_1,class_2,class_3,class_4,class_5
2.35,16,8,3,21,26
3.4,9,9,4,19,31
2.19,7,8,8,14,1
1.95,11,20,12,34,19
4.2,14,20,1,27,11
2.34,2,22,8,24,31
2.62,18,0,15,13,34
2.43,28,7,9,32,37
3.7,26,3,9,27,0
2.96,27,7,8,22,19
4.45,22,6,0,2,22
4.09,5,19,1,1,36
1.33,19,4,16,26,24
2.86,20,1,9,27,7
4.18,25,11,5,10,31
1.08,8,6,3,6,5
2.6,7,9,10,0,37
4.55,24,3,9,9,15
3.2,3,6,12,11,21
4.88,12,20,14,16,26
1.56,21,15,0,10,16
4.16,16,18,4,21,35
4.48,25,14,12,29,1
2.98,22,11,0,5,6
3.0,31,23,8,11,10
2.03,29,13,4,19,6
1.34,16,17,9,19,0
1.69,6,1,3,15,32
1.35,2,3,0,13,3
4.76,5,16,12,1,17
1.77,12,11,12,7,25
3.99,26,1,0,18,33
3.58,30,19,0,2,3
3.03,13,1,7,3,16
1.73,9,1,2,12,11
2.91,27,17,7,26,26
2.24,11,13,5,15,24
2.01,19,13,1,0,8
1.83,21,21,7,15,2
1.52,8,8,17,15,9
2.52,20,6,17,6,32
1.09,10,2,10,13,4
4.05,0,18,11,25,27
3.16,2,8,8,34,4
2.59,10,20,10,8,13
2.13,30,3,11,34,15
2.27,21,12,7,18,2
2.56,19,0,5,24,6
4.16,8,23,7,6,36
3.71,15,16,9,26,10
3.54,16,7,4,6,6
2.16,24,9,12,19,19
3.05,6,17,2,11,26
1.93,19,7,11,17,36
4.61,25,4,6,32,14
3.46,19,12,6,7,37
4.42,11,12,16,16,0
3.76,3,2,0,1,4
1.18,5,13,4,25,17
1.7,5,9,14,31,2
4.97,1,20,9,22,33
2.36,20,0,17,34,6
4.67,18,14,9,18,17
2.1,20,10,6,6,36
1.63,5,4,12,0,26
3.84,28,21,14,12,0
3.22,23,10,5,4,24
1.79,10,21,15,22,2
1.82,15,2,9,4,18
4.36,2,14,4,7,8
1.63,18,2,9,1,36
2.54,15,1,13,20,29
1.73,20,4,8,20,13
3.82,4,17,0,22,38
2.8,9,8,10,30,8
2.96,31,11,17,31,14
1.87,31,0,5,13,19
4.27,30,5,0,2,16
1.05,8,18,4,15,1
4.44,31,4,3,31,28
4.26,9,14,5,5,5
1.27,1,0,16,20,3
2.74,17,0,16,33,30
2.62,30,9,6,15,9
2.67,31,7,14,26,14
1.21,13,17,12,12,3
2.47,12,12,9,10,0
4.42,15,6,2,23,19
2.71,16,15,9,2,22
3.75,15,16,7,34,14
3.31,8,12,13,15,25
2.72,13,4,2,3,29
3.44,20,22,13,26,8
1.23,23,18,15,7,2
1.82,31,19,6,17,22
4.66,20,1,8,30,24
2.82,13,2,7,13,20
2.04,17,14,15,8,18
5.0,0,11,13,7,20
2.01,0,19,16,11,38
2.15,2,10,5,30,13
1.73,5,13,14,18,18
2.29,2,1,12,2,37
3.32,12,17,11,26,27
1.48,14,10,15,3,8
4.01,14,15,11,0,7
3.86,29,10,13,10,15
1.28,6,7,5,19,34
2.89,29,17,16,5,32
1.44,6,0,8,19,19
4.35,14,19,9,13,19
2.03,23,3,16,30,8
4.85,19,22,16,16,34
3.66,17,17,12,31,33
2.58,18,20,14,6,26
3.09,14,1,11,19,34
3.14,2,16,4,4,11
3.39,8,22,14,5,35
2.25,3,15,1,23,38
1.69,13,2,8,4,8
4.92,30,4,0,15,10
1.76,24,14,9,5,37
2.94,22,22,1,10,33
3.1,6,15,10,22,36
2.1,5,7,16,23,16
2.27,3,12,0,31,10
1.76,15,11,2,7,10
4.07,27,10,16,27,0
3.77,29,16,14,7,3
3.05,19,15,14,15,29
3.85,14,18,13,21,21
2.29,29,17,3,10,7
3.39,13,20,1,12,16
3.61,2,0,0,11,25
4.78,9,8,14,18,33
1.72,8,4,3,19,25
4.71,26,6,5,5,24
3.42,29,21,17,17,33
2.45,0,16,14,7,10
4.84,1,15,8,22,21
3.04,13,22,10,11,31
2.84,8,21,17,6,37
1.41,5,10,12,14,24
1.1,25,4,15,3,11
1.42,30,10,11,18,2
3.25,9,22,12,11,1
3.93,22,6,11,6,37
1.69,6,14,4,11,18
4.12,10,3,11,2,11
1.25,29,1,7,21,8
4.38,26,11,10,25,37
3.55,5,16,9,15,32
3.58,4,22,1,31,35
4.78,9,4,4,17,37
1.68,6,3,12,27,16
3.43,18,14,1,2,2
3.13,9,12,2,23,28
3.61,21,18,1,27,17
2.44,13,13,11,3,16
4.74,24,23,11,31,37
1.81,21,20,8,29,14
1.11,31,8,4,15,34
4.58,11,15,2,17,26
4.18,17,6,15,23,22
1.09,5,10,17,31,2
2.79,14,16,8,18,36
1.53,29,21,11,8,19
2.28,1,3,10,13,14
4.49,13,13,3,14,4
1.28,8,18,16,0,9
1.45,14,4,3,27,2
1.48,0,22,5,10,15
1.28,3,12,8,17,5
1.98,24,18,13,33,37
1.92,20,19,5,5,6
1.4,17,7,8,18,38
1.13,3,23,5,28,14
2.96,2,17,16,15,31
3.91,10,18,13,27,9
4.08,6,21,14,26,5
1.78,29,12,11,1,25
3.35,10,6,8,24,14
1.55,11,13,6,12,5
1.1,1,9,5,25,16
4.91,12,20,1,22,15
2.43,29,2,3,3,12
4.51,7,12,12,1,31
4.97,24,20,15,32,37
4.82,1,2,5,19,8
2.51,17,12,7,8,0
1.02,2,22,4,10,29
2.59,14,16,2,32,16
4.78,21,21,2,33,35
1.0,26,9,15,31,10
2.69,15,14,3,20,0
4.05,31,1,4,11,12
2.82,25,2,0,19,31
4.94,11,6,6,9,12
1.8,12,9,3,22,7
3.91,9,6,9,9,9
3.5,30,20,16,9,33
1.64,31,8,15,6,23
1.16,31,20,3,6,35
4.68,6,12,8,24,36
1.35,16,12,12,12,1
1.04,16,22,16,21,31
4.84,19,5,4,7,32
4.82,26,11,11,15,29
2.5,14,2,12,32,20
1.95,12,22,4,5,21
2.21,9,8,9,9,2
3.97,30,16,17,25,37
2.66,2,20,10,12,6
3.72,25,21,14,18,22
1.32,2,10,1,0,11
3.1,9,10,12,10,4
2.16,14,5,7,14,1
2.89,2,12,10,27,6
1.6,15,23,1,12,28
2.98,17,4,0,23,16
3.64,20,0,9,31,37
1.26,16,14,12,14,16
2.89,30,20,8,21,27
2.65,6,22,11,33,3
2.5,29,6,16,28,22
3.11,8,13,7,33,19
2.82,12,14,8,32,37
2.71,23,15,1,22,20
1.66,19,7,10,9,22
4.01,4,13,8,0,4
4.8,11,20,7,3,21
4.02,28,14,17,14,16
3.9,8,8,4,30,31
4.51,7,10,1,8,5
1.21,1,16,7,0,0
4.32,19,16,0,12,33
3.05,17,6,15,16,34
3.54,0,5,15,25,18
2.86,26,8,3,26,38
3.48,23,6,5,27,28
1.41,9,2,11,1,0
2.56,2,11,5,22,21
3.25,31,4,5,21,18
4.5,6,8,7,14,16
2.88,14,19,11,7,33
2.83,26,11,3,17,8
1.91,12,21,13,25,32
1.05,14,23,14,3,11
4.76,10,17,11,34,29
4.98,20,21,6,33,15
7.23,5,23,14,30,14
9.32,28,12,10,11,12
5.85,27,21,12,33,12
9.01,27,7,14,32,5
7.33,7,6,10,33,27
5.34,1,3,11,16,8
5.36,1,4,9,25,6
6.96,19,6,5,33,7
8.31,22,23,11,17,23
8.58,27,15,4,16,35
7.15,29,8,7,4,23
5.57,7,8,15,30,30
7.21,24,14,16,21,24
8.26,11,13,9,7,26
6.01,16,3,11,22,5
7.15,6,15,7,30,21
6.55,20,9,11,5,11
6.02,25,14,11,9,27
6.43,31,20,8,11,11
9.42,8,8,13,15,38
8.72,27,6,0,34,15
5.73,13,13,16,20,36
5.98,15,3,6,34,9
7.49,27,2,10,1,28
7.54,6,7,12,7,35
9.04,26,13,7,25,15
6.87,23,12,2,7,20
8.71,28,10,7,23,2
9.59,8,19,6,11,19
6.13,12,0,14,7,27
9.75,2,1,5,26,17
7.29,30,7,9,8,30
7.67,22,5,7,25,11
8.5,16,18,11,20,28
9.29,16,17,9,25,10
