volume,class_1,class_2,class_3,class_4
4.99,21,25,6,12
3.56,10,10,0,10
2.68,18,22,6,18
3.24,7,1,2,15
4.45,10,3,3,13
4.97,16,11,14,16
1.29,13,8,6,7
4.32,19,5,8,10
1.61,6,20,8,16
3.9,17,18,0,2
2.84,7,20,6,8
4.4,17,18,2,17
2.25,21,23,13,7
2.55,3,5,8,7
1.81,12,16,6,10
3.28,17,13,8,7
4.12,8,2,14,3
4.51,10,1,10,17
3.86,8,2,1,12
1.59,23,19,13,18
4.23,17,7,1,6
2.72,19,2,4,17
3.79,12,8,3,10
4.58,13,20,12,13
4.66,22,24,4,15
2.5,1,1,0,14
1.81,1,4,7,3
2.65,17,3,3,10
3.47,15,14,5,13
3.19,5,23,8,11
3.1,16,10,14,11
2.6,6,16,14,12
1.33,13,1,4,15
1.72,14,13,5,0
1.28,14,17,2,13
4.69,7,25,5,15
1.32,11,4,13,18
3.69,22,19,10,17
4.0,22,4,8,2
4.99,8,17,10,15
2.11,3,7,0,1
2.31,7,2,9,9
1.39,19,0,14,13
4.71,21,16,11,5
2.34,16,23,1,2
3.3,13,11,4,16
4.1,3,8,1,1
3.92,12,18,6,6
4.74,6,2,5,12
4.18,11,10,1,18
1.27,21,7,6,16
4.12,23,5,1,7
1.64,15,9,12,1
1.71,14,1,2,13
1.56,3,2,2,14
3.17,11,19,13,13
3.17,19,5,14,10
3.93,10,20,0,8
4.68,9,14,10,2
3.41,7,22,0,10
2.68,13,22,1,7
3.43,22,5,5,6
3.55,18,25,3,0
3.62,10,7,4,14
1.26,11,10,6,12
4.24,6,12,0,14
3.02,14,25,3,4
1.15,12,17,8,7
3.66,18,17,7,18
3.86,5,4,9,8
4.99,2,25,4,6
4.28,7,6,14,9
1.69,9,6,14,15
4.84,2,12,7,2
4.02,1,24,12,3
4.73,15,12,3,7
1.64,11,8,8,6
1.51,7,18,7,7
3.73,17,17,5,1
4.17,11,10,12,17
2.16,5,15,0,14
1.24,14,6,14,5
1.36,20,7,10,6
2.95,8,24,9,4
1.07,15,23,1,12
3.85,22,12,14,9
3.46,12,17,8,1
2.15,8,13,12,18
4.67,9,13,12,11
1.47,10,2,12,17
2.84,21,14,14,5
4.41,20,11,9,8
2.23,21,18,0,1
1.26,20,15,7,7
3.84,22,13,9,1
2.47,22,12,13,7
1.44,4,6,13,3
3.64,0,3,12,7
2.56,5,6,2,17
4.8,17,6,6,7
2.13,2,22,2,15
