volume,class_1,class_2,class_3,class_4,class_5
1.86,2,2,12,23,1
4.7,4,3,14,23,2
2.77,2,2,5,21,6
3.98,5,5,17,22,7
2.17,9,8,12,5,6
2.03,4,4,11,10,5
4.5,7,7,0,21,3
3.0,5,2,10,15,8
4.73,9,1,16,19,5
4.33,4,1,0,23,6
4.51,0,4,18,5,4
1.91,9,7,12,4,8
2.68,9,2,16,19,1
3.36,8,4,18,20,4
3.63,7,5,15,20,3
4.14,0,4,14,9,6
4.46,2,6,9,7,7
3.11,1,9,0,20,6
3.21,6,6,2,0,0
4.83,5,6,4,15,0
1.52,7,7,8,0,6
4.16,10,9,15,3,8
2.64,2,7,9,11,4
1.19,5,4,17,16,7
3.89,3,2,16,8,2
2.8,2,8,11,10,0
1.94,3,4,18,19,5
4.44,6,2,12,18,8
3.55,0,4,5,16,4
4.67,0,7,16,21,0
1.89,2,6,0,18,0
4.17,7,2,12,14,3
3.94,7,1,9,7,7
4.95,5,5,18,15,6
2.93,2,0,5,6,5
3.05,1,9,3,18,1
4.21,9,5,11,21,5
1.36,1,2,18,6,3
4.01,10,0,12,18,3
3.71,0,9,12,13,3
3.46,0,9,15,24,7
2.24,2,0,3,12,4
1.36,7,7,13,5,0
1.15,0,6,18,22,0
3.74,6,7,6,8,8
3.48,1,4,2,12,3
1.0,4,5,3,22,1
3.02,7,8,5,5,4
1.96,3,7,14,19,7
1.21,8,0,3,5,7
4.09,5,9,18,9,3
1.1,5,4,3,5,6
4.76,10,7,13,19,2
4.31,10,2,6,1,8
4.79,8,3,15,4,4
4.2,9,0,8,24,3
2.79,0,1,14,24,5
2.9,6,2,1,8,1
4.71,8,8,9,14,8
4.34,2,1,14,6,6
2.01,1,3,5,8,3
2.38,0,1,10,18,5
1.9,0,7,13,15,3
3.32,5,9,8,2,0
1.24,0,2,9,7,6
2.74,3,6,5,6,0
4.12,3,5,17,11,6
3.42,7,1,8,2,4
3.6,1,0,0,16,1
4.78,1,1,0,6,0
2.75,1,9,17,23,0
3.59,0,5,7,23,5
1.36,7,8,14,22,8
4.42,4,6,12,12,2
1.09,10,5,13,20,8
3.72,0,4,13,21,8
4.02,10,5,8,7,6
3.64,3,1,18,15,2
3.63,1,3,18,22,0
2.41,6,0,17,3,2
1.58,9,8,7,9,7
2.21,10,1,16,18,7
3.01,4,1,3,12,0
4.84,10,7,1,4,3
3.86,10,2,12,22,7
1.26,9,0,16,10,0
1.96,5,9,2,2,8
1.4,6,1,0,5,1
1.74,2,1,8,11,3
1.6,0,2,2,8,7
3.18,3,4,0,23,1
4.37,0,7,18,2,6
1.43,5,9,13,20,0
4.91,6,5,11,0,3
2.49,7,0,9,7,8
1.31,7,7,7,12,3
4.02,7,5,15,7,6
1.19,2,2,8,18,6
3.58,8,4,0,12,5
2.59,0,8,7,2,8
4.82,10,1,2,11,2
4.9,4,0,10,3,4
1.8,7,3,3,16,4
1.79,8,2,3,7,7
2.84,1,8,13,15,2
3.89,1,7,18,16,6
1.95,2,1,2,20,4
1.27,6,1,0,5,8
4.96,0,8,11,18,7
1.29,9,4,17,19,4
4.04,2,0,15,22,2
2.4,9,2,5,16,7
1.52,9,8,14,12,8
1.52,7,4,16,9,7
2.67,10,3,11,20,4
3.25,3,4,5,2,5
4.53,3,5,10,11,1
3.83,0,5,12,4,1
2.05,8,6,4,9,3
3.09,1,4,2,8,8
3.86,5,4,17,10,4
4.12,10,5,9,14,5
4.02,7,3,6,2,1
1.71,8,8,7,15,6
4.22,3,7,15,14,0
9.85,4,2,1,16,0
6.83,10,1,17,1,8
7.67,8,9,13,20,5
5.92,9,3,9,18,1
8.65,10,6,17,1,6
8.55,7,5,2,13,5
8.99,10,9,3,20,7
9.9,1,3,11,7,7
6.76,0,4,6,13,2
9.64,7,8,13,24,3
6.73,8,3,6,1,7
5.84,9,6,3,15,3
9.53,4,8,7,0,6
7.11,8,9,1,3,2
6.78,5,6,0,4,2
5.94,6,6,14,11,7
9.92,5,4,3,21,7
8.13,9,8,18,18,4
5.38,3,1,2,9,6
6.05,0,1,18,3,8
9.21,1,9,0,14,6
7.95,2,4,7,0,1
5.98,10,7,12,10,2
8.72,9,7,8,24,4
8.88,5,3,12,11,2
6.77,0,9,11,16,4
6.62,10,0,14,6,8
5.18,7,0,0,11,1
7.75,4,1,14,6,6
7.97,7,4,15,16,4
8.77,10,7,11,22,3
8.17,4,0,5,11,8
7.5,10,5,17,10,6
7.31,10,0,9,0,2
5.53,4,6,8,5,5
6.16,3,9,1,23,6
6.59,3,4,11,12,2
6.51,8,1,16,22,8
6.44,2,1,16,13,3
5.5,1,2,11,12,8
7.87,1,7,6,1,1
7.22,9,9,13,16,6
8.26,2,4,15,12,7
7.16,9,1,15,9,5
7.77,3,5,4,4,3
5.43,8,9,3,16,4
8.2,8,2,9,10,6
5.52,6,3,2,4,7
5.07,2,1,3,23,6
5.51,6,4,11,22,3
9.64,10,4,0,0,2
9.66,1,7,12,16,7
5.13,5,8,3,1,7
7.1,7,0,10,23,2
7.95,0,9,2,0,5
9.04,6,2,3,7,3
9.49,8,0,10,18,1
7.15,9,9,0,13,7
8.29,4,5,6,13,0
6.5,2,3,9,3,0
7.51,6,5,1,6,8
9.15,7,4,7,8,5
5.19,8,5,3,5,8
8.48,7,0,1,8,4
9.88,5,1,14,0,6
7.85,8,9,15,17,5
6.45,0,8,1,14,3
6.76,2,5,15,8,6
9.76,0,9,3,15,1
6.46,3,1,9,9,0
6.9,10,5,11,2,1
9.57,5,5,4,2,3
7.77,9,0,0,18,7
9.53,3,3,12,11,1
6.5,1,7,0,12,0
9.23,3,2,16,12,0
6.84,1,1,13,16,7
9.87,1,5,4,5,8
9.38,0,3,7,0,8
8.91,6,7,11,7,8
5.96,6,9,6,7,8
7.4,9,0,2,4,0
9.98,8,9,17,20,0
5.46,6,3,13,2,8
6.74,3,8,15,19,1
6.09,6,7,16,24,3
9.48,0,0,18,22,4
9.33,0,3,4,11,1
14.44,5,6,14,23,4
10.4,8,7,7,8,6
14.52,3,6,10,2,6
10.56,8,4,7,24,4
12.73,4,1,18,3,1
10.03,5,5,6,16,0
11.01,0,5,14,15,4
10.98,7,8,1,3,0
12.4,4,7,14,16,0
10.16,0,3,18,19,1
10.56,2,3,15,15,0
14.14,8,6,6,0,5
12.49,2,3,6,15,1
14.74,6,3,3,17,1
10.05,9,7,14,8,2
14.75,7,1,4,4,0
13.45,9,5,7,24,7
14.71,6,5,9,10,2
14.14,10,4,2,4,0
12.94,1,3,1,14,2
13.05,8,6,17,24,4
11.94,0,0,14,6,3
10.06,0,6,12,4,7
11.53,4,4,4,23,5
13.52,3,1,15,2,4
11.93,5,8,2,5,1
11.86,1,7,14,19,1
12.83,4,9,2,15,0
11.54,8,7,11,2,7
10.92,6,9,12,13,2
12.33,9,4,1,1,4
13.55,9,5,13,6,0
12.46,2,4,5,24,0
12.42,0,1,13,12,1
10.15,5,0,17,20,3
11.84,9,8,1,23,0
14.98,0,0,13,12,4
