volume,class_1,class_2,class_3
1.23,29,0,21
2.31,13,3,1
1.2,25,3,28
2.13,33,7,21
4.3,32,7,7
3.44,19,4,0
3.25,37,1,25
2.99,37,11,1
1.11,4,9,15
1.61,10,2,9
4.73,37,8,7
1.23,30,5,17
4.02,3,3,34
2.09,12,8,0
2.11,37,5,27
3.53,29,5,34
4.05,19,5,7
2.95,37,2,10
2.05,7,7,16
2.29,20,9,2
1.05,29,9,29
2.59,8,3,0
3.95,15,4,10
4.95,34,8,22
2.72,19,11,28
4.75,37,8,19
2.2,32,12,4
3.4,29,12,21
3.08,15,11,8
1.3,33,0,22
3.92,12,5,4
1.86,37,8,8
1.09,11,9,4
2.23,2,11,21
4.41,27,5,32
3.53,34,0,11
4.43,28,6,20
4.79,20,8,2
3.18,8,3,23
4.88,33,12,9
3.91,31,5,7
3.46,14,8,15
4.48,7,10,14
4.4,4,12,8
3.54,32,3,2
2.84,20,0,3
4.72,33,8,21
2.0,4,6,30
3.97,30,8,0
1.29,16,1,29
3.44,0,0,0
2.57,14,9,3
4.47,34,9,29
2.26,1,3,34
3.1,5,2,17
3.02,22,11,20
1.25,10,3,22
1.98,8,10,34
4.32,27,12,11
2.1,37,9,26
2.71,31,11,19
2.48,18,6,16
2.78,16,12,18
4.15,8,10,28
1.48,11,6,8
1.97,13,11,8
2.2,26,8,14
3.1,21,6,22
1.44,39,5,20
3.55,21,3,20
1.46,24,0,30
4.51,3,2,3
3.5,26,8,26
2.69,23,1,8
4.32,13,0,29
1.03,1,1,18
2.42,28,6,30
1.38,22,0,32
3.81,37,9,27
1.18,8,8,27
4.94,22,11,25
1.89,37,2,3
3.21,31,7,26
3.39,25,10,19
1.98,17,8,12
1.88,23,11,12
4.99,3,2,25
4.95,14,10,9
4.77,31,8,16
4.05,32,12,1
4.56,5,0,29
2.81,27,8,34
2.88,10,5,9
4.78,30,11,27
1.82,5,9,22
4.23,20,0,31
2.88,23,1,14
2.37,21,12,22
1.95,4,12,10
3.71,10,4,13
3.15,27,5,34
3.6,3,6,18
2.66,6,4,13
3.17,13,0,25
3.3,11,2,33
1.21,1,11,15
1.39,24,10,20
1.4,17,0,28
3.66,31,12,33
3.37,30,7,27
1.94,12,11,1
1.27,28,3,29
1.2,34,11,21
3.16,22,0,2
3.1,9,5,21
3.24,36,4,1
4.67,14,9,0
3.85,28,5,28
1.84,24,12,23
4.13,14,5,11
4.53,3,3,21
4.77,9,4,13
1.41,23,6,20
3.18,18,10,17
3.58,38,6,9
3.26,33,3,13
3.49,25,2,11
3.36,0,0,15
2.47,36,7,9
1.78,39,1,28
2.44,39,1,16
2.05,4,1,2
3.68,1,0,29
4.22,37,1,17
1.21,35,8,21
1.13,18,7,32
3.75,30,4,4
4.95,36,0,23
2.67,24,4,32
4.08,28,5,1
4.19,13,0,2
4.01,14,4,10
3.08,2,8,32
4.61,2,8,34
1.33,9,5,26
3.12,32,12,4
3.55,4,0,29
4.93,26,1,32
2.08,24,4,2
2.51,37,3,3
2.77,14,1,13
1.37,7,1,24
3.14,34,9,6
2.49,17,5,31
2.37,3,9,22
3.89,15,3,22
1.78,4,2,15
1.12,4,7,32
2.79,27,1,32
4.17,2,5,15
2.73,4,4,17
4.26,10,1,16
4.78,16,1,22
4.04,38,4,19
4.18,19,6,27
4.52,1,10,22
3.82,2,12,34
4.37,39,12,16
4.43,39,11,25
3.22,8,12,6
1.32,35,11,5
2.61,15,0,15
4.61,19,0,6
1.12,39,9,2
3.91,17,8,32
3.86,20,11,13
4.29,6,6,25
4.87,2,0,33
2.43,14,1,31
2.31,10,7,28
2.08,35,0,17
1.96,24,2,3
2.56,26,8,13
3.02,28,5,3
2.89,13,6,31
3.03,33,7,29
2.89,19,7,6
4.32,4,11,15
2.51,23,7,22
1.8,31,5,5
1.04,10,8,5
2.77,27,1,22
3.31,21,7,3
4.97,0,4,29
4.24,12,11,1
1.52,17,9,13
1.41,3,12,15
1.31,13,10,16
1.21,32,0,16
4.8,3,9,0
3.02,11,8,5
3.73,30,12,19
2.87,5,2,32
4.77,6,9,33
2.53,0,1,12
4.62,3,0,1
3.72,32,6,15
2.31,18,3,12
3.86,16,8,4
1.23,29,9,6
1.01,30,8,17
2.47,37,1,11
2.19,14,6,24
3.7,6,3,34
1.23,20,0,16
4.93,17,11,10
2.59,11,5,1
4.24,28,8,33
1.5,21,6,0
1.08,35,9,18
3.65,27,2,17
4.73,15,3,25
2.44,30,5,18
4.79,9,6,10
1.42,31,3,17
1.55,29,2,13
1.72,6,12,17
3.79,10,12,33
3.81,38,7,10
2.75,3,12,31
4.62,4,4,12
3.98,28,6,0
2.51,16,0,12
3.53,4,8,27
1.65,5,8,24
1.45,26,7,5
4.77,32,10,28
1.44,26,12,1
1.27,8,4,1
2.75,2,5,24
2.25,7,4,13
2.09,16,3,23
2.92,19,9,18
1.37,6,2,3
4.86,8,10,5
3.19,25,4,22
3.09,38,4,30
1.16,26,8,28
3.6,20,2,33
4.99,7,10,20
4.96,2,8,5
2.86,25,6,12
4.62,35,4,33
1.88,22,0,6
1.76,21,11,33
4.68,3,11,9
2.52,17,12,5
2.78,4,4,34
1.03,35,9,30
4.91,28,7,12
1.31,24,6,7
3.51,24,8,34
3.09,38,8,1
2.53,20,3,33
3.03,16,6,18
1.24,1,3,25
4.78,1,11,7
1.42,25,10,19
2.02,34,12,24
4.25,30,3,6
1.0,18,2,22
3.42,9,6,30
1.36,23,10,34
3.59,15,7,29
3.85,25,8,7
1.43,30,7,14
3.05,32,12,33
4.31,32,3,34
4.39,38,0,12
3.18,6,11,25
1.48,36,4,1
2.81,6,11,4
3.37,20,11,18
4.12,34,2,27
1.6,0,2,24
3.47,26,0,19
3.73,1,4,13
3.56,28,7,20
3.44,2,6,8
1.0,34,4,18
4.39,32,3,6
4.69,11,8,4
2.72,11,6,32
2.49,36,12,28
4.75,26,10,13
2.37,32,2,23
2.89,26,11,13
1.25,26,11,20
1.35,14,12,28
1.06,11,2,20
3.61,10,4,3
4.01,31,3,19
3.22,33,10,28
1.85,36,1,25
1.63,10,3,8
4.82,29,12,6
1.38,18,9,26
1.32,18,7,11
1.18,3,8,26
2.94,31,10,22
2.84,8,1,0
2.41,35,12,9
3.54,29,1,6
3.9,4,8,29
1.7,39,1,29
3.73,37,9,27
4.71,4,7,2
2.35,14,0,24
3.02,11,12,30
1.66,27,4,3
4.93,23,1,3
1.24,4,4,5
2.71,6,1,18
2.26,12,9,11
2.84,38,11,26
3.89,18,5,30
4.82,5,10,10
2.94,22,12,13
4.58,15,4,16
3.13,18,4,15
1.81,18,1,34
2.57,23,4,8
3.91,37,6,34
2.83,8,3,9
1.95,6,11,26
2.24,25,2,15
2.1,31,1,26
4.0,0,3,14
2.51,36,0,27
4.85,9,3,27
2.05,17,10,20
4.77,29,3,32
3.3,21,9,21
1.36,10,7,1
4.58,13,3,11
2.48,7,5,25
3.85,5,1,21
1.11,12,11,15
1.22,32,1,1
1.45,35,12,7
4.17,15,12,26
3.51,11,11,14
3.68,35,6,30
1.57,9,1,12
4.09,4,7,9
3.62,18,9,5
1.13,33,9,23
2.54,25,11,8
1.29,26,12,30
3.76,38,7,30
2.26,28,10,12
2.62,11,4,6
3.66,17,1,17
3.99,11,3,13
1.6,34,0,3
1.38,28,2,17
4.3,15,9,12
3.58,26,2,8
3.61,12,4,23
2.45,37,1,12
3.69,34,2,10
4.23,29,3,4
1.74,9,1,2
1.73,24,10,20
3.4,28,6,2
8.26,37,10,25
8.2,25,9,23
6.85,9,9,21
6.71,14,0,19
7.81,25,8,18
5.88,22,1,20
9.24,29,9,0
5.4,21,7,8
6.36,19,5,22
9.9,24,4,18
5.56,24,4,32
9.93,8,12,32
8.7,31,3,13
8.56,39,7,4
6.86,16,2,28
7.48,20,10,3
8.08,11,7,5
9.94,2,6,9
8.11,12,8,32
7.58,29,0,6
9.8,18,0,21
7.54,15,11,5
5.24,6,6,12
8.58,30,5,5
9.28,21,5,28
8.23,28,11,1
7.82,9,9,3
9.73,11,11,11
8.8,1,2,30
