volume,class_1,class_2
63,0,21
59,0,15
92,0,12
20,0,3
38,0,14
66,0,22
90,0,24
70,1,22
71,1,15
10,1,20
90,1,8
88,1,7
95,1,2
55,1,22
80,1,16
56,2,3
75,2,10
43,2,13
24,2,3
76,2,21
37,2,4
28,2,5
4,2,23
97,2,4
71,2,15
30,3,4
24,3,20
50,3,23
50,3,5
38,3,23
28,3,20
23,3,16
4,3,8
6,4,16
75,4,14
50,4,17
30,4,11
18,4,18
68,4,17
43,4,1
61,4,4
82,4,1
53,4,24
42,5,24
78,5,3
44,5,22
10,5,2
54,5,12
86,5,19
47,5,8
25,5,21
1,5,14
54,5,8
39,5,13
95,5,9
95,5,0
28,6,6
43,6,8
69,6,23
23,6,7
80,6,0
58,7,21
11,7,8
84,7,8
76,7,7
69,8,12
70,8,18
17,8,13
94,8,3
95,9,9
36,9,1
12,9,17
62,9,3
15,9,21
87,9,22
56,9,8
97,9,15
76,9,23
99,9,6
64,10,16
13,10,5
33,10,10
15,10,9
36,10,6
5,10,15
86,11,17
13,11,12
97,11,14
19,11,20
70,11,14
76,11,23
48,11,20
100,11,15
4,12,21
81,12,10
95,12,4
10,12,5
63,12,10
13,12,10
6,12,14
82,13,21
98,13,0
98,13,5
18,13,5
24,13,0
20,13,10
92,13,5
88,14,3
2,14,7
75,14,20
63,14,19
26,14,12
46,14,22
19,14,11
17,14,2
89,15,4
33,15,7
67,15,13
71,15,20
85,15,6
76,15,13
13,15,17
84,15,12
14,15,18
10,16,16
28,16,19
17,16,24
77,16,17
26,16,5
64,16,9
75,16,1
81,16,24
67,16,15
87,16,21
100,16,4
54,16,7
67,16,2
97,17,24
1,17,24
98,17,11
1,17,11
52,17,22
12,17,6
83,17,16
96,17,4
36,17,0
97,18,19
16,18,19
80,18,6
68,18,22
75,18,11
77,18,16
10,18,17
93,19,11
72,19,12
82,19,14
38,19,20
18,19,14
71,19,13
7,19,1
83,19,16
25,19,15
57,19,1
46,20,2
43,20,2
31,20,18
55,20,7
59,20,1
50,20,18
5,20,0
99,21,23
36,21,6
82,21,13
72,21,18
96,21,10
86,21,0
12,21,2
47,21,17
59,22,11
76,22,13
59,22,7
90,22,12
89,22,19
85,22,9
26,22,23
100,22,2
46,22,9
76,23,6
89,23,24
41,23,18
77,23,19
89,23,0
92,24,9
58,24,10
25,24,19
61,24,9
33,24,11
14,24,18
47,24,1
49,24,3
