volume,class_1,class_2
33,0,0
36,0,3
34,0,8
35,0,4
41,0,6
25,0,8
40,0,6
43,0,0
34,0,6
37,0,3
37,0,7
40,0,2
27,0,7
42,0,5
40,0,6
35,1,9
26,1,3
27,1,8
44,1,2
31,1,7
48,1,1
25,1,2
40,1,4
43,1,1
42,1,5
25,1,6
40,1,8
48,1,2
48,1,4
31,1,1
34,1,1
48,1,2
35,1,8
25,1,7
48,1,0
46,1,5
30,1,2
38,1,0
35,1,5
30,1,4
39,1,9
32,2,9
25,2,7
49,2,8
39,2,7
31,2,2
49,2,3
38,2,8
32,2,3
40,2,5
42,2,7
28,2,5
34,2,5
47,2,4
33,2,9
44,2,6
31,2,0
32,2,0
39,2,9
48,2,0
28,2,0
43,2,3
35,2,3
39,2,0
42,2,9
50,2,6
31,2,6
25,2,0
33,3,3
45,3,2
44,3,1
25,3,3
36,3,7
25,3,1
36,3,7
26,3,9
35,3,4
35,3,6
30,3,1
49,3,2
50,3,5
34,3,4
26,3,2
41,3,2
33,4,9
43,4,6
44,4,0
44,4,3
30,4,2
28,4,2
31,4,3
37,4,3
42,4,8
40,4,7
30,4,2
34,4,7
32,4,0
49,4,4
25,4,8
28,4,2
36,4,8
41,4,5
38,4,6
44,4,4
37,5,5
49,5,8
43,5,1
42,5,9
29,5,8
46,5,2
49,5,7
48,5,9
29,5,9
46,5,8
35,5,3
50,5,7
39,5,7
46,5,2
49,5,0
36,5,9
48,5,9
50,5,3
25,5,5
40,5,9
46,5,3
40,6,4
44,6,8
32,6,3
43,6,1
43,6,5
42,6,5
42,6,4
36,6,0
35,6,4
34,6,5
33,6,1
44,6,1
26,6,2
34,6,4
42,6,5
34,6,0
39,6,0
40,7,9
26,7,7
46,7,4
49,7,6
27,7,0
30,7,1
47,7,4
26,7,0
27,7,8
31,7,7
33,7,5
36,7,1
45,7,9
49,7,6
34,7,2
42,7,1
31,7,2
49,8,5
37,8,5
44,8,1
40,8,4
44,8,1
42,8,3
50,8,3
49,8,7
40,8,6
29,8,7
35,8,6
45,8,9
32,8,9
30,8,8
32,8,4
25,8,1
27,8,0
38,8,8
49,8,1
41,8,8
40,8,3
45,8,1
27,8,4
44,8,5
40,9,9
30,9,4
47,9,9
41,9,5
31,9,7
43,9,1
30,9,7
31,9,8
40,9,6
40,9,0
35,9,6
25,9,3
42,9,4
37,9,6
36,9,6
36,9,8
28,9,6
