volume,class_1
103,0
140,0
80,0
52,0
151,0
77,0
154,1
145,1
190,2
130,2
138,2
98,2
21,2
36,2
97,3
58,3
144,3
158,4
137,4
34,4
5,4
85,4
119,4
58,4
41,5
143,5
100,5
33,5
9,6
80,6
103,6
99,6
68,7
100,7
113,7
43,7
64,7
148,7
157,8
176,8
126,9
76,9
22,10
139,10
27,11
161,11
82,11
91,12
40,12
170,12
76,12
137,12
63,12
84,12
124,12
110,13
158,13
52,13
23,14
56,14
142,14
184,14
82,14
141,14
143,14
56,15
102,15
81,15
104,15
87,16
26,16
18,16
13,17
108,17
166,17
42,17
91,18
118,18
124,18
142,18
5,18
182,19
191,19
78,19
91,20
15,20
70,20
45,20
63,20
1,20
85,21
54,21
198,22
92,22
57,22
155,23
103,23
6,23
84,23
137,24
110,24
166,24
150,24
27,24
173,24
200,24
163,25
156,25
121,26
139,26
170,26
114,26
153,26
97,26
168,26
98,27
23,27
1,27
45,27
60,28
132,28
2,29
21,29
152,29
36,29
44,29
148,30
62,30
49,30
53,31
72,31
167,32
30,32
8,32
107,32
26,32
56,33
43,33
21,34
42,34
20,34
21,34
40,35
57,36
92,36
200,36
103,37
10,38
2,38
145,38
188,38
195,39
79,39
176,39
195,40
124,40
50,40
167,40
149,40
12,41
38,41
151,42
97,42
123,42
181,42
128,43
197,43
108,43
3,43
101,44
99,44
94,44
5,44
166,44
101,45
2,46
188,46
28,46
52,46
53,46
88,46
111,46
183,46
93,46
140,47
23,47
149,48
32,48
177,48
1,48
187,48
162,49
37,49
134,49
88,49
69,49
162,49
117,49
138,49
13,49
