volume,class_1,class_2
178,0,6
165,1,1
5,1,5
157,1,8
9,1,6
6,1,3
11,1,3
28,1,8
50,2,1
6,2,6
170,2,9
13,3,3
20,3,7
179,3,0
36,3,2
43,3,0
185,4,6
155,4,7
47,4,2
157,4,0
29,4,5
47,4,1
196,4,8
155,4,1
179,4,0
6,5,2
191,6,7
31,6,5
158,6,0
49,7,0
12,7,3
22,7,1
190,7,4
188,7,7
36,7,2
20,7,7
39,7,2
8,8,2
180,8,6
24,9,1
10,9,6
179,9,4
47,9,5
179,9,9
193,10,6
189,10,4
18,10,5
151,10,9
177,11,4
200,11,4
31,11,9
157,11,4
152,12,4
150,12,8
18,12,7
192,12,0
16,13,8
200,14,7
163,14,3
199,14,9
19,14,9
42,15,6
173,15,2
158,15,9
17,15,8
166,15,0
174,16,9
3,16,8
2,17,3
5,17,7
41,17,9
29,17,5
17,17,8
174,18,2
48,19,5
167,19,9
182,19,7
27,19,1
175,19,4
49,19,3
192,20,6
40,20,2
174,20,0
21,20,8
34,20,8
31,21,2
44,21,4
30,21,1
36,21,8
172,21,1
194,21,4
50,21,6
154,22,8
172,22,3
47,22,7
151,22,9
160,22,0
155,23,8
175,23,7
24,23,8
191,23,3
49,24,4
156,25,2
31,25,7
9,25,2
172,25,5
193,25,8
47,25,3
33,25,1
178,26,4
6,26,5
28,26,1
185,26,0
196,27,6
19,27,5
35,27,4
156,27,0
43,27,5
195,28,4
195,28,2
33,28,7
185,28,8
183,28,0
197,29,9
5,29,5
45,29,2
170,30,2
183,30,3
10,30,9
172,30,9
175,31,5
24,31,4
181,31,7
191,31,5
178,31,3
183,32,9
18,33,6
42,33,2
15,33,3
162,33,6
199,34,5
156,35,0
159,35,2
165,35,8
25,35,5
28,36,9
21,36,2
41,36,0
169,36,5
192,37,3
192,37,5
14,37,1
159,37,4
169,37,7
184,38,1
20,38,6
35,38,3
9,39,8
155,39,7
16,39,1
29,39,9
152,40,4
40,40,6
176,40,3
42,40,6
18,40,5
37,41,9
16,41,5
169,41,3
185,41,1
161,41,7
3,41,6
32,41,7
24,42,7
195,42,3
49,42,9
158,42,8
198,43,0
180,43,1
197,43,2
30,43,6
7,44,0
8,44,0
177,44,3
151,44,7
197,45,6
187,46,3
154,46,4
166,47,9
20,47,1
22,47,6
29,48,4
185,48,1
181,48,0
17,48,1
50,49,1
26,49,0
44,49,8
177,49,2
5,49,4
