volume,class_1
152,0
151,0
32,0
22,0
47,0
32,0
185,0
46,0
152,0
27,0
50,0
47,0
46,1
48,1
162,1
49,1
19,1
30,1
177,2
8,2
197,2
1,2
187,2
154,2
163,2
198,2
17,3
151,3
174,3
43,3
15,3
44,3
44,4
154,4
165,4
154,4
198,4
18,4
199,4
159,5
23,5
191,5
170,5
50,5
49,5
16,5
19,5
16,5
180,5
29,5
181,5
156,6
193,6
198,6
151,6
17,7
157,7
185,7
30,7
4,7
172,7
39,7
190,7
193,7
178,8
17,8
18,8
188,8
193,8
196,8
23,8
15,8
1,8
24,9
11,9
5,9
23,9
9,10
163,10
150,11
198,11
174,11
5,11
199,11
48,11
13,11
163,11
25,11
172,12
3,12
150,12
185,12
46,12
170,12
31,12
44,12
196,12
11,12
9,12
182,12
179,12
152,12
191,12
158,12
165,13
8,13
6,13
159,13
178,13
27,13
164,13
18,13
36,14
14,14
25,14
46,14
171,14
197,14
151,14
162,14
26,14
168,15
29,15
4,15
30,15
196,15
197,15
179,15
170,15
9,16
44,16
3,16
176,16
160,16
178,16
200,17
162,17
34,17
166,17
6,17
14,17
42,17
191,17
38,17
31,17
159,18
196,18
23,18
166,18
179,18
157,18
6,18
197,19
42,19
26,19
190,19
170,19
156,19
163,19
1,19
175,19
23,19
30,20
26,20
162,20
188,20
25,20
172,20
198,21
21,21
150,21
165,21
36,21
150,21
192,21
11,21
172,22
10,22
157,22
178,22
171,22
168,22
200,22
17,22
26,22
197,23
159,23
50,23
3,23
39,23
16,23
168,23
195,23
36,24
45,24
163,24
17,24
5,24
198,24
157,24
