volume,class_1,class_2,class_3,class_4,class_5
4.87,8,95,49,16,42
2.36,9,23,29,33,48
2.02,34,93,57,43,39
2.61,19,15,26,27,21
3.8,12,45,58,2,7
4.79,24,62,20,3,63
4.66,3,43,18,1,20
3.03,13,28,33,1,2
2.42,22,2,58,7,61
2.2,13,25,13,15,14
2.85,3,69,41,18,51
1.2,5,98,31,42,3
3.57,0,45,11,37,58
2.09,20,58,15,14,28
4.65,28,96,35,2,42
2.76,32,22,44,13,69
1.13,16,84,33,22,53
2.37,6,95,0,38,68
2.83,35,98,44,7,19
1.13,27,91,42,42,2
1.11,15,56,26,32,10
1.62,30,28,67,27,19
2.41,4,18,50,33,58
1.72,3,19,47,13,65
1.82,14,37,41,13,6
3.81,15,35,64,33,17
2.58,20,35,65,25,66
1.59,36,1,51,33,32
2.69,17,38,64,21,61
1.22,3,87,15,17,19
2.83,16,80,8,13,49
4.16,24,77,10,13,40
3.17,18,76,20,16,38
1.85,28,66,39,35,65
2.62,1,51,29,13,37
4.9,35,81,14,40,46
1.2,25,1,61,30,52
4.37,12,16,24,12,31
3.4,31,41,49,46,20
4.98,7,64,65,10,51
4.43,37,64,55,40,17
2.86,23,43,27,12,26
1.7,33,32,14,19,26
1.01,25,18,72,43,34
4.94,22,2,43,29,18
4.99,29,39,54,26,55
1.63,36,59,64,23,65
3.88,34,51,65,9,68
3.28,11,36,50,35,66
1.12,15,31,20,11,52
3.29,1,34,48,35,51
3.67,3,63,4,5,36
4.22,8,52,34,18,66
4.67,24,6,14,24,39
2.14,31,54,16,38,46
1.74,9,68,47,21,10
3.82,20,42,8,42,5
1.33,14,76,38,41,4
3.58,36,35,43,4,48
4.73,17,75,36,25,6
2.5,3,34,41,4,7
2.13,11,84,30,26,11
2.63,15,18,58,15,56
4.47,8,46,44,0,67
2.02,34,35,18,6,34
2.42,15,86,52,3,48
3.14,8,41,53,2,63
4.8,17,90,30,16,45
3.79,34,37,21,44,28
2.87,1,29,12,33,48
2.56,13,7,42,23,50
2.75,22,32,25,30,27
1.38,23,84,14,30,32
1.84,33,39,45,17,62
2.13,2,39,14,10,45
4.25,8,31,13,5,52
2.09,4,1,68,18,36
3.53,8,11,13,46,12
1.54,2,50,62,4,7
3.33,6,5,29,44,63
4.1,32,48,64,17,5
2.41,16,82,0,41,26
3.96,27,90,27,29,4
3.15,2,41,38,47,21
4.71,4,75,10,44,38
3.09,6,10,65,27,69
2.1,36,90,56,0,36
4.71,29,31,16,25,40
1.79,19,82,58,2,41
3.69,13,97,39,39,40
1.05,4,27,2,39,68
3.54,3,79,2,19,45
2.27,20,92,28,13,27
2.35,11,28,8,12,36
2.8,32,71,51,33,20
2.68,26,7,36,37,42
4.91,26,17,68,20,15
1.82,37,14,38,47,2
4.54,9,75,15,25,0
3.92,23,1,11,35,27
3.59,33,22,9,31,65
4.36,29,17,20,7,10
3.5,10,95,1,25,45
2.51,7,50,37,29,44
2.51,21,10,57,33,56
2.3,32,29,31,25,9
2.6,20,24,35,21,8
3.65,22,28,62,32,9
4.9,14,27,0,11,52
2.96,27,56,10,27,61
1.1,4,12,71,26,27
3.43,35,71,70,46,30
4.16,20,2,7,26,44
3.93,29,53,36,29,36
4.15,24,97,47,20,20
3.39,12,62,50,6,48
2.99,24,19,31,22,17
4.6,1,47,22,32,38
4.55,21,93,42,4,9
4.9,15,5,12,20,56
2.48,28,10,38,10,60
3.93,17,18,9,4,0
2.67,30,38,3,12,55
2.13,15,45,18,13,35
3.97,34,19,62,21,40
2.41,23,64,9,29,2
3.93,26,29,3,46,12
1.33,19,79,59,29,18
1.25,25,48,0,29,37
3.09,30,18,37,17,5
3.1,26,54,12,8,31
2.56,23,10,47,42,5
3.61,32,84,30,29,18
1.8,26,55,37,46,42
3.24,6,93,37,46,49
3.2,33,17,48,32,50
4.22,11,57,32,33,20
2.05,30,95,47,19,62
3.58,3,34,46,34,52
1.59,20,66,61,45,11
2.72,12,61,67,34,33
4.51,10,13,45,25,24
2.51,11,57,17,5,52
3.1,33,36,26,9,9
1.28,37,31,48,5,20
2.43,6,5,2,34,40
1.4,0,79,1,3,10
2.81,20,86,57,46,37
2.97,14,47,29,41,9
1.37,30,41,45,14,58
2.4,13,76,39,4,0
1.4,16,17,62,21,23
2.22,2,77,27,30,21
2.63,3,86,14,7,11
1.64,19,97,65,18,39
1.77,7,70,58,30,60
2.25,37,93,43,23,19
1.94,28,23,15,9,28
3.38,4,39,25,28,9
4.87,28,30,72,14,49
2.42,31,74,20,31,0
1.58,10,21,14,2,39
2.64,29,19,49,29,40
3.84,14,83,55,23,0
3.8,25,23,24,33,12
2.69,24,5,65,11,51
1.19,3,76,31,20,37
2.79,10,79,64,12,21
2.66,9,70,39,47,50
3.61,15,76,72,20,40
2.53,3,29,18,33,18
4.73,30,93,45,38,18
1.18,9,4,23,10,6
1.67,5,24,62,10,51
3.8,24,14,54,24,17
1.32,31,28,17,5,55
2.94,25,70,26,20,53
3.39,17,30,13,13,47
2.37,37,47,66,19,40
2.55,20,78,62,12,22
4.41,12,43,35,16,0
3.58,2,19,34,26,57
4.5,25,98,1,17,47
3.45,10,76,30,22,65
4.55,37,37,49,9,38
2.58,32,68,22,42,27
1.85,9,82,69,17,30
1.85,6,76,47,8,18
1.71,8,7,15,39,57
4.0,36,23,71,5,11
1.06,19,90,16,47,44
2.57,31,15,53,0,5
1.85,17,90,48,17,19
1.74,34,6,0,47,10
1.7,23,94,47,10,31
3.02,17,34,14,0,32
1.36,10,35,30,24,17
1.71,6,57,67,36,34
2.57,35,74,2,17,18
4.62,33,24,69,34,23
2.98,20,80,54,25,68
2.42,35,77,34,21,17
2.78,30,18,29,13,57
1.04,31,0,35,44,59
2.52,23,16,31,28,65
4.64,24,42,2,24,10
3.45,2,69,0,20,63
1.31,4,11,42,32,44
3.09,9,33,53,1,60
2.21,18,46,23,30,22
4.05,34,51,56,39,44
4.73,28,44,54,5,18
1.67,3,56,39,13,61
4.53,12,40,26,47,43
4.98,23,45,61,12,17
4.66,20,63,62,44,12
1.03,23,8,73,7,48
4.12,32,77,21,14,22
1.9,19,52,4,35,43
3.32,1,52,73,35,68
4.34,6,2,37,46,66
1.24,7,84,26,4,18
2.47,31,64,39,25,56
3.13,19,38,39,26,1
3.34,21,97,70,33,45
2.12,27,57,26,0,0
4.33,6,84,39,30,22
1.33,34,0,46,22,49
1.14,8,89,61,27,68
3.62,11,0,0,24,16
4.74,18,62,34,29,38
2.17,27,70,58,30,61
2.16,27,23,41,29,49
1.47,23,65,12,33,26
3.08,8,60,53,43,63
3.9,26,85,47,22,35
3.78,32,96,40,1,4
3.84,24,83,65,13,44
3.0,5,19,20,11,36
3.42,25,7,48,28,13
1.71,22,19,4,43,35
2.67,1,62,37,39,45
4.93,37,11,70,39,45
3.08,24,8,26,43,36
1.15,9,45,60,3,62
4.06,17,81,54,28,23
3.13,23,94,60,26,22
3.45,31,74,20,12,61
1.63,36,69,32,20,34
2.56,34,38,50,14,48
1.9,24,43,58,8,23
3.62,11,51,58,42,1
4.14,28,80,7,21,26
2.09,32,72,69,9,30
1.61,5,23,50,47,57
4.87,4,89,36,14,2
3.15,31,71,53,8,19
1.79,22,64,2,26,39
3.01,33,91,31,41,66
3.56,25,43,22,27,44
1.42,36,53,24,22,23
3.77,13,82,53,31,8
4.45,26,2,12,47,9
2.71,23,68,7,8,59
1.54,11,5,73,4,26
1.99,16,27,64,38,60
2.76,21,75,47,19,65
3.37,2,47,59,21,22
4.37,15,98,21,37,45
1.53,26,79,40,32,67
2.1,31,40,73,23,4
1.94,31,77,12,33,3
3.87,12,24,2,14,45
1.55,25,43,62,29,30
4.52,18,0,53,37,47
1.52,21,63,33,21,40
3.19,29,51,41,25,68
4.72,6,5,35,46,40
4.81,30,81,69,40,30
2.75,8,29,0,10,49
1.12,15,17,58,37,17
3.22,33,40,28,44,65
4.1,0,39,0,23,59
2.99,25,16,55,19,29
3.11,4,95,38,43,6
4.93,14,26,1,35,64
2.67,11,15,51,4,1
2.36,16,65,4,38,65
3.74,5,26,30,25,41
3.79,5,47,32,29,65
1.8,19,86,53,11,62
2.91,31,13,0,20,2
1.18,8,80,54,21,15
2.23,25,85,4,14,62
3.21,23,41,22,26,58
4.78,18,32,67,39,68
1.36,18,33,29,11,68
2.66,26,87,58,23,67
1.65,36,84,4,46,26
4.21,14,93,5,47,49
1.42,17,92,46,35,55
1.91,28,30,54,23,16
2.83,30,63,56,14,34
1.51,8,1,34,2,36
1.03,25,87,48,27,24
2.55,26,60,11,47,10
2.06,14,41,6,28,59
2.64,35,36,34,20,42
2.01,7,44,19,30,44
3.03,7,88,43,30,3
1.8,30,73,12,7,60
2.76,37,93,63,15,23
3.42,16,87,59,4,63
1.52,17,8,21,46,32
1.12,20,92,11,35,8
2.19,22,7,36,10,51
4.86,24,65,25,42,27
3.03,13,1,44,5,62
4.24,11,33,24,27,56
2.05,7,81,20,22,12
2.96,27,54,21,11,35
3.43,17,24,18,9,6
4.19,20,30,0,20,5
3.03,19,14,45,33,3
1.33,21,84,67,39,55
3.18,0,33,47,5,31
1.72,26,56,52,39,24
3.49,17,47,36,27,61
3.55,33,28,5,24,65
1.33,30,19,13,4,52
4.42,9,89,66,22,11
3.45,3,45,6,36,55
3.76,2,30,46,17,22
3.04,31,10,24,1,62
3.42,34,8,37,3,10
4.78,27,58,52,13,64
4.87,4,43,26,2,2
4.48,7,97,20,20,26
3.62,18,95,49,6,28
3.9,22,61,62,30,51
3.32,2,77,59,17,3
3.8,31,56,18,34,60
4.18,36,94,72,23,32
3.55,28,15,2,43,62
4.55,19,40,48,3,14
2.4,1,85,21,0,63
3.87,34,34,44,37,43
3.14,23,50,41,40,39
4.31,28,3,52,23,45
1.64,14,11,34,16,33
3.48,20,95,25,31,57
3.88,32,19,64,22,8
2.07,2,40,40,16,34
3.46,7,24,21,45,21
2.4,9,81,0,8,31
3.34,17,78,67,39,46
1.42,12,88,52,24,34
4.51,35,86,14,8,66
2.43,36,87,10,11,69
1.53,7,61,17,28,9
2.28,12,64,17,42,41
1.44,21,48,65,12,45
1.64,11,23,41,40,56
1.15,33,35,14,21,6
3.29,15,13,49,10,0
4.21,2,82,55,2,36
1.3,4,75,53,36,52
3.15,29,60,51,28,15
4.13,31,32,4,19,29
3.14,33,13,33,23,26
2.94,13,20,65,30,40
4.43,16,48,18,18,7
4.18,26,2,40,3,8
3.44,32,76,9,35,34
4.36,20,4,54,32,54
4.11,19,65,23,17,8
1.35,23,36,25,37,16
2.73,13,51,36,41,62
4.36,31,11,4,28,40
2.34,36,30,31,38,4
4.14,16,70,49,16,48
3.53,32,30,49,4,17
1.41,10,19,0,35,35
1.77,28,8,71,18,53
1.64,36,80,16,37,24
4.95,16,63,73,17,66
2.57,28,9,38,15,48
1.81,17,23,7,19,33
4.18,12,24,29,1,63
4.45,2,26,56,23,67
4.78,35,73,10,45,54
2.99,0,46,52,33,1
4.04,37,45,72,40,10
1.82,19,85,24,39,61
2.63,5,36,35,33,41
2.59,15,68,6,25,19
3.35,1,30,9,38,46
4.01,30,54,41,21,66
4.9,3,93,69,16,22
3.83,26,95,16,14,60
4.0,21,98,40,35,46
3.62,26,76,62,36,2
2.14,7,68,0,1,8
1.8,35,84,43,6,20
3.28,20,93,61,20,50
1.78,22,59,11,40,26
3.42,0,85,52,45,6
2.52,19,72,18,8,56
4.02,8,51,60,36,5
1.01,16,6,54,18,68
1.97,13,26,1,12,1
3.79,18,23,7,4,30
3.63,4,98,68,29,34
4.52,11,23,40,12,35
3.94,22,19,10,27,37
4.09,35,50,13,20,27
2.75,0,48,1,46,13
