volume,class_1
26,0
35,0
17,0
31,0
18,0
36,0
10,0
37,0
5,1
25,1
13,1
3,1
11,1
1,1
6,1
5,1
24,1
34,2
21,2
20,2
18,2
1,2
13,2
32,2
9,2
21,3
18,3
20,3
18,4
12,4
3,4
24,5
22,5
3,5
25,5
4,5
15,5
35,6
23,6
23,6
25,6
11,6
1,6
28,6
15,6
11,6
18,6
13,6
5,6
31,6
37,7
24,7
9,7
34,7
14,7
34,7
5,7
4,7
8,7
27,8
10,8
15,8
14,8
23,8
18,8
13,8
20,8
5,8
37,8
14,8
37,8
27,8
22,9
5,9
20,9
5,9
6,9
34,9
34,9
2,9
20,9
17,10
18,10
22,10
32,10
21,10
12,10
14,10
6,10
17,11
28,11
19,11
8,11
8,12
5,12
6,12
20,12
3,12
6,12
19,12
28,12
17,12
16,12
7,12
34,12
14,12
3,12
18,12
15,12
5,13
36,13
19,13
27,13
29,13
3,13
34,13
25,13
37,13
20,13
4,13
9,13
5,13
13,14
35,14
29,14
18,15
9,15
11,15
36,15
35,15
7,15
9,15
10,15
10,15
33,15
14,16
11,16
9,16
24,16
20,17
18,17
3,17
23,17
30,18
12,18
7,18
15,18
35,19
8,19
9,19
32,19
27,19
34,19
33,20
20,20
37,20
21,20
37,20
9,20
28,20
16,21
30,21
15,21
13,21
2,21
27,21
24,21
18,21
6,21
11,21
33,21
35,21
24,22
8,22
25,22
6,22
2,22
11,22
21,22
29,22
9,22
3,22
16,22
35,22
18,23
7,23
31,23
12,23
23,23
4,23
12,23
3,23
31,23
32,24
8,24
6,24
20,24
25,24
19,24
18,24
