volume,class_1,class_2,class_3
3.59,1,23,19
3.2,8,20,29
4.47,3,2,33
1.24,9,19,32
3.45,0,12,11
4.82,12,21,0
2.37,1,13,11
4.28,10,14,7
1.05,11,6,33
2.45,4,23,31
3.93,13,3,30
1.92,6,25,17
1.7,9,4,4
2.09,4,36,6
4.76,9,9,12
1.39,14,6,25
2.65,6,14,21
3.06,9,9,2
1.51,12,1,32
2.18,12,34,31
1.72,0,30,20
2.0,14,5,8
4.77,12,11,14
3.99,12,22,23
2.54,12,25,30
3.58,5,36,12
1.27,13,36,14
1.19,1,18,29
4.41,0,16,30
4.7,14,26,6
4.32,9,22,28
4.9,3,21,21
2.01,5,3,32
2.23,10,29,2
4.27,6,8,14
3.77,12,3,24
3.76,11,1,25
2.47,3,32,16
2.42,5,32,32
4.98,10,18,29
1.52,4,20,26
4.51,1,13,17
2.81,9,31,26
4.8,3,22,13
1.79,5,25,19
3.43,7,32,17
1.83,13,7,2
3.53,0,28,26
1.35,3,7,22
3.82,2,24,25
1.27,10,22,10
1.9,11,9,32
4.28,6,32,33
3.93,7,35,18
1.14,14,21,31
1.82,10,16,12
2.9,2,20,19
4.51,7,33,30
3.9,3,24,1
4.44,12,3,11
3.24,7,6,7
1.37,3,34,8
3.02,4,20,13
4.35,5,29,21
1.86,3,31,32
2.62,12,3,5
3.76,13,25,13
3.05,4,31,32
3.08,9,7,14
1.83,1,13,14
1.03,11,34,0
4.15,14,30,12
1.76,7,17,20
1.66,14,7,21
4.06,5,10,2
3.44,4,13,26
4.09,10,29,6
4.87,0,21,7
4.56,4,14,14
3.08,0,11,18
3.2,9,29,31
3.31,6,36,0
3.86,0,16,6
2.49,5,18,31
3.2,4,22,20
3.09,7,2,31
4.57,4,19,10
3.63,11,11,31
4.45,7,27,20
2.33,3,34,9
1.65,2,8,30
1.95,14,22,15
2.03,13,9,19
3.21,7,27,29
2.42,2,19,1
3.47,4,7,28
4.43,11,28,28
4.4,4,34,2
1.6,1,1,30
3.8,5,15,7
2.09,9,25,31
4.86,7,2,3
1.8,6,33,11
1.51,10,30,15
2.7,0,36,8
4.75,12,12,12
4.99,2,24,10
2.49,6,20,10
2.86,14,32,2
4.85,3,22,33
3.49,0,4,3
2.17,0,11,4
2.24,5,6,16
4.12,5,9,22
4.17,10,29,10
1.26,9,13,1
1.89,11,6,18
2.6,9,33,26
1.06,12,14,27
3.23,2,20,0
4.21,13,29,31
2.65,2,35,26
1.1,6,31,26
2.74,3,32,31
2.49,14,11,17
4.69,1,22,2
3.47,0,3,15
3.08,0,8,16
4.67,8,28,15
3.13,7,28,32
4.03,1,22,29
4.68,8,33,12
3.98,2,34,31
1.89,8,15,4
2.15,10,3,24
1.94,3,23,30
4.83,14,15,16
2.81,7,6,20
2.05,0,19,25
2.98,13,26,23
4.49,14,22,15
3.16,3,8,11
2.15,6,36,28
4.39,6,29,8
4.06,0,10,22
2.19,9,33,7
1.33,4,13,25
1.17,1,24,16
2.57,13,32,6
1.91,3,32,27
3.74,10,31,0
3.13,0,35,29
1.44,2,30,3
4.64,2,29,28
3.85,7,19,12
2.84,9,3,7
4.96,1,7,4
4.41,11,29,7
2.43,3,36,31
3.68,5,1,4
2.84,8,16,30
2.19,14,9,4
4.51,8,1,11
1.92,8,13,23
4.94,11,20,16
1.47,4,15,14
1.25,8,13,26
1.57,13,30,11
1.65,14,30,15
2.39,12,7,26
3.62,2,33,23
4.22,4,21,11
3.42,8,35,33
1.18,9,9,14
1.66,0,8,11
3.46,11,33,26
4.1,4,7,26
2.62,6,22,8
1.7,10,25,13
1.08,6,14,9
4.2,4,26,18
1.62,8,5,4
4.13,9,12,9
4.36,2,1,5
1.87,11,16,5
4.72,13,34,29
2.27,1,14,1
1.52,5,21,1
1.27,2,32,0
1.35,1,36,23
1.05,0,31,24
2.95,9,36,12
4.12,7,24,12
2.91,9,9,14
4.86,9,26,23
3.41,3,5,23
3.3,2,10,31
2.51,12,36,19
4.77,0,17,30
3.3,12,32,8
1.57,0,11,32
1.33,6,30,11
1.97,7,17,23
4.53,4,24,23
2.62,0,31,11
2.99,4,19,25
3.37,7,2,10
3.1,12,18,23
4.7,0,13,19
3.79,2,16,21
3.39,9,19,23
2.03,14,36,33
2.3,7,20,18
4.92,8,7,15
2.61,12,17,27
2.03,9,27,28
2.15,14,30,7
3.63,0,19,0
1.89,14,30,12
2.47,4,33,20
1.45,11,11,5
2.92,11,22,1
4.53,11,1,6
2.0,4,23,19
4.24,10,23,6
4.38,9,18,2
1.26,5,31,28
4.43,8,16,28
4.3,10,22,15
1.79,2,29,7
4.32,5,5,19
3.07,1,26,14
3.41,12,33,2
1.87,6,20,15
1.77,6,7,18
4.17,1,31,22
1.9,8,11,7
4.9,9,4,31
2.44,13,32,11
1.5,11,17,29
2.81,9,22,8
4.82,2,20,27
1.56,13,4,29
1.19,12,9,12
3.35,9,22,25
3.71,14,35,0
3.26,2,2,25
2.16,4,1,31
2.7,10,7,15
2.43,10,21,14
9.35,5,22,31
6.72,2,31,11
9.13,4,22,33
9.19,2,8,1
8.96,14,10,1
9.57,4,34,27
6.63,8,2,26
6.75,3,15,19
9.82,0,16,10
8.23,10,22,13
7.14,2,25,1
6.18,2,25,0
8.72,8,10,0
8.83,3,2,25
6.06,4,23,10
7.33,1,33,9
6.23,11,27,15
8.43,14,33,16
7.04,6,2,22
6.37,2,5,31
8.56,5,22,31
7.92,9,14,21
5.62,0,26,6
6.73,4,34,10
5.96,14,7,17
5.79,6,31,18
7.25,9,4,33
9.4,13,10,5
9.39,11,17,26
7.01,10,36,23
6.96,11,12,25
5.2,11,26,31
9.4,0,22,23
5.54,13,17,4
8.42,4,35,1
9.19,9,0,4
8.03,8,32,5
6.86,12,19,24
8.36,12,32,17
8.33,2,24,15
7.07,6,19,1
8.63,1,24,3
6.32,8,1,29
8.5,3,8,13
6.43,7,36,30
9.04,4,20,6
7.93,14,9,10
7.35,0,13,13
9.2,3,29,21
6.25,2,13,15
6.58,8,15,27
