volume,class_1,class_2,class_3,class_4
1.56,15,1,10,4
2.44,10,5,8,8
3.75,11,7,12,0
3.55,4,6,8,7
4.53,20,6,3,6
1.13,16,1,15,8
4.02,12,3,5,4
3.3,20,4,17,6
4.01,6,3,15,10
3.01,3,4,17,0
1.98,19,4,11,10
3.64,2,7,2,2
2.96,15,5,9,8
2.29,4,2,8,6
3.19,3,3,2,2
3.13,2,2,8,0
2.76,15,1,2,8
4.34,18,1,0,9
3.38,12,6,10,10
1.05,1,5,2,0
3.29,14,4,0,8
4.35,6,5,3,2
4.78,2,1,0,5
1.86,4,1,12,12
3.66,4,2,1,12
3.48,13,1,3,2
2.28,11,6,14,9
3.01,18,7,1,7
2.88,9,1,6,10
1.73,2,5,14,8
2.21,6,3,16,12
1.24,10,7,12,1
1.74,17,5,15,10
3.75,18,7,15,10
1.75,15,5,10,2
3.96,16,1,1,4
4.12,7,2,11,0
4.28,2,0,13,9
3.59,16,6,4,7
1.21,9,4,1,3
3.49,4,6,4,5
3.68,11,0,4,11
3.62,2,6,11,0
1.82,17,2,6,4
1.95,16,5,12,8
2.75,8,4,12,4
1.69,20,6,0,3
4.83,6,7,2,10
2.29,16,0,1,9
4.75,5,2,9,2
1.99,8,2,1,4
1.92,13,2,6,7
4.09,17,7,3,6
4.03,16,4,5,6
4.97,5,4,1,6
3.37,18,0,1,6
1.84,18,3,11,7
4.32,15,7,2,3
3.81,13,5,7,3
3.7,5,5,7,10
2.86,13,2,0,4
4.73,0,4,11,11
4.87,8,1,17,2
5.76,13,1,15,10
8.37,0,1,11,6
9.18,8,2,8,6
9.54,5,0,2,3
9.06,15,2,15,5
8.34,16,5,8,0
5.83,13,7,16,1
6.03,7,6,17,5
6.6,11,1,6,6
6.47,12,5,3,11
5.35,1,4,2,5
5.49,0,2,4,6
8.54,3,1,14,5
8.84,0,3,5,8
7.94,6,7,5,5
8.04,3,0,11,1
6.21,0,5,14,3
9.26,15,6,9,6
7.26,8,5,14,10
5.28,4,6,3,11
9.61,18,3,3,12
9.35,0,5,10,12
5.11,3,5,2,0
6.75,17,1,15,0
6.89,15,1,16,6
8.21,3,1,15,1
8.18,17,0,11,3
7.71,6,7,1,7
6.73,11,2,16,1
8.93,8,2,7,11
6.34,13,1,7,11
9.68,7,5,11,1
9.03,17,4,10,9
5.48,20,6,4,2
8.7,19,7,1,9
6.86,12,2,6,2
6.06,20,2,2,0
6.36,13,0,11,0
6.77,20,6,5,0
6.43,18,4,15,8
7.85,2,2,1,1
9.77,9,7,15,8
7.54,3,2,6,2
7.9,10,7,2,8
7.48,19,3,7,9
7.66,8,0,1,11
7.34,4,3,3,2
5.35,3,6,1,1
7.59,13,5,3,12
7.14,4,0,17,10
7.72,6,6,8,4
9.46,16,1,1,7
6.22,5,3,8,12
8.16,0,0,12,8
6.22,11,3,15,0
8.75,13,0,10,6
9.09,11,2,5,7
6.75,0,6,2,3
6.67,16,0,17,4
7.83,16,5,11,0
9.34,2,0,8,8
5.98,9,4,12,10
6.09,6,5,10,10
5.84,13,1,14,6
9.02,16,3,4,11
5.8,12,7,7,1
7.62,11,7,15,7
6.47,4,2,12,4
7.66,20,3,8,0
5.06,6,3,3,1
6.49,2,2,15,11
6.86,6,6,11,12
7.26,1,7,6,6
8.38,9,4,5,8
5.38,3,3,7,3
9.83,8,2,13,7
5.41,18,1,6,4
8.89,13,1,8,9
6.99,15,6,6,8
6.1,11,6,12,10
7.51,12,5,11,2
8.44,15,4,5,6
9.53,14,7,11,11
7.77,4,7,14,8
7.07,5,1,4,9
6.27,15,0,12,12
7.48,6,5,2,12
5.99,13,0,6,4
7.23,18,2,14,2
7.22,19,1,17,4
8.25,5,5,17,9
9.78,12,6,0,1
7.13,17,7,15,10
5.57,9,7,7,10
5.75,6,1,5,1
8.49,17,4,16,12
6.35,2,2,0,5
9.13,9,0,15,6
7.65,6,1,15,3
8.17,20,4,11,6
8.95,0,5,12,1
8.89,2,0,14,11
9.48,7,2,6,8
7.1,6,6,5,0
9.85,15,5,2,5
8.36,13,0,16,5
9.63,5,5,14,0
8.75,2,6,2,2
5.28,19,5,2,11
6.09,15,6,13,12
5.3,13,1,4,10
5.91,2,5,12,10
7.68,1,6,0,12
6.22,15,3,9,0
5.44,12,7,11,12
5.37,19,6,17,4
6.2,9,0,9,12
9.88,4,4,9,12
7.96,12,0,3,1
6.74,5,7,3,2
5.46,8,6,15,12
6.82,2,5,15,11
9.36,6,0,1,10
6.24,4,7,10,10
9.25,10,6,17,12
13.17,18,6,3,11
10.54,18,5,15,0
12.96,16,2,3,8
13.76,16,2,3,10
14.37,2,5,5,5
10.91,7,6,9,4
14.49,14,4,14,8
13.61,13,1,0,2
11.57,17,5,12,10
10.78,6,6,16,8
11.54,18,7,13,1
10.24,6,6,11,1
10.62,10,3,0,11
10.09,7,4,9,4
13.8,8,0,8,1
10.35,12,2,13,2
12.85,15,4,15,5
13.44,11,3,4,3
11.83,3,1,3,0
10.51,6,0,3,0
14.95,5,7,5,2
13.1,1,4,9,1
11.41,10,7,3,4
11.08,10,2,16,12
14.58,2,7,14,3
13.31,10,3,0,6
12.28,10,4,12,4
13.59,1,4,15,12
10.16,6,1,12,0
14.59,3,3,7,3
12.4,1,2,8,3
11.09,17,5,14,6
14.26,0,2,3,1
10.64,4,0,15,4
13.65,7,4,3,5
14.86,9,7,0,10
10.47,13,7,3,3
13.93,10,4,7,5
14.05,13,3,7,5
11.88,19,3,5,9
11.09,2,4,14,9
13.03,19,7,4,3
11.95,2,1,2,4
15.0,4,7,0,2
10.13,17,6,9,11
13.13,7,5,12,10
12.36,14,0,13,9
10.12,16,3,17,1
10.36,8,3,13,11
12.38,3,1,17,0
11.49,9,0,9,2
12.99,9,3,17,8
14.26,13,1,1,12
11.21,15,0,12,12
10.14,7,6,3,12
11.63,12,1,7,0
13.14,20,2,4,3
10.08,17,3,5,10
10.12,4,6,5,12
13.13,9,2,13,8
12.73,2,7,16,10
14.2,19,2,10,11
