volume,class_1,class_2,class_3,class_4
4.77,23,91,2,34
3.14,19,79,22,29
4.26,54,4,15,48
2.82,8,44,26,20
1.18,7,21,18,36
4.03,18,65,2,60
2.85,34,68,14,59
2.31,46,58,13,54
1.88,9,45,16,23
3.31,0,43,10,50
3.72,48,50,10,34
4.75,45,53,16,13
3.84,37,53,3,51
4.73,46,93,17,49
3.41,25,4,22,51
4.42,52,29,19,36
2.87,1,91,16,27
2.5,27,60,13,38
2.78,24,67,12,32
4.19,6,87,23,32
3.09,31,49,17,27
3.17,13,45,7,21
3.2,10,29,5,61
1.83,29,69,7,22
3.22,5,30,6,43
4.21,52,42,18,37
4.87,38,20,0,29
4.12,38,40,17,43
1.2,35,0,9,29
4.23,30,26,1,5
2.21,44,49,1,15
3.28,42,16,10,44
4.75,27,72,26,4
2.7,4,7,3,35
3.5,25,9,0,41
3.38,34,33,26,6
3.77,34,42,12,60
3.06,31,68,7,29
4.6,12,9,8,44
3.01,28,2,19,50
3.05,30,72,22,57
2.74,27,32,22,46
2.87,8,81,16,52
2.35,34,33,1,6
2.22,44,38,19,60
4.87,34,92,7,13
3.86,39,51,3,22
2.44,42,96,5,26
2.24,31,18,8,32
3.72,22,50,16,26
2.77,10,16,1,2
3.35,3,33,4,45
1.83,10,12,8,48
2.87,48,13,10,42
2.67,37,37,2,36
3.73,46,14,25,13
1.01,34,36,21,22
2.82,8,12,10,9
2.1,25,83,25,21
1.35,45,39,5,55
3.02,51,36,22,16
1.96,27,88,3,38
1.67,31,4,24,62
3.77,22,15,12,52
4.0,52,4,6,15
1.28,17,49,25,17
1.31,13,36,19,46
3.21,30,56,18,53
1.38,14,21,4,18
3.61,30,93,10,12
2.38,54,87,17,40
1.4,46,41,12,12
2.73,41,86,12,23
4.8,12,88,24,6
3.82,48,4,14,20
2.86,15,69,25,54
1.38,12,35,10,1
3.81,27,88,11,34
1.12,36,23,17,24
4.13,34,56,0,33
3.99,41,19,24,6
4.6,23,84,9,32
2.35,35,81,17,62
3.93,36,56,3,58
4.34,28,32,1,18
4.3,24,74,6,1
2.39,20,52,25,38
1.43,17,21,5,42
2.57,31,48,9,63
4.75,9,20,12,33
4.81,5,91,16,48
1.85,29,61,6,4
3.12,40,30,21,0
2.4,2,38,2,41
5.0,54,40,7,6
2.68,16,35,17,33
1.77,14,68,5,40
3.01,38,40,24,15
