volume,class_1,class_2,class_3,class_4
3.1,9,16,5,20
3.4,22,29,11,32
4.68,20,17,5,10
4.71,6,2,20,15
3.2,1,12,1,33
2.18,14,7,11,1
1.32,2,10,5,2
2.72,12,18,8,0
2.53,16,6,2,27
4.84,0,0,14,17
1.96,17,15,2,22
1.17,4,1,5,15
2.26,23,15,1,7
1.3,25,10,6,30
3.32,21,21,11,4
1.11,8,2,19,17
1.85,0,17,15,8
4.13,25,26,17,4
1.02,21,25,12,4
3.0,1,16,20,4
2.92,7,17,2,1
3.57,0,0,14,4
1.2,13,27,2,16
2.73,19,10,1,26
2.95,2,19,18,30
1.82,21,6,19,30
2.25,15,6,13,28
4.45,20,8,4,6
3.67,9,9,1,26
1.47,3,0,11,28
1.26,3,4,7,22
3.01,17,26,17,9
3.23,23,3,9,21
1.97,11,15,17,25
4.34,17,12,5,26
1.52,8,2,1,6
4.21,24,30,8,31
1.53,7,17,13,26
3.0,7,11,16,22
1.51,16,3,8,31
3.14,16,29,4,28
1.21,8,30,18,26
1.08,3,26,1,22
1.54,9,2,18,26
4.41,10,7,17,29
2.94,7,6,15,21
2.34,15,0,4,9
3.98,18,10,5,20
3.42,0,1,17,31
4.47,7,10,8,26
1.83,25,17,17,18
4.54,4,15,18,15
1.76,6,5,5,22
4.27,24,10,0,28
2.06,11,3,16,11
1.7,7,4,19,2
2.25,8,9,12,25
4.01,20,17,3,31
1.01,24,10,13,9
4.22,18,27,1,9
1.61,4,6,10,26
3.53,13,3,3,23
4.32,13,29,9,17
2.12,11,10,0,11
1.38,23,3,3,27
3.47,23,2,13,25
2.89,25,5,8,33
3.91,9,14,10,18
2.59,16,13,7,5
4.05,20,1,1,34
1.31,5,14,18,7
1.76,5,1,2,30
4.79,16,8,15,30
4.61,11,5,12,31
3.15,4,29,7,33
3.99,18,6,2,31
2.48,6,18,8,6
3.59,22,13,2,25
1.38,24,12,11,12
4.62,4,4,12,27
4.73,22,4,4,16
4.26,19,0,17,14
4.78,14,8,16,4
4.0,13,1,7,4
4.32,8,20,16,30
3.53,25,28,0,33
1.31,11,13,2,12
4.04,23,8,6,9
1.99,7,7,8,23
4.37,3,22,18,7
1.87,1,11,15,22
3.41,15,3,10,18
1.05,5,23,20,27
2.05,14,17,1,11
2.33,25,26,16,25
3.29,16,20,0,28
1.23,10,15,16,6
4.56,5,22,13,5
2.26,21,29,2,14
4.04,20,27,11,33
3.19,19,28,9,21
3.07,13,15,12,23
2.95,5,13,0,8
2.82,20,9,8,16
1.66,25,13,7,20
3.57,23,14,10,26
2.33,19,31,9,32
4.23,0,29,14,9
1.46,0,16,5,16
2.36,6,2,9,15
1.56,25,28,13,12
1.29,10,0,4,23
2.24,23,4,4,9
3.94,23,14,16,18
3.2,12,24,7,7
4.57,22,9,14,28
2.32,20,16,4,8
2.08,20,14,4,10
4.39,17,20,6,19
2.03,0,23,18,30
1.78,17,19,11,31
4.06,18,12,14,7
1.4,8,20,14,12
3.71,5,31,18,10
4.72,12,29,11,15
2.98,7,9,7,18
2.3,13,7,2,11
2.37,22,19,3,21
1.38,6,22,18,20
4.13,15,17,18,25
1.29,25,9,14,28
3.94,0,20,18,19
1.64,0,24,5,3
4.84,7,8,16,30
2.75,17,18,4,10
3.13,12,5,5,12
2.68,1,20,20,1
1.68,19,23,2,7
1.16,9,18,20,28
4.93,5,25,18,13
2.87,19,20,3,5
1.88,14,12,0,5
1.17,10,6,4,1
4.48,11,11,8,9
2.08,11,0,12,16
4.48,0,10,14,10
1.73,10,12,2,27
4.63,18,9,4,27
4.66,23,16,10,14
4.87,4,6,0,0
1.86,16,9,13,16
4.58,8,25,2,13
3.34,12,1,10,23
1.69,2,11,17,23
2.68,2,11,10,32
3.91,23,6,20,29
2.62,18,22,13,20
2.48,24,15,15,19
1.51,8,3,13,34
4.1,3,11,6,20
1.58,1,20,19,26
2.83,21,14,13,15
1.02,24,1,2,12
2.69,20,27,6,28
2.1,23,20,14,1
1.47,22,3,8,21
1.18,21,27,3,9
1.48,6,17,1,9
3.54,19,1,19,28
4.47,6,29,20,26
4.55,9,13,16,20
4.78,5,28,19,30
2.74,2,28,20,26
2.46,4,8,16,15
2.11,22,11,3,8
2.12,8,12,20,3
1.96,16,17,4,18
3.66,2,12,7,23
3.8,21,8,2,0
1.82,21,22,11,9
2.4,21,19,20,20
3.59,9,14,4,20
1.49,14,1,20,27
3.12,12,26,9,19
3.91,15,26,14,4
4.12,11,18,20,19
3.22,4,3,7,13
2.37,22,9,20,4
4.32,13,28,7,16
3.86,21,17,8,28
3.51,20,9,7,22
4.2,12,15,16,31
2.92,23,0,0,11
1.7,24,2,11,24
3.76,20,2,12,5
1.61,17,13,4,17
4.66,20,31,14,16
2.71,5,6,0,26
4.45,23,0,3,8
4.82,2,8,11,8
4.62,17,19,17,16
3.49,15,0,6,3
2.97,24,4,2,4
3.74,21,19,4,10
2.72,20,9,20,11
1.98,21,12,0,1
2.23,6,22,3,23
2.86,15,28,11,27
2.72,16,27,6,21
3.3,13,9,15,0
2.76,4,23,16,5
4.04,19,12,11,14
4.92,3,31,13,22
4.66,0,21,7,9
4.73,8,24,19,2
2.07,13,23,14,33
3.02,2,16,11,5
2.86,16,7,15,33
1.3,24,1,4,5
2.76,21,17,16,4
4.51,17,13,6,8
2.37,20,1,3,21
1.04,7,21,3,7
3.69,22,6,12,13
1.59,11,13,8,6
2.14,10,28,9,11
2.77,0,21,7,3
3.13,4,4,12,11
4.05,3,31,2,24
1.91,6,12,13,18
2.19,8,6,14,34
4.24,4,9,9,12
3.06,22,3,13,21
1.92,14,7,19,34
2.79,15,28,19,0
2.24,12,27,9,20
3.52,24,22,20,11
3.24,3,16,20,12
3.93,20,7,16,23
4.54,5,13,17,1
3.49,13,3,7,0
4.59,20,22,2,9
2.6,5,1,7,21
1.84,2,21,4,0
3.55,10,11,8,8
2.47,17,18,20,17
4.89,2,26,18,4
2.24,23,28,9,20
4.63,18,7,2,6
2.74,8,26,8,4
6.48,11,3,4,1
7.62,12,8,5,30
6.2,10,30,13,7
6.62,5,1,6,33
8.08,17,22,0,12
8.13,20,6,0,3
8.47,25,6,15,19
8.0,12,1,9,33
7.79,14,23,15,34
8.68,2,26,10,29
6.55,17,3,3,6
9.12,6,3,2,8
8.24,25,8,0,25
7.81,3,8,17,2
8.8,2,30,11,23
5.5,23,18,9,23
6.36,14,6,11,21
9.29,5,31,3,2
7.85,16,23,10,34
6.56,9,17,15,8
5.83,20,17,20,18
6.78,0,28,3,33
8.27,10,2,2,2
5.15,23,7,9,17
8.64,17,4,2,27
6.05,4,1,8,34
7.9,9,5,1,31
9.05,23,18,6,4
9.06,13,29,13,6
6.98,3,10,9,29
8.26,5,16,19,28
5.83,25,17,1,18
6.9,15,31,5,34
5.77,4,25,18,21
5.98,8,28,13,9
5.22,18,1,14,4
6.75,15,14,8,13
6.39,10,9,14,8
5.09,3,14,19,25
7.4,11,12,8,34
6.57,1,1,0,19
6.49,14,15,14,1
6.9,15,7,0,16
8.91,21,26,8,17
6.52,8,19,5,31
8.86,10,5,12,31
7.63,13,27,9,17
7.04,23,27,3,23
6.01,23,18,1,2
5.14,25,28,6,4
6.48,21,4,8,29
7.4,9,4,0,11
8.96,0,27,8,23
6.92,14,31,4,32
5.26,22,19,0,32
8.4,21,12,12,25
6.85,6,15,16,18
8.32,2,21,20,34
6.72,2,9,13,33
9.61,24,20,14,18
5.98,3,11,17,10
9.28,8,22,19,0
8.58,5,7,4,25
7.93,15,10,7,2
7.44,21,29,8,6
7.73,6,7,11,17
5.47,11,4,4,29
9.87,11,11,20,28
6.79,25,10,6,24
7.99,12,12,1,32
8.22,11,1,15,18
8.81,13,25,6,26
7.26,23,12,4,17
7.22,8,18,9,2
5.16,3,26,20,28
6.78,5,26,5,6
9.24,24,16,7,2
9.12,23,26,19,7
8.24,3,17,11,33
5.19,9,17,19,11
5.48,14,29,17,6
8.01,7,22,0,7
9.33,1,21,15,20
6.39,16,14,3,32
7.68,20,27,3,19
6.33,20,2,8,20
5.27,15,9,3,3
9.14,25,3,20,14
9.67,19,14,14,32
8.74,21,18,13,28
7.15,25,13,10,15
7.9,11,10,0,5
9.52,24,2,4,23
9.39,1,4,10,15
9.44,3,6,3,8
8.73,0,26,8,20
6.29,11,0,16,16
7.27,20,13,11,4
6.75,0,15,4,11
6.23,16,5,1,15
7.02,14,15,0,26
5.48,1,23,6,16
7.67,0,22,2,3
7.67,11,10,15,31
6.95,5,12,19,0
8.39,0,25,16,4
6.27,11,12,15,0
5.07,2,23,12,19
8.51,13,10,18,28
6.35,24,2,13,15
8.02,20,2,10,24
7.97,9,0,14,0
7.23,11,9,3,27
7.98,25,9,9,10
5.21,20,11,18,31
8.86,11,29,4,7
9.16,21,8,5,19
7.84,22,5,5,32
9.08,15,26,5,32
5.63,15,28,16,2
7.89,2,2,7,3
7.76,3,25,0,9
5.59,22,17,8,28
6.97,7,16,10,28
6.53,23,6,7,11
5.59,1,9,4,4
9.46,18,6,5,26
7.3,23,13,19,29
7.81,3,0,14,4
9.06,23,15,16,9
6.51,0,12,16,34
8.27,0,18,19,2
7.48,17,22,10,23
9.48,19,11,18,6
5.05,6,14,4,12
6.7,14,13,11,17
5.34,3,30,12,28
8.52,4,13,10,25
5.46,22,18,12,18
5.84,17,7,14,30
7.03,3,30,6,0
7.47,5,25,7,15
9.95,21,10,20,26
7.36,10,5,6,0
6.02,6,28,17,25
8.73,11,14,16,5
5.09,23,31,14,30
6.21,15,1,18,24
6.29,9,27,17,34
6.22,8,30,18,16
8.11,12,23,7,12
7.37,8,31,18,20
5.1,22,11,2,30
5.44,19,0,5,17
5.68,7,26,11,24
5.6,0,24,9,19
8.08,23,13,7,10
6.54,22,20,20,33
6.48,6,1,13,30
6.68,23,16,0,22
6.97,20,19,20,29
5.28,21,14,20,25
8.47,2,1,7,18
8.41,16,5,9,17
