volume,class_1,class_2,class_3
4.8,22,46,7
3.18,19,11,18
4.02,31,36,10
3.99,33,37,18
4.73,17,37,19
4.0,25,17,18
4.04,30,0,3
3.82,24,17,12
4.09,8,37,4
1.07,21,45,8
3.75,13,26,4
3.11,31,14,18
4.07,29,5,9
3.4,7,47,15
2.41,22,46,10
3.13,9,47,22
4.5,34,22,13
4.09,13,1,13
1.45,5,34,13
1.79,19,9,9
3.65,23,42,17
4.8,20,43,20
2.05,21,8,20
4.7,5,39,8
2.8,3,17,20
2.48,24,35,14
3.25,7,11,8
3.81,20,15,6
3.18,20,19,17
2.65,15,0,3
4.51,13,4,10
3.27,26,47,19
4.34,32,26,16
1.69,23,14,21
1.59,4,19,14
2.4,27,41,0
2.4,11,28,1
3.73,35,3,5
3.4,30,6,15
1.96,27,17,20
3.29,28,33,21
2.02,10,18,8
2.59,34,1,16
2.71,17,22,5
1.6,15,9,13
1.4,31,11,20
3.93,19,18,4
4.26,13,47,8
3.2,19,41,21
3.59,34,33,0
4.65,21,2,1
2.62,26,3,21
4.08,21,46,23
1.09,34,13,10
3.31,13,15,20
4.92,10,27,3
1.88,10,48,2
1.51,28,12,13
4.03,31,25,8
4.35,15,26,18
3.72,22,14,9
2.19,6,19,11
2.34,18,11,11
1.09,29,37,18
2.99,3,23,6
1.98,35,12,20
1.79,28,18,8
4.47,1,33,21
4.34,31,10,18
2.54,12,48,12
2.48,18,24,15
2.43,8,37,0
4.39,29,29,2
4.79,14,25,4
1.07,22,32,13
1.23,35,2,21
3.92,0,2,12
4.56,32,8,8
4.78,28,48,23
4.82,26,5,0
2.73,20,11,19
2.27,19,23,16
2.12,15,2,5
1.64,13,45,4
5.0,7,24,3
4.17,7,23,7
3.22,5,41,19
3.11,22,32,10
2.69,33,28,1
4.08,28,44,3
2.21,3,37,20
1.67,0,28,16
2.93,13,42,2
1.92,25,35,0
4.27,21,15,21
4.02,28,12,0
2.89,2,19,21
4.95,9,4,20
4.36,31,5,11
2.49,17,9,10
1.13,30,9,4
4.6,6,26,13
1.88,24,7,7
2.37,24,12,2
3.13,1,15,14
2.98,30,35,10
1.95,0,3,16
1.16,33,0,6
3.4,30,20,17
2.6,20,27,21
1.8,10,28,11
3.63,2,42,19
4.99,31,34,22
4.63,12,28,16
1.23,23,3,6
4.62,0,35,12
2.47,23,32,3
4.99,15,42,18
3.95,20,12,1
1.1,29,11,4
1.94,8,38,21
3.13,27,35,22
3.75,28,26,20
1.17,11,13,17
2.52,35,41,4
1.72,14,39,21
2.99,27,14,11
1.84,27,16,5
2.22,17,37,11
4.37,8,37,3
3.49,7,38,23
2.75,11,1,21
3.33,23,43,12
4.2,14,45,4
1.65,25,6,12
4.03,13,22,20
1.11,9,29,8
3.73,13,20,5
4.47,23,2,0
3.88,10,7,12
1.09,22,17,8
2.27,27,4,3
4.12,22,27,3
1.15,0,23,15
2.63,13,36,5
2.1,2,46,3
4.44,27,16,12
1.42,14,39,17
2.96,35,2,18
2.69,5,38,17
1.76,9,27,18
1.73,35,39,10
3.2,9,24,9
1.63,13,39,16
3.72,6,45,16
1.36,0,16,8
2.28,24,46,20
4.35,6,48,19
2.82,4,17,17
1.28,28,3,17
4.74,18,28,21
2.03,29,37,12
2.66,23,24,14
3.28,5,43,19
4.54,21,12,16
3.31,19,22,19
1.33,5,19,4
4.21,35,44,0
3.82,12,46,8
2.39,4,35,13
3.72,4,11,8
1.27,11,39,1
1.08,34,17,16
3.16,1,8,14
3.69,13,30,5
2.76,12,0,5
4.01,22,22,11
2.06,30,38,7
4.27,32,4,14
1.74,17,21,6
4.17,5,17,23
4.1,2,12,19
4.8,29,37,8
3.13,33,13,4
2.31,27,26,19
3.91,25,33,22
4.37,0,45,20
2.57,34,43,9
4.58,27,15,17
2.17,0,41,7
