bin,item
30,41
30,5
30,73
30,25
30,53
31,27
31,63
31,34
31,10
31,46
31,55
31,58
32,59
32,67
32,20
32,78
32,96
32,16
33,18
33,94
33,91
33,56
33,23
33,15
60,7
60,12
60,6
60,13
60,44
90,49
90,82
90,81
91,3
91,50
91,29
92,40
92,24
92,1
92,83
92,68
92,39
93,90
93,38
93,92
93,88
94,62
94,32
94,87
94,64
94,36
95,14
95,26
95,47
95,71
95,69
95,8
96,21
96,30
96,43
96,74
97,54
97,33
97,70
97,95
98,45
98,22
98,86
98,84
98,28
98,11
99,4
99,17
99,65
99,98
99,51
99,93
100,61
100,89
100,99
100,9
100,31
100,57
101,19
101,79
101,80
102,2
102,97
102,52
102,72
102,35
103,48
103,66
103,37
104,0
104,77
104,42
104,60
105,76
105,75
105,85
