bin,item
30,7
30,76
30,64
30,21
30,4
30,24
30,49
31,84
31,83
31,13
31,34
31,38
31,18
90,71
90,53
90,93
90,58
90,2
91,70
91,26
91,62
91,63
91,60
91,94
91,46
92,8
92,36
92,90
93,59
93,85
93,66
93,52
94,96
94,47
94,31
94,91
94,74
95,16
95,20
95,9
95,32
96,45
96,11
96,97
96,65
97,40
97,30
97,78
97,87
98,99
98,42
98,41
98,29
98,51
98,67
99,86
99,73
99,56
99,3
100,12
100,28
100,43
100,35
100,75
100,6
100,39
100,23
100,50
100,22
101,61
101,95
101,44
101,81
101,1
102,69
102,10
102,89
102,82
103,57
103,77
103,15
103,27
103,79
103,48
104,72
104,68
104,0
104,17
105,54
105,5
106,25
106,19
106,33
106,98
106,88
106,37
107,14
107,80
107,55
107,92
