bin,item
60,21
60,59
60,87
60,23
60,69
60,68
60,34
60,57
60,1
60,80
90,75
90,38
90,9
90,26
90,19
90,88
90,79
90,16
90,14
91,96
91,83
91,44
91,2
92,6
92,11
92,37
92,47
92,35
92,39
93,50
93,64
93,53
93,89
93,73
94,42
94,31
94,58
94,78
95,15
95,66
95,63
95,49
96,28
96,29
96,36
96,25
96,84
96,95
97,5
97,41
97,27
98,65
98,77
98,97
98,12
98,90
99,93
99,13
99,4
99,98
99,40
99,72
100,70
100,99
100,0
100,17
100,33
100,81
101,86
101,43
101,94
101,71
101,62
101,74
102,85
102,92
102,52
102,54
102,30
103,7
103,20
103,51
104,8
104,3
104,60
104,24
104,56
105,55
105,82
105,48
105,46
105,32
106,76
106,45
106,22
107,61
107,18
107,91
107,67
107,10
