bin,item
30,77
30,74
30,35
30,3
31,98
31,16
31,38
31,54
31,92
32,34
32,52
32,7
32,88
32,50
33,56
33,79
33,90
33,37
33,25
33,47
33,9
33,57
34,89
34,63
34,59
34,73
34,29
34,80
90,31
90,36
90,85
90,78
91,5
91,27
91,10
91,75
91,1
91,81
92,99
92,82
92,44
92,64
92,40
92,71
92,60
93,96
93,49
93,68
93,97
93,22
94,20
94,15
94,30
95,55
95,61
95,0
95,72
96,70
96,6
96,11
96,24
97,21
97,42
97,94
97,8
98,28
98,83
98,86
98,12
98,32
99,48
99,51
99,33
99,67
99,84
100,19
100,66
100,13
100,43
100,53
100,58
101,69
101,91
101,62
101,65
102,45
102,2
102,26
102,4
102,14
102,87
103,95
103,93
103,46
103,18
103,23
104,41
104,17
104,76
104,39
