bin,item
0,75
0,31
0,35
1,87
1,81
1,74
2,93
2,58
2,70
3,43
3,33
3,53
4,5
4,54
4,95
4,2
5,98
5,77
5,51
30,72
30,84
30,89
31,46
31,41
31,17
31,8
31,73
32,55
32,56
32,49
32,83
32,18
33,15
33,91
33,66
33,23
33,32
33,60
34,6
34,40
34,0
34,80
34,36
35,61
35,97
35,13
35,26
35,71
36,14
36,86
36,39
36,9
37,45
37,78
37,7
37,69
38,99
38,21
38,63
39,59
39,44
39,79
39,38
40,82
40,27
40,48
41,64
41,50
42,52
42,85
42,68
43,22
43,25
43,67
44,34
44,29
44,16
45,20
45,11
45,92
45,42
46,4
46,94
47,10
47,96
47,47
48,3
48,19
48,57
49,62
49,65
49,37
60,90
60,24
60,76
60,88
60,30
61,28
61,12
61,1
