bin,item
60,51
60,43
60,26
60,30
60,69
60,18
90,57
90,49
90,78
90,44
90,19
90,65
91,63
91,14
91,47
91,91
92,45
92,56
92,29
92,22
92,85
93,32
93,94
93,66
94,53
94,93
94,0
94,61
94,50
95,81
95,9
95,2
96,96
96,33
96,55
96,79
97,87
97,15
97,86
97,52
97,59
97,1
97,74
97,4
98,54
98,88
98,23
98,17
98,12
98,37
98,25
99,92
99,90
99,10
99,7
99,42
99,13
99,11
99,24
100,75
100,36
100,48
100,6
100,82
101,38
101,67
101,21
102,84
102,58
102,89
102,72
103,35
103,31
103,73
103,39
103,27
103,34
103,83
103,3
104,62
104,68
104,46
104,71
104,60
104,41
104,95
105,8
105,64
105,20
105,28
105,76
106,70
106,80
106,77
107,98
107,97
107,5
107,40
107,99
107,16
