bin,item
60,6
60,70
60,42
60,84
60,11
60,77
60,38
60,88
60,8
90,26
90,86
90,44
90,51
90,32
90,81
90,31
90,71
90,73
91,63
91,57
91,90
91,53
92,28
92,29
92,13
92,18
92,54
92,39
92,33
93,3
93,27
93,56
93,75
93,30
93,93
93,80
94,1
94,91
94,52
94,7
95,64
95,17
95,98
96,94
96,85
96,83
96,2
96,72
97,25
97,9
97,19
97,14
97,99
98,10
98,43
98,37
98,24
98,36
98,35
98,69
99,97
99,55
99,20
99,34
100,68
100,49
100,82
100,60
100,41
101,0
101,45
101,16
101,5
101,12
101,61
102,76
102,40
102,67
102,22
102,95
103,89
103,50
103,58
103,74
103,96
103,79
103,23
103,87
103,15
104,59
104,4
104,66
105,78
105,46
105,21
105,47
105,65
106,62
106,92
106,48
