bin,item
30,32
30,46
31,11
31,91
31,41
31,24
32,81
32,86
32,85
33,23
33,45
33,55
34,94
34,90
34,95
34,2
35,98
35,6
35,33
35,88
35,27
36,96
36,39
36,74
36,29
37,93
37,57
37,54
37,99
38,50
38,64
38,20
38,40
38,10
39,66
39,76
39,53
39,43
39,77
39,22
40,17
40,8
40,62
40,97
41,59
41,69
41,80
41,25
41,3
42,63
42,48
42,49
42,79
42,4
43,16
43,47
43,60
44,19
44,37
44,36
45,65
45,28
45,92
45,30
45,42
46,14
46,52
46,71
46,26
90,18
90,75
90,9
90,68
91,83
91,0
91,73
91,34
91,70
91,67
92,87
92,72
92,58
92,31
92,61
93,38
93,44
93,56
93,1
93,89
93,13
94,21
94,84
94,7
95,78
95,51
95,12
95,82
95,35
95,15
95,5
