bin,item
60,94
60,22
60,55
60,71
60,7
90,25
90,32
90,74
90,73
90,50
90,12
91,56
91,38
91,39
91,10
91,42
92,68
92,28
92,43
93,17
93,87
93,93
93,21
93,76
93,8
94,62
94,34
94,96
94,90
95,1
95,13
95,11
95,97
95,80
95,99
96,4
96,46
96,48
96,75
97,78
97,82
97,5
97,2
98,67
98,6
98,18
98,3
98,66
99,63
99,26
99,41
99,98
99,79
100,57
100,24
100,45
100,33
100,14
100,95
100,52
101,72
101,19
101,27
101,85
102,92
102,70
102,91
102,83
102,49
103,29
103,0
103,51
103,16
103,47
103,36
103,23
103,15
104,20
104,86
104,58
104,37
104,88
104,40
104,84
104,53
105,64
105,9
105,77
105,81
105,65
105,54
106,59
106,89
106,44
106,60
106,31
106,30
106,35
106,61
106,69
