bin,item
60,6
60,29
60,20
60,40
60,65
90,26
90,30
90,51
90,2
90,50
90,43
90,7
91,94
91,98
91,5
91,56
91,95
91,66
92,21
92,83
92,41
92,93
92,86
92,75
92,47
92,49
92,39
92,23
93,4
93,62
93,81
93,61
93,52
94,59
94,68
94,54
95,27
95,34
95,17
95,33
95,77
95,13
95,15
96,67
96,46
96,45
96,55
96,35
96,69
97,58
97,42
97,36
97,31
97,74
97,96
97,32
97,84
97,44
97,79
97,11
98,1
98,78
98,48
99,64
99,63
100,76
100,19
100,24
100,97
101,10
101,57
101,73
102,72
102,38
102,37
102,89
102,22
102,70
102,12
102,80
103,25
103,85
103,9
103,88
103,8
104,91
104,16
104,18
104,60
104,87
104,90
105,92
105,0
105,14
105,53
105,99
105,71
106,82
106,28
106,3
