bin,item
30,87
30,56
30,28
30,33
30,49
31,53
31,98
31,30
31,19
31,39
90,86
90,85
90,13
91,70
91,52
91,99
91,66
91,92
91,51
92,94
92,11
92,79
92,58
92,60
93,29
93,12
93,32
93,75
93,0
93,6
94,36
94,27
94,43
94,93
95,9
95,84
95,61
95,48
95,37
95,26
95,88
95,38
95,1
96,81
96,57
96,31
96,7
96,24
97,68
97,41
97,78
97,15
97,74
98,8
98,5
98,46
99,54
99,44
100,45
100,71
100,65
100,3
100,95
101,59
101,16
101,55
101,22
102,47
102,77
102,76
102,18
102,83
102,63
102,62
102,2
103,25
103,21
103,20
103,34
103,23
104,69
104,96
104,35
104,73
104,67
105,82
105,14
105,4
105,40
105,90
106,10
106,64
106,89
106,42
106,97
106,50
107,72
107,80
107,17
107,91
