bin,item
0,34
0,26
0,63
0,17
1,42
1,15
1,59
1,82
2,2
2,68
2,24
3,62
3,46
30,11
30,30
30,85
30,99
31,51
31,77
31,92
32,93
32,37
32,35
33,38
33,61
33,60
34,71
34,43
34,1
34,31
34,67
35,36
35,33
35,6
35,27
36,64
36,20
36,29
37,44
37,5
37,40
37,58
38,75
38,90
38,0
39,66
39,96
39,69
39,28
40,79
40,52
40,88
40,48
41,91
41,12
41,8
41,73
42,83
42,32
42,41
42,18
43,56
43,16
43,3
43,39
44,84
44,76
44,98
45,57
45,13
45,65
45,50
45,22
60,47
60,23
60,89
60,7
61,14
61,70
61,78
62,45
62,49
62,53
90,21
90,10
90,97
90,55
91,25
91,80
91,19
91,95
91,4
92,86
92,72
92,81
92,54
93,87
93,74
93,9
93,94
