bin,item
30,7
30,95
30,64
30,51
30,83
30,92
60,16
60,82
60,33
60,78
61,85
61,53
61,28
61,31
90,8
90,81
90,12
91,45
91,89
91,55
91,30
91,39
91,22
92,86
92,0
92,56
92,65
93,38
93,87
93,63
93,80
93,17
94,44
94,46
94,13
94,70
95,97
95,48
95,68
95,25
95,66
96,9
96,71
96,19
96,4
96,42
97,54
97,91
97,61
97,67
97,34
97,76
98,96
98,41
98,57
98,35
98,26
99,74
99,23
99,93
99,88
99,99
99,75
99,18
99,15
100,36
100,79
100,2
100,43
100,50
101,11
101,52
101,29
101,77
102,40
102,32
102,69
102,73
103,14
103,72
103,60
103,6
103,49
104,20
104,21
104,62
104,27
104,58
104,24
105,59
105,5
105,84
105,37
106,98
106,3
106,90
106,10
106,47
106,94
106,1
