bin,item
60,34
60,20
60,45
60,19
90,94
90,67
90,50
90,95
90,66
90,23
90,54
91,63
91,26
91,40
91,75
91,51
92,27
92,6
92,16
92,18
92,79
92,37
93,62
93,96
93,86
93,58
93,52
94,78
94,17
94,21
94,90
95,59
95,85
95,55
95,69
96,76
96,33
96,3
96,84
96,49
97,1
97,22
97,82
97,93
97,31
98,10
98,56
98,38
98,42
98,39
98,15
99,4
99,71
99,35
99,46
99,48
99,8
100,24
100,7
100,5
100,57
100,43
101,91
101,0
101,98
101,88
101,60
102,25
102,87
102,14
102,72
102,12
102,73
103,68
103,28
103,80
103,13
103,99
103,41
104,92
104,70
104,29
104,53
104,47
104,30
104,2
105,89
105,74
105,11
105,83
105,97
105,32
105,44
105,61
106,64
106,9
106,77
106,81
106,36
106,65
