bin,item
30,87
30,61
30,19
30,17
30,82
31,47
31,90
31,31
31,33
31,67
90,52
90,98
90,26
90,71
90,7
90,66
91,14
91,22
91,32
91,70
91,83
92,11
92,73
92,53
92,38
92,34
92,50
93,72
93,97
93,84
93,85
94,59
94,95
94,57
94,76
94,2
94,92
95,20
95,39
95,6
95,9
95,0
95,18
96,45
96,25
96,43
96,24
97,41
97,28
97,62
97,78
97,12
97,1
98,10
98,5
98,55
98,49
99,8
99,81
99,93
100,69
100,4
100,27
100,89
100,15
100,51
101,36
101,79
101,56
101,23
102,44
102,40
102,74
102,91
102,35
103,80
103,42
103,46
103,16
103,37
104,68
104,29
104,88
104,13
104,63
104,77
105,54
105,64
105,30
105,60
106,48
106,96
106,75
106,58
106,94
106,3
106,65
107,99
107,86
107,21
