bin,item
30,60
30,66
30,40
30,81
31,53
31,83
31,56
31,42
31,3
32,95
32,51
32,55
32,34
32,64
32,91
33,68
33,31
33,89
33,26
34,59
34,50
34,4
34,43
34,28
35,87
35,12
35,30
35,84
35,37
90,10
90,47
90,7
90,23
90,22
91,15
91,27
91,46
91,14
91,49
91,62
91,18
92,16
92,76
92,5
92,82
92,17
93,75
93,72
93,44
94,90
94,8
94,71
94,39
94,77
95,97
95,65
95,20
95,35
95,11
95,32
96,61
96,85
96,29
96,67
96,41
97,88
97,48
97,54
97,57
98,86
98,0
98,33
98,24
99,96
99,99
99,9
99,13
100,45
100,25
100,21
100,1
101,92
101,2
101,36
101,79
101,6
102,69
102,73
102,94
102,63
102,98
102,74
103,70
103,58
103,52
103,93
104,78
104,19
104,80
104,38
