bin,item
30,72
30,19
30,35
30,0
31,46
31,98
31,95
31,86
32,61
32,97
32,31
32,11
32,15
32,92
33,96
33,77
33,28
33,58
33,81
33,79
34,62
34,90
34,88
34,12
34,37
35,87
35,75
35,24
35,83
35,50
35,14
36,36
36,53
36,25
36,70
36,29
60,17
60,66
60,74
60,55
60,16
60,54
61,82
61,5
61,9
61,23
62,91
62,93
62,8
62,76
62,51
63,38
63,27
63,21
63,22
63,71
90,59
90,89
90,44
90,48
90,65
90,80
91,85
91,1
91,73
91,32
92,10
92,56
92,42
92,39
92,7
93,69
93,26
93,64
93,30
93,2
93,47
94,34
94,68
94,20
94,41
95,94
95,67
95,52
95,6
95,33
96,99
96,78
96,4
96,84
97,57
97,43
97,18
97,3
97,60
98,63
98,45
98,40
98,13
98,49
