volume,class_1
123,0
135,0
142,0
22,1
127,1
128,1
17,1
28,1
13,1
135,1
37,2
113,2
135,2
13,2
143,2
35,2
11,2
14,2
142,3
138,3
25,4
34,4
119,4
23,4
20,4
29,5
119,5
144,5
3,5
145,5
19,6
23,6
150,6
144,6
10,7
121,7
17,7
115,7
113,8
4,8
137,9
132,9
5,10
37,10
11,10
34,11
16,11
134,11
11,12
11,12
148,13
129,13
122,14
148,14
32,14
124,15
23,15
28,15
2,15
25,15
123,15
12,16
117,16
5,16
10,17
29,17
18,17
12,18
33,18
117,18
6,19
131,19
24,19
15,20
28,20
4,20
117,20
117,21
145,22
18,22
118,23
22,23
25,23
131,23
35,23
113,24
146,25
23,25
123,25
141,25
28,25
121,25
136,25
37,26
135,26
146,26
139,26
140,26
121,27
22,27
119,27
14,28
131,28
4,29
132,29
141,29
143,29
123,29
118,29
22,30
23,30
7,30
117,30
33,30
124,31
16,31
146,31
120,32
30,32
128,32
3,32
133,32
147,32
127,32
28,32
25,33
27,33
150,33
19,33
17,33
7,33
126,34
22,34
113,34
31,34
30,34
125,35
119,35
121,36
123,36
147,36
15,36
26,37
26,37
26,37
20,37
10,37
134,37
1,37
4,37
147,37
120,37
128,38
2,38
146,38
140,38
143,38
11,39
142,39
18,39
144,39
139,40
17,40
28,40
8,40
147,40
149,41
18,42
36,42
32,43
134,43
12,43
19,44
148,44
35,44
28,44
14,45
6,45
30,45
145,45
113,45
9,46
139,46
137,46
29,46
3,47
19,47
141,47
19,47
150,48
144,48
8,48
147,48
113,48
143,48
30,49
34,49
12,49
11,49
125,49
