volume,class_1,class_2,class_3,class_4,class_5
2.91,11,14,8,1,22
1.39,25,6,14,10,16
4.66,18,21,10,0,21
3.49,26,23,18,12,8
2.78,20,11,23,1,5
3.82,23,1,5,2,7
1.01,6,4,16,5,30
4.81,12,4,4,12,28
4.1,5,24,10,3,17
1.94,1,4,20,3,6
2.59,12,15,6,5,4
1.33,11,1,1,7,2
4.33,12,0,17,2,1
1.91,18,2,18,6,31
1.79,13,2,22,1,4
1.64,11,18,12,9,11
2.47,11,25,5,3,11
2.74,16,15,17,9,29
1.73,18,0,17,0,1
4.19,21,15,16,7,35
4.22,20,11,6,2,8
2.05,12,15,10,9,18
1.23,24,22,21,11,9
4.49,22,17,6,8,30
1.71,12,10,3,13,28
3.12,17,26,5,7,1
2.7,15,29,1,2,27
2.64,18,6,20,13,25
1.18,12,11,11,3,11
1.3,0,27,1,2,21
1.06,11,7,14,6,18
1.66,3,14,15,12,17
3.71,11,3,23,5,35
4.02,22,7,10,1,33
4.53,2,16,19,7,19
1.28,22,11,21,4,10
1.37,25,29,17,6,18
2.67,16,11,4,4,34
3.01,4,16,11,3,9
2.33,18,11,17,0,4
4.41,16,21,14,4,33
2.05,5,19,11,4,2
3.39,20,19,13,7,7
3.99,1,18,9,6,29
4.31,8,13,22,11,28
1.01,6,24,0,4,9
1.16,10,16,1,1,18
4.11,26,12,7,5,22
3.82,6,1,3,12,4
4.96,14,3,6,9,5
2.48,3,20,16,4,10
1.75,8,1,5,2,6
2.82,27,15,14,1,16
2.75,17,27,18,12,29
3.08,3,29,13,11,32
3.96,19,28,20,4,28
4.19,23,7,23,13,33
4.25,2,11,13,11,2
2.04,2,15,11,3,4
4.41,24,7,9,0,21
2.42,8,24,22,8,9
4.94,5,29,15,10,33
3.54,27,28,6,2,32
1.87,25,14,7,8,32
1.15,2,8,8,13,4
4.91,27,8,0,12,6
1.63,19,11,14,2,20
3.62,10,24,21,9,31
4.36,24,24,18,10,8
3.81,27,19,19,8,28
2.54,19,21,15,8,5
2.07,7,16,19,1,16
1.14,19,27,1,4,16
1.24,27,20,6,12,27
3.36,0,5,17,0,1
1.95,0,8,1,7,34
2.77,20,17,22,10,34
1.54,25,12,0,4,25
3.56,26,13,15,2,14
2.92,22,11,1,9,8
1.41,16,6,16,11,0
2.69,4,22,2,13,1
4.25,26,0,7,1,24
2.72,0,9,19,3,26
4.73,6,16,2,2,25
3.22,4,19,5,9,15
3.27,12,23,19,13,12
4.16,1,3,3,10,19
4.58,23,25,17,2,15
2.17,25,22,14,10,29
4.93,16,23,18,2,10
2.9,24,15,9,2,22
3.41,0,6,19,0,29
1.7,24,19,12,5,1
4.79,6,6,17,2,15
3.22,19,29,5,1,30
1.92,12,2,14,6,17
3.58,13,21,17,3,5
3.96,3,24,6,7,16
1.49,2,15,13,3,20
3.83,24,6,14,2,26
2.35,17,14,2,11,13
1.73,17,26,17,12,25
2.88,1,8,20,5,19
1.26,19,29,8,6,22
3.66,17,23,21,12,4
3.24,10,0,18,0,33
1.26,21,2,19,12,4
2.63,1,21,7,0,24
4.33,17,29,16,11,26
2.81,21,5,8,4,7
4.42,26,12,13,12,31
1.97,6,25,15,13,19
1.03,19,15,9,5,22
2.03,14,5,17,11,33
3.24,16,4,3,1,26
1.35,26,6,3,0,12
4.8,10,15,0,2,0
2.2,1,19,3,13,35
3.53,12,17,17,12,14
1.17,5,28,5,10,32
4.44,8,19,1,2,11
3.14,2,27,22,13,7
2.13,15,6,0,4,17
1.62,17,18,19,6,18
8.38,10,27,0,5,34
6.74,23,14,10,2,26
6.47,10,27,10,1,7
6.07,2,29,22,10,7
5.84,2,14,7,6,34
7.56,26,7,3,1,1
5.63,23,14,8,1,27
8.14,22,15,21,0,27
8.82,10,4,13,10,3
9.13,6,10,9,10,3
9.94,1,7,16,12,30
9.04,18,12,3,1,34
8.52,8,15,19,7,21
9.32,3,7,10,11,23
8.93,1,7,5,7,12
6.27,22,22,22,0,4
9.74,25,26,5,8,19
5.41,10,18,14,11,31
7.75,24,14,0,3,34
5.33,13,11,4,11,18
7.6,23,15,7,13,12
6.32,4,2,18,6,15
9.36,17,4,3,6,21
7.05,2,29,11,5,32
8.01,3,6,1,1,10
9.09,25,11,22,9,27
