volume,class_1,class_2,class_3,class_4,class_5
3.45,43,22,36,0,15
1.06,9,27,37,1,2
1.75,21,7,21,6,2
4.43,4,24,6,1,5
1.3,45,4,35,10,13
1.8,36,14,11,1,15
3.52,47,7,12,3,7
1.39,43,12,2,7,6
1.61,32,9,31,10,30
1.72,37,15,4,7,27
1.53,3,13,3,3,17
4.94,3,4,16,8,30
4.06,20,14,16,4,11
2.01,18,4,1,6,11
2.96,12,4,30,0,1
1.84,13,35,17,8,22
2.44,5,7,41,9,10
4.65,11,34,19,0,15
1.25,38,28,38,4,30
1.8,37,13,30,3,12
2.06,11,22,19,1,17
4.83,20,22,4,4,4
4.14,34,23,31,7,17
1.43,19,18,42,6,23
4.56,45,0,25,1,2
2.52,12,16,23,1,11
2.32,41,19,13,5,17
1.28,44,31,29,4,25
2.48,25,11,26,6,27
4.91,46,7,31,3,5
2.56,42,18,11,1,11
2.51,18,31,29,8,8
2.56,23,23,19,3,18
1.18,31,24,20,0,17
2.43,37,34,26,8,3
1.5,24,5,18,0,25
1.35,32,3,36,8,17
2.08,33,28,34,2,0
2.6,17,9,27,8,15
3.87,0,24,14,1,16
1.82,7,7,17,0,12
4.31,11,11,18,2,9
1.92,33,30,37,1,17
2.74,7,10,1,1,21
3.05,19,10,28,3,10
4.21,16,32,3,6,2
2.57,45,13,32,5,0
4.14,17,29,4,8,20
3.77,39,16,28,9,24
2.62,34,18,8,3,7
3.5,10,16,15,3,16
1.4,45,2,17,0,5
2.74,19,15,13,8,6
1.42,29,12,34,0,16
1.63,46,33,24,4,25
3.6,46,30,28,3,23
3.71,20,7,17,9,24
2.61,0,31,32,10,14
4.9,41,30,22,7,25
3.98,12,9,7,3,11
1.1,6,2,41,0,0
1.45,8,33,37,4,0
2.03,5,20,21,7,16
3.14,31,22,32,9,28
2.44,29,17,25,6,19
3.22,35,4,17,6,0
3.1,28,28,14,3,13
4.7,41,20,17,4,5
3.64,47,15,36,10,0
4.28,32,30,4,3,17
2.25,2,0,31,6,25
3.24,36,34,32,9,4
4.85,35,15,6,6,3
3.9,31,34,7,10,5
1.76,47,6,41,3,17
3.04,16,18,29,5,8
1.51,43,0,16,6,20
2.53,25,23,0,3,9
3.65,23,11,1,10,21
2.05,8,13,29,5,19
3.66,1,31,3,0,7
2.31,40,22,17,2,2
3.59,14,20,11,2,12
2.9,7,16,5,2,10
3.2,14,20,33,1,11
4.86,13,6,2,9,12
4.11,32,23,17,7,8
3.0,1,30,17,2,14
2.69,31,19,11,6,21
4.3,16,17,20,1,19
1.4,27,29,6,9,14
3.94,17,35,26,10,26
3.75,11,33,37,10,29
4.18,36,23,17,2,11
1.11,24,18,41,2,29
2.06,21,18,5,7,22
4.19,14,7,39,4,3
1.06,12,24,1,1,26
2.35,46,13,39,4,7
3.19,21,33,24,5,29
1.84,22,30,6,10,27
1.25,31,10,11,9,2
1.94,31,8,39,0,11
2.7,7,14,10,5,27
2.24,18,18,40,1,10
4.35,43,5,31,0,13
1.45,15,6,0,7,30
1.65,36,22,35,0,14
1.11,40,34,28,4,27
3.82,31,27,14,1,14
2.17,45,1,25,9,4
2.37,27,31,25,0,22
2.41,43,5,43,9,22
1.36,27,15,16,2,15
1.31,1,5,43,8,27
2.53,30,13,30,3,26
2.9,42,30,29,8,15
2.43,16,16,39,6,3
1.45,46,11,26,2,6
3.65,29,26,42,8,14
2.8,38,10,24,0,6
4.51,39,13,2,5,11
3.91,14,34,18,1,19
1.73,6,22,43,4,16
1.96,17,15,29,3,1
2.79,41,23,43,3,23
2.19,10,20,17,4,21
4.76,4,21,41,5,11
2.64,18,23,6,5,27
1.71,39,5,15,7,8
2.73,6,25,25,0,6
3.95,12,18,40,9,28
3.48,37,3,27,3,5
4.12,46,11,18,0,17
3.18,44,4,29,9,11
4.76,39,31,19,10,18
2.55,20,25,2,10,4
4.91,10,28,4,7,12
3.63,8,4,25,10,3
4.01,27,26,27,9,12
1.85,29,30,15,5,29
4.4,43,30,27,7,29
1.05,25,34,5,6,17
3.91,13,23,42,9,6
2.83,1,15,6,9,23
4.38,30,19,13,9,11
3.66,24,29,1,5,5
2.01,25,20,41,10,24
1.67,46,7,41,2,20
2.55,39,3,8,5,4
1.26,46,8,16,2,2
1.23,30,21,21,4,22
1.68,4,32,18,3,19
4.43,20,4,15,0,12
1.07,41,19,38,0,21
3.22,35,11,34,5,0
3.84,43,1,10,0,25
3.66,2,14,14,3,17
3.97,12,28,37,5,25
4.65,14,7,19,10,6
2.98,44,13,14,4,17
3.27,40,2,8,6,21
3.93,27,27,11,5,6
2.57,45,24,40,9,10
1.08,34,7,4,4,9
4.15,31,25,8,9,8
2.27,7,16,42,0,1
4.43,24,23,5,9,13
2.55,28,19,30,3,17
1.67,18,16,17,3,28
2.67,32,29,42,7,7
4.81,42,9,2,7,11
3.68,34,9,4,9,18
1.43,40,24,10,2,27
3.26,38,29,9,8,2
1.05,6,20,42,8,15
3.45,34,8,3,3,16
4.03,2,34,20,2,28
3.94,0,24,16,6,22
1.52,11,12,41,9,2
2.68,24,31,43,0,18
3.42,36,28,2,5,22
3.62,37,35,17,8,18
1.68,18,6,26,10,13
1.66,34,7,18,9,29
1.68,47,21,15,1,13
2.44,1,18,6,2,11
2.37,8,3,29,0,6
3.67,46,12,30,5,25
2.14,27,22,36,6,28
1.07,15,31,26,9,11
3.49,38,33,31,4,19
3.14,34,5,41,7,19
1.01,41,6,17,10,5
2.26,4,30,43,8,16
2.27,21,6,4,9,24
4.67,32,10,33,6,24
1.74,10,18,32,10,16
3.72,19,33,35,8,28
3.54,42,17,4,4,1
4.49,33,17,24,1,3
1.0,4,20,21,5,22
4.39,18,16,35,1,22
2.59,21,27,11,9,30
1.27,14,26,39,5,3
3.26,18,30,27,9,17
1.78,2,28,31,5,19
1.62,12,0,14,8,9
1.48,40,29,18,7,16
2.31,14,19,8,4,18
3.27,36,20,36,7,25
1.45,21,5,17,2,9
2.14,23,13,5,1,15
1.2,6,35,10,6,26
2.62,11,0,7,5,14
3.62,42,7,32,4,25
3.89,17,13,25,10,29
1.12,21,18,36,9,5
2.61,34,11,7,7,30
2.86,23,14,23,5,9
3.22,28,8,12,5,0
3.46,17,9,16,9,18
2.36,16,12,39,7,4
2.86,18,4,42,4,13
3.53,16,7,9,1,7
4.32,22,11,18,1,26
4.36,0,34,29,4,15
2.42,38,34,10,0,23
3.43,20,19,34,5,8
4.48,41,2,19,3,12
4.7,6,33,31,9,15
4.94,29,30,5,3,15
4.04,2,14,1,1,22
2.55,31,14,26,1,8
2.49,1,18,35,2,10
3.04,19,31,38,1,3
1.85,10,33,36,9,9
2.83,40,4,11,0,10
1.54,21,12,14,4,1
3.87,24,28,5,10,25
1.78,7,25,11,1,6
2.79,45,17,40,3,19
2.02,2,10,19,8,6
1.13,20,16,14,2,26
4.4,10,32,42,9,24
2.48,6,2,34,4,28
2.79,46,28,7,0,13
2.79,9,21,18,1,6
3.2,44,21,21,10,15
4.75,10,0,41,0,12
4.34,38,16,40,4,28
4.85,46,2,34,2,8
3.58,18,25,24,8,15
2.01,5,17,17,7,14
1.34,10,10,3,2,20
1.97,31,2,7,4,22
1.1,22,31,24,9,11
1.6,12,0,43,5,6
1.99,4,21,43,4,13
4.61,38,22,4,2,8
3.08,30,13,15,9,3
1.7,4,30,18,2,17
4.65,15,32,8,4,28
3.88,44,34,19,9,15
2.68,35,4,38,4,0
1.74,11,21,38,2,4
3.81,29,30,32,0,1
4.02,5,3,2,3,10
4.23,46,29,38,3,13
2.92,28,34,20,2,13
4.78,28,33,16,2,1
2.63,5,32,19,3,17
3.67,41,24,33,7,4
2.33,15,31,0,7,8
2.84,17,25,42,4,21
1.17,19,6,19,9,28
4.46,3,11,29,5,21
3.29,38,12,34,5,7
3.27,10,2,26,10,10
3.96,38,13,36,3,22
1.56,18,8,42,6,22
4.32,22,15,24,9,8
3.33,14,2,42,10,21
2.53,29,16,7,0,10
2.97,13,15,1,9,11
1.59,5,5,10,5,8
4.21,38,8,23,8,18
3.54,43,18,33,8,3
3.74,17,29,20,10,9
4.39,1,22,22,3,17
4.37,18,33,15,2,29
4.22,12,19,36,9,7
2.39,12,6,38,2,20
4.63,25,16,36,3,13
1.5,3,16,2,2,26
2.23,1,16,19,4,2
1.75,21,23,18,4,15
3.46,35,27,38,0,7
4.82,43,21,14,6,19
2.83,6,0,18,5,30
2.2,26,3,15,10,25
1.28,46,30,17,7,29
4.25,11,10,33,10,29
1.2,46,20,30,0,21
2.44,38,13,3,5,4
4.84,22,0,29,9,12
1.5,37,11,24,7,4
1.51,47,28,19,5,3
4.97,22,17,2,9,25
3.16,30,25,14,6,12
2.73,32,5,27,3,26
2.35,11,6,16,8,3
4.47,26,30,8,3,26
4.94,10,12,5,0,6
4.01,13,28,8,10,15
3.33,13,11,40,4,11
2.48,46,10,23,10,10
1.35,1,12,23,2,20
4.76,43,26,43,10,29
2.54,35,23,34,10,9
3.58,4,33,13,0,12
2.96,41,30,1,9,5
4.31,38,23,25,9,7
2.4,20,28,23,5,4
2.08,29,3,34,7,22
3.79,6,11,8,6,21
1.09,32,31,11,9,28
2.01,13,14,42,4,8
4.72,18,14,31,5,27
4.64,28,34,28,1,9
1.34,37,8,2,9,26
2.25,13,30,35,2,9
4.9,42,19,25,7,1
2.66,31,12,27,4,26
3.26,6,24,21,2,16
1.51,29,29,22,4,28
4.32,31,4,43,10,13
4.27,47,10,42,5,22
2.78,8,25,43,0,27
3.39,20,17,16,5,29
3.82,37,19,34,6,27
4.93,39,5,13,9,0
1.84,43,17,15,10,28
1.43,5,21,33,3,22
2.59,18,31,39,10,12
1.52,11,29,7,6,2
4.89,44,22,9,4,29
3.32,5,4,27,7,1
3.54,23,16,34,1,8
2.56,11,33,32,7,14
4.43,27,14,33,9,13
2.97,47,10,20,1,14
4.6,30,17,27,4,7
3.49,23,6,21,5,3
4.77,42,26,38,5,1
4.79,30,18,22,10,2
3.25,15,0,25,1,16
2.14,42,3,1,4,0
4.85,7,17,2,7,12
1.89,45,30,28,8,11
2.75,17,0,21,6,26
4.32,22,31,29,2,21
3.51,38,4,21,9,27
2.27,31,18,42,0,14
2.46,30,23,34,3,10
4.25,25,2,17,9,20
3.12,16,33,13,0,11
3.09,16,16,14,2,7
4.79,17,14,19,10,25
4.22,28,4,11,9,28
1.82,11,16,21,9,16
2.02,40,10,37,6,0
4.28,23,35,9,9,18
1.75,47,0,9,9,7
1.52,41,34,33,5,5
6.12,9,18,0,6,23
6.13,4,17,16,7,3
8.21,8,1,18,8,26
7.4,0,0,4,2,9
8.59,47,34,34,10,26
9.49,21,15,33,1,3
6.54,19,5,24,3,26
7.09,27,33,38,10,22
6.74,46,9,6,0,1
6.98,29,33,29,7,3
7.74,46,34,7,5,11
5.45,45,28,11,2,0
8.71,25,8,8,2,8
8.93,23,9,25,1,6
5.06,0,5,24,3,27
5.15,6,33,36,10,19
