volume,class_1,class_2,class_3,class_4
2.07,9,2,23,3
2.13,16,5,7,6
2.82,14,3,7,10
3.41,5,3,16,6
2.17,9,7,24,7
4.64,4,9,15,9
2.16,3,8,2,6
3.41,13,9,19,6
3.67,0,0,3,3
3.72,8,10,14,0
4.44,1,8,23,8
4.63,8,7,11,10
4.07,6,10,3,6
3.19,15,4,8,3
4.5,12,3,2,1
3.36,1,1,24,9
1.25,6,7,22,3
2.4,7,2,1,9
4.87,3,10,14,8
1.19,4,1,13,8
4.26,14,2,11,1
3.97,6,8,4,1
3.68,4,10,22,4
4.85,8,8,8,1
4.65,12,8,24,0
3.38,15,6,18,2
2.69,4,1,23,2
2.25,15,7,14,7
2.22,15,5,5,1
1.58,4,1,9,2
1.44,9,2,3,9
4.32,7,2,17,5
3.63,10,5,3,0
2.21,16,10,15,0
2.04,4,4,20,6
4.53,15,7,18,8
4.89,10,7,5,6
4.13,8,3,11,0
1.53,11,4,2,7
4.17,5,1,3,7
2.0,9,3,10,2
1.51,5,7,3,10
4.14,1,0,20,6
1.38,6,8,7,3
4.87,6,9,8,7
2.67,5,8,15,9
4.14,3,5,7,9
1.41,5,7,15,2
4.14,9,9,5,3
1.28,6,0,16,1
3.49,5,2,10,3
1.74,5,7,12,2
1.58,6,7,0,10
1.99,8,10,5,4
3.81,15,2,0,6
3.79,2,6,16,10
3.1,7,8,1,1
1.52,7,4,10,5
1.68,11,7,5,7
2.06,14,8,11,5
1.76,14,10,3,1
4.38,4,4,10,5
1.82,4,9,19,6
7.7,16,0,13,3
7.52,0,2,1,0
5.12,5,10,12,3
9.78,6,1,21,2
5.33,8,10,0,7
6.97,14,1,21,2
7.83,4,6,2,0
8.29,10,0,11,3
8.92,11,10,12,1
8.51,12,9,0,3
7.9,14,4,4,3
6.57,6,10,5,2
5.41,9,1,7,3
7.14,11,8,10,3
8.45,11,9,21,6
5.87,0,9,16,10
8.52,1,7,22,4
6.55,4,7,2,7
6.12,1,2,16,5
8.27,8,2,16,4
9.66,8,10,2,5
5.2,10,7,12,5
8.12,14,7,23,3
8.82,2,0,16,2
6.47,10,8,13,7
9.17,8,9,17,3
8.35,0,9,12,4
8.64,12,6,6,5
9.42,14,5,19,0
7.47,4,7,5,9
9.3,5,10,1,2
8.42,2,6,10,0
6.25,6,6,21,10
9.48,5,0,11,2
6.77,13,9,9,3
5.25,12,8,3,5
5.62,2,5,16,10
6.06,9,9,3,10
6.64,8,8,8,6
8.23,4,1,15,6
5.98,15,7,21,4
8.37,11,0,12,3
9.94,12,2,15,1
