volume,class_1,class_2
20,0,8
121,0,3
107,0,9
116,0,0
116,0,2
79,0,3
73,0,6
50,0,1
77,1,0
145,1,6
19,1,6
32,1,7
123,1,3
115,1,8
101,1,7
32,1,3
31,1,4
148,2,1
122,2,1
121,2,5
49,2,2
18,2,3
72,2,8
113,2,7
40,2,5
38,2,3
87,3,6
9,3,8
101,3,7
51,3,4
86,3,3
146,3,2
14,3,5
19,3,3
22,3,1
61,4,6
90,4,2
34,4,6
3,4,8
115,5,5
72,5,9
15,5,2
70,5,4
18,5,7
78,5,2
148,5,8
38,5,5
116,5,9
122,5,5
135,6,9
70,6,1
129,6,3
115,6,7
115,6,6
117,6,8
148,7,8
38,7,4
140,7,8
61,7,0
4,7,0
36,7,5
68,7,4
79,7,3
150,7,1
30,7,4
125,7,6
29,8,9
10,8,4
149,8,0
114,9,9
133,9,3
102,9,4
11,9,0
43,9,8
30,9,5
48,9,9
91,9,9
37,9,4
126,9,4
129,9,1
92,9,8
81,10,9
65,10,8
40,10,4
10,10,7
71,10,5
118,10,3
88,10,0
100,10,7
77,10,7
14,11,0
49,11,6
114,11,0
138,11,2
74,11,2
17,11,8
50,11,0
8,11,1
68,11,7
45,12,9
124,12,2
132,12,5
137,12,6
43,12,1
70,13,9
50,13,7
32,13,1
35,13,7
51,13,9
38,13,2
143,13,2
92,14,7
74,14,4
104,14,5
44,14,1
12,14,9
55,14,0
51,14,2
59,14,1
81,14,5
124,14,3
51,15,2
146,15,7
17,15,5
33,15,3
70,15,3
4,15,0
14,15,0
19,15,3
78,15,6
66,15,4
139,15,3
148,15,6
122,16,8
1,16,7
96,16,6
95,16,7
102,16,6
113,16,5
16,16,4
148,17,0
102,17,9
61,17,2
81,17,1
137,17,6
85,17,5
125,17,1
55,17,0
77,17,5
134,17,2
125,17,0
57,18,4
135,18,1
53,18,8
54,18,1
38,18,6
83,18,8
121,18,2
104,18,2
114,19,9
3,19,1
106,19,6
26,19,0
12,20,9
93,20,0
102,20,9
13,20,4
103,20,7
2,20,1
145,20,7
136,20,5
103,20,5
130,20,9
128,21,7
129,21,2
131,21,5
148,21,4
117,21,4
54,21,6
41,21,3
98,21,9
96,22,0
85,22,2
83,22,3
80,22,1
66,23,6
89,23,8
46,23,5
112,23,3
120,23,7
60,23,4
147,23,8
77,24,2
43,24,6
140,24,1
143,24,8
144,24,0
14,24,8
14,24,9
60,24,4
