volume,class_1,class_2
134,0,9
32,0,4
13,0,12
81,0,13
73,0,15
105,0,11
123,0,23
81,0,7
88,1,8
38,1,9
58,1,20
24,1,13
57,1,16
79,1,3
40,1,16
42,1,15
66,1,9
91,2,2
24,2,2
111,2,9
111,2,23
126,2,17
27,2,2
142,3,22
33,3,5
32,3,2
45,3,11
72,3,0
68,3,17
38,3,0
150,3,5
88,3,11
112,4,20
142,4,5
32,4,16
132,4,5
24,4,19
12,4,12
74,4,22
147,4,12
101,4,15
97,4,2
56,4,11
97,5,6
62,5,18
53,5,24
31,5,2
45,5,12
106,5,2
16,5,7
74,6,6
135,6,3
99,6,20
61,6,4
63,6,14
69,6,18
105,6,18
42,6,21
70,7,11
2,7,24
147,7,20
9,7,15
24,7,19
1,7,17
96,7,13
103,7,8
101,7,12
80,7,21
145,7,16
121,8,23
82,8,0
17,8,10
27,8,13
72,8,14
18,8,19
36,8,21
101,9,10
98,9,9
81,9,0
103,9,20
18,9,10
14,9,18
125,10,2
67,10,3
4,10,16
96,10,19
71,10,4
15,10,0
18,10,22
27,10,23
103,11,11
8,11,8
25,11,22
78,11,19
141,11,6
14,11,14
12,11,22
23,12,22
83,12,7
36,12,6
141,12,3
116,12,7
108,12,22
49,12,23
35,12,19
97,12,21
51,12,18
128,12,5
94,13,17
1,13,21
48,13,7
59,13,10
95,13,7
75,13,8
67,13,8
79,13,0
56,13,3
40,14,0
26,14,24
103,14,6
101,14,12
94,15,18
27,15,20
90,15,16
128,15,24
55,15,0
38,15,3
137,15,17
77,15,10
95,16,4
18,16,4
10,16,3
37,16,12
107,16,23
49,17,21
96,17,18
48,17,5
77,17,1
131,17,18
82,17,13
135,17,13
122,17,1
89,17,6
36,17,14
35,17,6
129,18,23
61,18,3
65,18,4
41,18,21
68,18,10
26,18,8
118,18,7
89,18,1
5,18,14
104,18,20
94,19,13
58,19,24
98,19,22
35,19,6
56,19,21
98,19,10
66,20,10
92,20,12
88,20,16
58,20,17
98,20,19
23,20,19
33,20,20
16,20,11
49,20,7
137,20,5
3,20,23
135,20,13
141,21,17
110,21,1
77,21,1
100,21,24
27,21,9
135,21,11
16,21,1
36,22,16
110,22,14
39,22,1
74,22,17
138,22,15
98,22,9
132,22,4
33,23,15
110,23,14
9,23,5
115,23,14
86,23,9
135,23,24
90,23,4
89,24,8
54,24,15
35,24,8
113,24,15
28,24,1
146,24,24
