volume,class_1
62,0
58,0
59,0
59,0
61,0
61,0
56,0
42,0
48,0
74,0
62,0
40,0
74,0
44,0
72,0
68,0
42,0
59,0
65,0
53,0
48,0
45,0
63,0
41,0
47,0
54,0
72,0
37,1
58,1
39,1
67,1
66,1
54,1
75,1
71,1
70,1
70,1
41,1
55,1
46,1
37,1
49,1
43,2
62,2
59,2
50,2
61,2
51,2
69,2
75,2
45,2
55,2
57,2
38,2
54,2
74,2
57,2
55,2
45,2
70,2
72,2
52,2
74,2
53,3
46,3
42,3
55,3
54,3
53,3
37,3
75,3
40,3
51,3
67,3
43,3
66,3
67,3
44,3
70,3
65,3
72,3
40,3
51,3
58,3
73,3
67,3
56,3
55,3
47,4
42,4
75,4
42,4
75,4
63,4
50,4
59,4
40,4
61,4
68,4
59,4
71,4
40,4
64,4
38,5
70,5
61,5
57,5
65,5
38,5
59,5
65,5
40,5
52,5
62,5
40,5
42,5
61,5
72,5
70,5
74,5
74,5
72,5
69,5
52,5
60,5
42,5
63,5
54,5
66,5
52,5
43,5
37,5
63,5
45,6
56,6
73,6
37,6
68,6
52,6
46,6
56,6
52,6
65,6
59,6
64,7
64,7
47,7
71,7
47,7
57,7
63,7
74,7
65,7
63,7
49,7
49,7
39,7
59,7
52,7
52,7
57,7
38,7
55,7
42,7
54,7
37,8
70,8
74,8
69,8
44,8
51,8
54,8
51,8
50,8
61,8
63,8
52,8
70,8
68,8
69,9
58,9
37,9
60,9
56,9
46,9
39,9
68,9
50,9
54,9
75,9
66,9
61,9
74,9
40,9
53,9
66,9
45,9
62,9
38,9
57,9
