volume,class_1,class_2
32,0,1
37,0,21
7,0,5
20,0,9
13,0,14
37,0,4
11,0,20
21,0,24
25,0,21
18,0,11
15,0,13
34,0,11
13,0,13
25,0,17
29,0,14
30,0,18
18,0,3
13,0,18
15,0,5
6,0,17
8,0,13
12,0,15
20,1,10
9,1,10
11,1,20
14,1,19
15,1,6
4,1,8
14,1,23
13,1,9
12,1,12
4,1,9
25,1,16
15,1,2
26,2,1
17,2,11
8,2,17
22,2,2
15,2,13
35,2,9
9,2,0
25,2,16
26,2,12
9,2,22
16,2,18
14,2,1
16,2,3
11,2,8
29,2,18
21,2,21
13,2,1
26,2,6
11,2,11
5,2,21
19,2,3
29,2,10
8,2,9
10,2,1
37,2,9
17,2,7
5,3,10
13,3,14
14,3,8
12,3,4
19,3,20
36,3,3
5,3,12
3,3,4
16,3,24
4,3,11
3,3,19
28,3,15
9,3,7
22,3,23
12,3,2
30,4,10
17,4,19
28,4,21
27,4,0
26,4,23
14,4,12
14,4,1
23,4,19
18,4,6
8,4,1
4,4,14
22,4,19
6,4,15
11,4,24
21,4,0
2,4,20
2,4,8
3,5,8
20,5,5
24,5,15
22,5,8
8,5,23
7,5,19
31,5,3
26,5,14
6,5,6
12,5,13
14,5,10
25,5,4
24,5,6
18,5,18
24,5,22
1,5,0
36,5,17
27,5,21
20,5,9
22,5,0
6,5,23
30,5,11
37,5,4
4,5,22
34,5,7
11,5,3
8,6,20
14,6,18
25,6,0
16,6,15
3,6,0
17,6,18
9,6,2
37,6,7
14,6,13
7,6,16
25,6,12
30,6,4
28,6,22
32,6,22
20,6,22
1,6,24
24,6,6
7,6,13
1,6,14
25,6,4
29,6,8
13,6,5
37,6,12
32,6,24
27,6,13
24,6,10
20,7,20
7,7,16
14,7,14
32,7,15
29,7,5
18,7,4
20,7,17
15,7,2
28,7,17
3,7,22
35,7,24
14,7,16
34,7,10
30,7,23
26,7,23
14,7,5
30,7,21
31,7,18
20,7,6
24,7,6
29,7,8
17,8,17
34,8,0
16,8,5
24,8,11
35,8,16
24,8,24
7,8,2
37,8,3
23,8,7
37,8,9
5,8,23
3,8,7
35,8,24
20,8,2
35,8,3
11,8,19
3,9,22
34,9,11
30,9,2
25,9,7
24,9,14
16,9,12
36,9,5
16,9,21
14,9,1
3,9,19
23,9,15
27,9,16
3,9,20
25,9,12
15,9,16
5,9,17
24,9,15
10,9,7
36,9,20
