volume,class_1,class_2,class_3,class_4
1.95,78,9,25,1
1.29,9,14,25,7
2.43,44,33,43,20
2.14,71,15,47,11
4.36,80,2,48,17
4.17,67,9,35,8
2.55,74,17,42,3
2.73,54,9,8,14
1.26,69,1,38,3
3.69,16,7,42,7
1.99,70,27,39,12
2.32,52,21,31,15
2.78,7,23,41,22
1.61,44,21,30,8
1.97,14,33,49,0
3.16,37,0,3,19
1.11,74,23,22,16
1.57,32,23,1,25
1.76,82,8,32,8
2.21,82,2,0,4
3.79,82,10,38,11
2.88,62,9,42,0
3.14,17,15,9,3
3.43,35,11,30,16
3.32,29,13,13,22
4.42,87,22,2,5
3.2,34,1,24,18
2.28,12,6,20,17
4.35,18,27,18,10
1.09,41,13,42,9
1.08,66,32,5,1
3.96,18,15,31,7
3.31,75,37,46,5
3.57,35,33,10,19
3.31,36,36,44,20
4.96,47,28,1,24
1.81,73,29,30,3
2.31,21,39,16,8
1.25,2,17,51,8
1.74,69,11,52,21
2.06,52,29,25,12
2.83,12,10,20,16
1.94,65,33,22,14
1.15,63,38,8,23
2.51,30,9,51,0
1.54,31,35,29,19
2.17,21,14,30,24
3.46,55,9,14,8
2.33,2,27,0,6
4.53,48,21,40,17
3.24,33,20,8,20
1.8,2,8,42,22
1.17,84,22,1,10
3.83,71,29,49,2
1.66,63,28,9,10
3.72,84,20,56,19
3.76,67,33,36,9
2.57,80,2,26,17
2.32,48,31,53,1
2.39,86,18,21,18
4.24,53,3,44,22
1.28,46,33,8,18
2.54,0,28,51,1
2.18,49,37,20,24
4.71,84,26,41,14
1.79,31,14,27,10
4.36,14,19,41,3
4.01,30,33,43,11
4.6,37,12,25,16
4.19,33,17,38,15
3.88,11,12,51,6
4.81,59,39,50,8
3.91,54,11,22,11
1.56,38,34,39,0
4.97,36,14,27,21
2.34,74,19,8,14
2.79,39,9,17,25
2.38,81,29,46,25
2.18,27,33,28,23
4.24,76,12,37,4
3.98,19,21,55,6
2.86,25,0,52,8
2.06,27,6,54,2
3.57,58,23,19,21
4.31,17,32,41,12
3.25,53,19,37,16
4.82,17,18,8,24
4.58,65,21,2,19
1.96,79,5,46,11
1.02,15,33,42,1
4.54,80,36,55,6
3.97,29,37,47,23
2.4,13,3,9,17
4.85,56,2,37,4
1.9,0,24,15,22
2.32,38,19,42,12
3.76,6,33,20,24
1.95,13,27,18,8
3.11,85,30,8,18
3.66,63,1,12,10
3.07,18,4,36,9
4.2,26,14,34,16
1.8,81,26,21,18
4.39,27,27,50,18
3.29,71,31,55,15
2.58,73,6,50,1
3.95,22,14,45,13
1.37,58,9,54,21
3.89,41,15,34,8
2.65,25,18,14,3
3.01,42,12,42,15
3.99,37,5,37,25
4.39,20,14,10,23
2.53,77,34,9,21
1.21,48,10,51,20
3.64,23,4,19,25
4.11,25,38,38,16
1.16,32,17,8,25
2.9,32,31,36,18
3.77,78,6,28,9
1.33,0,15,2,18
4.51,28,9,6,24
4.37,76,2,33,1
3.87,23,25,25,19
3.81,86,15,4,16
1.3,57,29,1,24
4.75,20,7,5,18
4.73,39,15,41,19
3.63,19,37,6,23
3.21,34,8,19,25
2.46,22,28,1,22
2.62,20,27,28,6
2.93,55,8,18,13
1.58,90,27,10,1
4.35,3,9,55,16
2.73,49,39,15,11
2.28,42,19,19,9
3.6,49,29,54,2
2.78,34,22,53,10
3.31,7,14,36,19
2.29,1,27,9,17
1.97,81,27,31,25
4.9,71,17,30,25
2.24,35,29,14,15
2.1,47,37,25,8
2.76,88,24,52,19
4.48,0,1,30,20
1.12,64,16,16,17
2.48,70,18,44,12
4.29,90,11,3,21
2.97,19,32,37,12
3.28,9,34,46,8
1.94,59,24,56,21
4.99,14,12,50,5
3.94,40,28,15,24
4.94,22,18,51,17
4.31,58,10,35,18
4.58,59,32,26,21
2.26,14,18,56,17
1.72,8,35,22,21
3.16,12,6,41,12
2.05,42,21,21,22
1.08,72,13,22,0
2.37,16,4,48,24
1.68,57,3,28,24
1.44,28,25,0,18
3.31,1,31,44,25
4.26,54,16,13,20
4.27,88,4,48,12
2.9,52,32,33,24
2.91,82,10,22,15
3.52,12,4,13,11
2.88,75,37,49,21
4.73,30,28,37,7
3.15,24,17,52,12
3.95,54,7,44,7
