volume,class_1,class_2,class_3,class_4
2.02,20,2,1,15
3.99,15,8,8,19
3.94,13,2,7,5
4.75,7,9,7,16
2.06,1,0,0,12
2.08,9,0,0,8
4.53,1,6,6,5
4.16,5,10,6,6
1.36,9,1,2,12
3.32,7,10,0,18
1.1,22,0,5,13
2.55,21,6,5,10
3.38,1,0,8,15
2.02,23,7,1,10
4.83,21,6,0,8
2.2,7,1,3,17
1.69,16,1,5,10
3.29,22,10,7,14
4.85,22,3,5,2
4.61,22,8,0,8
1.09,1,6,1,12
3.64,22,6,6,3
3.35,2,10,1,2
2.99,10,10,8,12
1.06,0,7,0,18
3.95,4,3,2,10
3.77,3,6,4,16
2.93,3,9,6,20
3.35,5,1,4,3
2.65,7,9,8,8
1.58,17,1,6,0
4.4,8,9,3,14
1.69,0,5,4,20
3.02,4,7,6,10
4.73,22,8,3,17
3.68,14,6,7,19
2.43,23,2,1,1
1.51,2,4,1,4
3.91,8,0,8,1
2.67,18,0,3,4
3.25,22,5,8,17
3.34,12,8,0,13
3.31,9,1,4,8
1.69,4,0,5,9
4.69,13,5,3,9
1.57,6,5,8,6
4.97,19,8,5,13
3.35,0,9,2,12
3.79,5,5,4,3
4.52,2,6,7,6
2.28,12,7,4,1
2.91,21,7,2,7
3.27,5,9,0,2
4.11,5,4,0,19
4.5,6,4,1,12
4.89,0,6,3,19
1.49,19,3,5,3
1.7,8,1,0,16
4.42,19,1,2,5
2.66,7,0,7,3
1.63,17,0,5,18
1.05,17,0,5,16
4.56,5,7,4,8
3.74,3,7,0,8
3.14,22,5,8,14
4.95,5,5,4,0
3.69,12,0,6,8
3.01,15,2,3,11
4.16,0,8,4,19
4.39,10,6,7,12
3.19,1,8,0,15
4.64,5,4,5,5
1.84,9,8,7,16
1.34,18,0,0,1
2.81,16,1,0,0
1.78,22,7,2,16
1.02,16,3,4,11
1.36,23,8,8,7
1.04,19,10,5,18
1.77,4,1,2,10
3.03,7,2,1,15
4.41,3,4,2,13
4.24,8,6,4,19
3.6,21,5,3,3
1.42,18,1,5,0
2.63,21,0,1,20
1.06,23,2,4,8
2.75,11,2,0,1
3.08,22,1,2,15
2.86,15,6,4,1
3.11,1,0,3,11
2.2,19,1,7,2
4.21,23,2,0,11
3.54,4,0,2,16
4.3,11,5,6,20
3.47,6,0,1,19
2.84,4,10,7,2
1.65,18,8,3,8
3.52,21,9,0,11
2.27,18,10,8,10
3.91,10,9,6,14
1.28,12,8,0,0
3.68,6,8,6,16
2.42,2,8,6,2
4.29,7,9,3,4
1.45,17,4,6,5
2.75,21,1,4,12
4.8,3,9,2,3
2.54,8,1,7,5
3.33,8,4,3,6
3.35,7,5,4,3
4.79,7,0,3,19
2.17,8,1,3,20
1.74,12,10,3,15
1.57,15,8,4,5
4.21,16,0,3,0
1.49,17,10,8,8
2.05,1,3,4,19
1.05,18,9,5,1
1.73,12,1,2,12
1.24,17,0,7,10
4.55,5,6,7,16
1.18,5,5,0,6
4.18,21,4,3,15
3.77,14,3,6,20
2.57,19,1,7,4
3.75,16,9,2,6
2.63,23,3,0,3
2.84,8,7,8,12
3.76,11,9,5,9
2.95,22,3,4,18
1.16,10,9,7,8
1.31,19,1,3,14
2.63,10,5,5,12
1.98,14,7,7,1
3.15,16,5,2,0
4.2,2,1,6,17
4.73,8,10,0,3
3.37,13,5,6,5
3.45,4,9,5,10
4.24,18,1,8,7
4.0,21,9,8,6
2.59,20,9,4,13
2.01,21,9,0,4
4.05,8,4,3,2
4.23,10,8,0,19
1.33,1,8,0,4
1.3,13,3,3,13
1.72,14,9,3,13
1.13,5,5,2,20
3.7,12,3,8,18
4.06,19,7,6,17
2.39,23,10,3,3
3.13,5,10,0,13
4.17,6,9,1,20
2.41,9,6,2,9
4.67,17,2,2,19
4.57,13,10,0,18
1.44,10,3,7,11
3.04,14,10,7,0
1.87,13,10,6,12
3.98,8,8,6,3
2.61,15,10,1,10
3.54,8,6,2,6
3.54,22,9,2,6
4.73,5,0,7,16
2.87,12,10,1,3
1.74,15,7,5,15
1.62,0,4,2,0
1.1,17,6,3,7
1.03,6,10,5,15
4.84,20,9,5,6
1.84,2,4,8,17
2.57,4,7,3,5
1.9,0,6,5,14
1.24,21,1,6,17
1.68,7,3,7,8
4.02,13,0,3,6
3.5,1,6,8,10
1.27,4,9,3,1
1.21,0,0,8,10
3.1,22,5,1,12
1.59,22,4,1,17
1.5,1,7,4,3
1.9,7,4,7,6
3.17,20,9,8,8
1.2,3,6,4,15
4.2,8,3,6,14
7.65,0,5,6,19
9.85,21,5,2,16
5.23,16,9,8,4
9.71,16,6,4,12
9.65,11,7,5,2
5.49,16,6,6,3
8.83,22,10,2,6
6.95,10,7,7,9
9.46,11,9,0,5
7.79,6,8,8,5
9.69,1,6,5,20
7.41,2,1,4,15
9.29,4,9,2,7
8.5,5,3,4,12
8.84,4,2,1,17
5.14,18,7,4,10
9.08,11,1,7,2
9.03,11,10,3,9
9.02,2,2,3,18
5.59,2,6,1,9
9.13,20,10,8,7
6.12,1,10,3,15
7.05,20,7,2,17
6.32,5,9,1,6
5.67,3,10,5,15
8.0,1,7,7,0
9.1,11,7,1,2
5.83,4,9,6,20
5.84,4,2,3,17
6.2,20,2,1,16
7.02,14,0,2,18
6.61,15,10,3,7
7.36,4,9,8,3
5.87,1,4,1,3
5.08,19,7,2,2
9.59,13,2,8,10
5.9,0,6,4,8
9.89,12,7,7,0
9.85,5,4,7,7
8.81,5,0,3,17
8.93,22,3,5,1
6.21,6,0,3,14
5.13,16,4,6,3
5.18,17,2,4,1
9.83,1,7,2,0
7.06,15,8,0,14
6.42,6,10,8,8
9.58,5,0,5,18
9.43,11,7,7,4
5.37,4,3,1,11
10.69,2,6,3,17
13.01,5,3,7,20
10.1,15,4,3,10
12.52,9,9,1,11
12.78,6,1,7,7
13.89,17,7,2,13
12.53,12,10,5,8
11.46,0,5,6,12
12.18,7,8,6,10
13.59,12,4,2,20
11.49,9,10,3,3
14.92,3,8,7,19
