volume,class_1,class_2
21,0,24
96,0,1
4,0,15
27,0,21
53,0,17
36,0,6
31,1,15
69,1,18
57,1,7
49,1,22
75,2,12
88,2,18
2,2,23
22,2,16
57,2,11
66,2,14
18,3,4
74,3,4
100,4,1
12,4,17
6,4,8
71,4,0
45,4,12
12,5,0
35,5,2
49,5,5
99,5,11
76,5,4
100,5,1
64,5,17
87,5,20
96,6,9
86,6,24
23,6,1
32,6,0
9,6,17
93,7,5
79,7,16
96,7,6
36,7,14
40,7,1
97,7,16
92,8,12
40,9,18
5,9,10
4,9,24
31,9,12
21,9,23
66,9,22
70,9,11
10,9,0
80,10,21
61,10,23
65,10,21
39,10,13
45,10,18
43,10,19
5,10,15
81,10,22
98,10,13
54,11,13
20,11,10
13,11,19
97,11,9
11,12,15
70,12,16
73,12,12
28,12,24
24,12,4
47,13,22
99,14,6
87,14,19
88,14,24
73,15,24
67,15,21
54,15,20
19,15,8
28,15,17
34,15,10
8,16,9
100,16,7
58,16,1
54,16,13
43,16,24
74,16,12
67,16,3
98,16,3
22,16,6
14,17,7
72,17,11
47,17,19
15,17,8
93,17,20
55,17,22
5,18,19
26,18,14
79,18,14
39,18,2
100,18,9
93,19,23
63,19,10
1,19,4
28,20,16
26,20,23
52,21,22
84,21,9
75,21,19
41,22,1
96,22,23
21,22,17
33,22,5
41,22,9
86,23,5
31,23,3
6,24,20
6,24,24
57,24,8
38,24,13
78,25,6
82,25,21
14,26,14
82,26,23
26,26,15
35,26,20
22,26,3
85,26,7
66,27,4
85,27,20
37,27,19
94,27,3
85,27,4
85,28,21
16,28,13
28,28,2
36,29,8
29,29,17
80,30,6
95,30,18
16,30,7
28,30,5
76,31,13
20,31,6
24,31,9
78,31,20
81,32,11
79,32,23
2,32,12
70,33,8
66,33,5
80,33,5
8,33,0
7,33,5
45,33,11
76,33,2
100,34,2
28,34,10
54,34,15
63,35,2
7,35,9
3,35,16
33,35,10
61,35,22
94,35,0
21,36,21
71,36,20
27,36,12
77,36,0
86,36,7
54,37,21
96,38,11
35,38,8
61,38,22
26,39,15
35,40,15
90,40,1
7,40,3
12,41,18
37,41,19
6,42,17
9,42,14
65,42,11
85,43,18
97,43,7
66,43,4
67,43,10
97,44,6
1,44,2
34,44,16
26,44,18
91,45,3
51,46,14
45,47,2
87,47,0
4,48,7
15,48,16
62,48,8
9,48,14
94,49,3
77,49,13
4,49,10
