volume,class_1,class_2,class_3,class_4,class_5
1.59,26,4,1,34,82
3.13,35,25,10,23,14
3.47,31,29,4,46,50
2.67,42,16,10,32,85
1.64,41,9,20,7,41
4.59,18,1,24,1,14
3.88,0,8,1,11,28
3.93,39,10,4,33,40
2.71,44,17,13,7,91
4.69,5,19,5,54,46
2.21,9,15,7,63,20
1.47,14,14,12,3,77
2.27,32,10,0,48,40
4.91,14,11,14,34,8
1.62,0,19,21,51,90
1.98,6,7,3,3,88
1.69,19,2,18,44,75
3.75,46,8,3,30,38
1.71,17,29,12,50,56
2.72,13,5,7,32,59
3.09,24,10,1,50,29
1.44,2,10,0,30,26
1.37,22,32,22,18,60
1.91,1,20,18,10,72
2.99,11,26,21,62,36
2.86,29,13,24,6,12
4.95,0,22,3,16,85
1.98,2,24,3,8,33
2.95,21,3,23,36,64
4.32,4,31,4,63,7
2.29,39,12,14,21,68
4.05,17,2,17,50,81
2.02,51,32,24,26,87
3.29,14,24,8,21,50
1.35,47,18,12,9,89
3.39,30,16,22,19,39
4.23,12,31,20,0,22
1.47,0,27,23,11,43
1.64,53,19,12,49,21
4.81,22,31,1,47,53
1.35,43,30,5,17,21
3.8,35,23,14,37,28
4.22,33,25,10,19,9
1.55,15,30,1,30,60
2.66,19,17,16,1,82
4.64,41,19,13,55,77
4.15,32,24,7,15,85
1.93,35,28,20,32,65
2.14,56,6,23,47,19
3.56,23,22,19,12,79
2.23,50,17,4,30,87
4.13,34,8,15,32,51
1.19,37,27,10,4,19
1.13,7,13,24,32,57
2.13,22,2,7,62,59
4.88,43,22,5,7,23
2.16,51,9,2,19,26
1.11,6,26,20,53,47
3.92,22,32,4,58,34
4.12,2,27,23,22,70
4.24,28,9,20,42,68
4.9,54,5,17,61,0
3.02,33,1,1,25,88
4.91,53,28,21,34,55
1.53,40,12,14,45,54
3.7,4,19,23,22,89
2.02,52,8,22,9,65
1.15,31,8,23,34,53
1.62,52,2,18,54,91
2.44,16,2,15,16,7
1.41,3,11,24,7,48
3.28,8,7,7,52,62
1.33,34,13,23,17,79
1.72,31,9,24,31,41
1.32,51,10,23,23,7
2.51,7,8,0,63,75
2.32,41,16,5,40,78
2.19,4,15,20,30,14
3.81,25,1,1,30,73
4.52,34,19,2,47,51
4.89,36,2,16,55,44
2.63,35,26,0,62,39
1.97,37,31,13,59,53
2.36,38,17,14,58,36
3.17,37,22,6,46,33
3.29,22,2,1,58,8
1.58,48,5,16,37,80
3.08,33,22,12,6,74
4.63,47,4,18,36,21
2.71,3,1,6,13,25
4.78,27,18,3,28,37
1.04,11,11,2,9,12
1.02,30,22,17,48,37
4.81,9,23,18,52,20
2.85,5,19,20,34,58
3.39,57,32,5,53,55
4.07,26,28,1,53,5
2.54,6,1,18,10,85
1.19,10,7,5,17,1
3.3,19,26,4,59,78
4.65,5,6,18,24,30
2.07,34,15,22,45,12
3.46,21,11,3,54,5
3.34,40,11,21,38,76
2.23,29,11,2,10,8
4.15,26,4,21,49,56
2.21,19,9,20,36,41
2.09,48,28,7,49,89
1.28,2,4,10,62,3
3.6,9,3,19,59,40
3.1,22,11,17,29,7
1.1,1,27,10,20,52
3.86,53,10,2,48,65
3.16,12,29,24,54,81
4.35,4,6,1,13,88
4.02,10,2,6,0,54
1.96,12,24,3,2,65
3.44,32,11,0,23,67
4.34,44,28,23,53,47
3.83,29,8,10,56,58
1.84,6,10,18,3,85
3.95,49,29,9,61,82
2.62,39,2,2,56,61
4.12,29,17,4,57,22
4.4,11,0,12,58,62
3.16,36,25,7,52,62
2.88,28,9,24,2,7
3.4,46,1,15,59,91
3.53,9,13,18,58,10
3.22,23,30,8,36,34
4.31,51,11,20,20,73
