volume,class_1,class_2,class_3
38,0,2,10
100,0,7,32
77,0,2,4
96,0,4,10
37,0,9,20
37,0,2,22
34,0,4,17
28,0,2,4
10,0,8,30
31,1,7,41
82,1,3,7
71,1,0,9
6,1,7,14
85,1,8,5
20,1,3,0
36,1,5,24
1,2,1,38
16,2,0,40
85,2,8,26
73,2,0,46
78,2,9,31
2,3,7,14
63,3,7,14
50,3,4,35
41,3,6,14
30,3,1,39
91,3,7,37
33,3,1,15
88,3,6,23
68,3,9,11
11,3,7,19
42,3,5,29
92,3,1,34
57,3,6,30
35,3,4,25
45,3,4,19
74,3,3,45
44,4,6,33
76,4,1,1
71,4,9,41
95,4,5,38
34,4,0,13
60,5,0,2
90,5,2,46
6,5,2,21
14,5,1,47
26,5,1,2
16,6,3,18
29,6,2,43
44,6,1,1
47,6,5,42
86,6,7,4
67,6,8,16
86,6,2,8
51,6,7,3
32,6,8,20
53,7,1,47
21,7,8,39
59,7,3,40
68,7,0,19
41,8,6,5
14,8,2,36
15,8,5,15
68,8,8,29
15,9,0,5
32,9,8,25
34,9,9,23
21,9,9,5
67,9,9,23
20,9,3,6
8,9,6,3
89,9,4,40
52,9,7,20
21,10,8,6
43,10,1,16
19,10,0,18
50,10,6,10
11,10,2,4
15,10,7,47
74,10,7,39
84,10,6,30
50,10,5,9
67,10,0,23
34,10,5,3
9,10,6,12
20,10,5,27
24,10,0,22
100,11,4,17
27,11,4,20
81,11,3,8
78,11,9,28
70,11,2,44
81,11,5,13
89,11,0,22
56,11,2,44
71,12,8,27
46,12,5,26
51,12,3,7
67,12,3,24
12,12,3,48
4,12,4,12
87,12,5,35
24,12,4,39
76,12,9,7
24,12,1,31
94,12,6,1
31,13,7,2
96,13,2,45
54,13,9,0
79,13,4,28
90,13,8,36
51,14,0,43
28,14,3,8
34,14,2,22
98,14,6,34
27,14,2,27
80,14,3,37
70,14,4,48
45,14,2,18
10,15,5,49
57,15,0,16
12,15,4,27
2,15,8,45
85,15,3,46
68,15,5,28
36,15,5,26
79,15,8,33
74,16,5,42
6,16,1,37
80,16,2,1
40,17,2,21
45,17,1,9
42,17,9,29
3,17,6,42
10,18,0,32
9,18,1,48
52,18,6,21
37,18,1,48
28,18,4,6
9,18,8,0
30,18,2,30
98,18,9,25
35,18,8,41
63,18,2,21
3,19,8,9
79,19,0,42
99,19,6,11
61,19,5,11
23,19,0,40
5,19,3,32
77,19,6,45
74,19,0,15
30,19,9,46
93,19,5,17
41,19,6,18
66,19,0,35
88,19,4,29
43,20,7,8
53,20,9,6
67,20,5,16
70,20,1,47
65,20,9,11
8,20,1,49
51,20,7,49
44,20,4,12
1,20,7,35
2,20,9,10
81,21,8,26
3,21,0,0
59,21,4,38
13,21,3,43
87,21,4,44
60,21,1,28
77,21,9,33
22,21,9,17
5,21,6,36
16,22,9,24
4,22,1,33
3,22,3,43
27,22,4,19
69,22,8,12
86,22,6,31
45,23,5,31
54,23,6,3
85,23,7,34
43,23,7,36
61,23,7,32
99,23,7,25
9,23,8,38
19,23,3,2
27,23,6,7
100,24,8,13
77,24,5,49
27,24,3,24
60,24,9,41
88,24,0,34
69,24,3,15
92,24,1,13
54,24,4,37
54,24,3,44
