volume,class_1,class_2
121,0,7
29,0,5
33,0,8
30,0,0
10,0,3
30,1,0
121,1,1
37,1,8
123,2,7
52,3,5
53,3,4
37,3,3
55,4,8
32,5,6
68,5,3
65,5,9
4,6,7
134,6,0
35,6,0
140,7,3
132,7,6
28,7,1
89,7,0
115,7,2
29,7,8
46,8,9
126,8,8
104,8,8
2,8,1
111,9,3
57,10,4
128,11,9
32,11,9
42,11,5
105,11,9
30,11,0
38,12,5
38,12,6
14,12,4
122,12,9
59,12,3
69,12,2
5,12,2
60,13,1
61,13,2
45,14,5
111,14,9
49,14,8
58,14,6
35,15,6
122,15,2
56,15,8
94,15,1
120,16,7
129,16,5
78,16,5
22,17,9
105,17,5
11,17,5
99,18,8
81,18,3
89,18,2
98,18,2
98,19,7
93,19,2
132,19,6
130,20,8
85,20,0
38,20,6
66,20,4
150,20,8
15,20,1
54,20,8
36,21,1
110,21,8
137,21,1
78,21,0
36,22,3
20,22,7
54,23,7
105,23,5
21,23,2
40,23,1
74,23,1
52,23,6
56,24,9
51,24,6
106,24,2
9,25,3
95,25,8
4,25,9
42,25,7
109,25,6
127,25,7
103,25,3
55,26,3
37,26,5
14,26,5
33,26,2
97,26,9
110,26,0
127,27,1
36,27,4
87,27,6
56,27,9
14,27,6
84,27,4
12,27,4
51,28,0
108,28,5
79,28,0
51,28,9
64,28,4
73,28,8
73,29,7
139,29,5
114,29,8
91,29,0
50,30,6
7,30,1
144,30,1
147,30,1
121,30,1
52,31,2
18,32,9
92,32,3
28,32,9
145,33,3
25,33,4
105,34,0
52,34,8
115,34,7
18,34,4
51,34,2
68,34,4
112,34,0
69,34,3
46,35,7
47,35,1
21,35,4
95,35,6
139,35,0
5,35,1
48,36,0
18,36,3
54,36,7
63,37,0
72,37,8
148,38,9
49,38,3
50,38,3
143,38,4
26,38,5
66,38,7
73,38,8
140,39,5
33,39,9
38,39,1
76,39,6
83,39,9
70,39,2
63,39,2
6,40,5
141,41,1
3,41,0
118,41,3
79,41,7
37,42,6
129,42,5
1,42,5
78,42,4
59,42,9
35,42,4
109,42,8
86,42,0
4,43,2
97,43,3
52,44,7
137,44,2
78,44,4
108,45,3
34,45,7
78,45,6
8,45,1
49,46,4
138,46,5
87,46,6
135,47,2
123,47,7
63,47,7
133,47,2
45,48,4
143,48,2
148,48,0
130,48,9
34,49,7
140,49,6
39,49,4
46,49,4
34,49,6
