volume,class_1,class_2,class_3,class_4
2.78,93,25,5,92
4.8,50,52,5,63
4.71,2,21,29,69
3.63,53,26,9,8
2.49,28,55,17,54
3.86,22,17,27,38
2.86,28,5,12,38
1.35,8,2,1,82
4.91,72,6,20,63
3.24,40,17,2,11
2.2,82,20,4,92
2.58,79,36,7,26
1.41,16,5,31,0
2.58,9,0,1,31
1.19,58,28,6,37
4.42,37,36,8,85
1.45,36,7,30,81
3.64,18,17,24,39
2.22,18,23,0,46
1.48,55,47,24,29
2.42,61,35,17,64
4.8,3,32,2,24
3.55,37,53,9,86
2.11,16,9,6,37
1.41,9,20,13,61
1.04,45,38,27,37
1.02,34,15,10,47
2.29,2,12,28,66
2.97,58,21,31,30
2.55,46,36,19,5
3.53,28,39,32,45
4.54,31,4,23,81
1.49,70,24,4,68
4.35,83,24,5,39
2.22,28,38,10,86
2.62,84,55,25,15
2.66,80,4,27,9
2.91,17,35,6,70
4.34,32,47,26,66
2.22,97,36,22,64
3.51,41,24,29,63
3.66,0,39,16,3
3.29,90,30,17,47
1.99,81,7,13,46
4.76,52,46,24,53
4.56,67,19,27,27
1.68,76,41,28,58
2.56,28,5,24,61
2.47,33,51,31,89
3.52,2,46,18,60
3.67,76,9,22,4
2.57,95,52,11,66
2.09,37,5,24,86
2.94,94,51,12,6
1.88,59,4,13,24
3.75,69,27,27,76
2.53,49,51,19,51
2.24,77,27,20,51
3.55,69,0,8,77
1.23,5,1,9,40
3.78,27,29,26,1
2.87,6,2,20,27
1.34,59,15,4,59
4.35,46,35,29,95
2.75,11,28,13,82
3.82,58,50,7,42
2.71,84,32,4,13
2.64,26,17,26,91
3.68,71,40,10,42
4.56,68,0,20,34
4.9,53,38,24,94
1.63,61,18,10,84
1.33,23,43,12,4
1.41,77,52,21,23
3.5,40,23,25,78
3.92,6,50,27,74
4.32,11,0,14,72
3.76,10,12,23,93
3.57,13,21,5,89
3.66,43,17,27,83
2.73,25,53,20,5
3.62,25,9,0,85
3.78,63,12,12,66
1.16,56,0,22,85
3.14,91,7,5,23
2.97,49,22,7,84
1.53,47,27,15,28
2.9,33,5,13,1
4.27,82,47,9,25
3.21,88,39,23,49
2.37,27,9,15,51
2.14,0,45,20,28
3.94,86,47,23,25
3.41,2,19,12,23
1.42,27,12,12,72
3.53,93,21,27,66
4.59,2,4,6,6
4.71,89,1,5,80
4.29,24,28,26,50
3.49,5,45,22,69
1.67,68,47,15,90
1.2,25,31,4,55
4.71,9,18,0,51
3.75,79,15,24,12
1.4,48,54,31,17
4.59,26,21,6,11
4.59,26,18,24,92
1.25,94,43,22,19
