volume,class_1,class_2
14,0,13
4,0,7
15,0,9
4,0,7
9,0,23
19,0,3
25,0,5
3,0,19
5,0,9
12,0,20
15,0,14
7,0,11
10,0,14
9,0,14
16,0,4
9,0,23
21,0,4
25,0,20
25,0,10
15,0,0
8,0,16
7,0,17
15,0,5
22,0,19
15,0,22
17,0,15
10,1,17
5,1,22
23,1,6
24,1,1
9,1,1
21,1,22
2,1,24
17,1,23
6,1,18
3,1,4
8,1,15
15,1,11
3,1,21
11,1,16
22,1,2
22,1,22
9,1,19
15,1,9
4,2,16
21,2,5
19,2,16
15,2,23
13,2,13
4,2,15
4,2,6
10,2,4
1,2,16
16,2,22
1,2,15
13,2,1
3,2,17
21,2,5
15,2,2
14,2,12
25,2,17
3,2,2
24,2,18
7,2,13
12,2,1
1,2,14
20,2,12
21,2,9
16,2,15
19,2,15
13,2,2
19,3,13
13,3,19
7,3,3
23,3,7
10,3,7
25,3,20
22,3,14
21,3,8
23,3,13
22,3,9
13,3,10
21,3,6
6,3,18
13,3,9
23,4,24
20,4,17
15,4,20
4,4,19
23,4,21
24,4,3
24,4,4
6,4,8
9,4,14
13,4,0
19,4,11
24,4,23
12,4,14
3,4,0
3,4,24
9,4,6
2,4,22
18,4,7
11,4,1
7,4,3
8,4,4
20,4,8
18,5,8
24,5,1
11,5,16
25,5,0
4,5,0
4,5,20
3,5,13
23,5,5
25,5,23
21,5,12
21,5,6
19,5,10
8,5,18
19,5,3
11,5,11
16,5,18
2,5,24
21,5,4
18,5,10
20,6,20
12,6,18
24,6,8
1,6,24
24,6,11
22,6,19
19,6,7
19,6,5
10,6,22
4,6,1
6,6,21
21,6,6
24,6,8
7,6,17
15,7,3
23,7,10
12,7,24
19,7,3
8,7,0
4,7,11
9,7,21
10,7,16
12,7,22
14,7,23
4,7,20
14,7,24
23,7,12
9,7,2
15,7,8
20,7,10
2,7,12
22,7,2
22,7,8
2,7,9
10,8,15
18,8,13
12,8,6
3,8,12
11,8,11
16,8,10
12,8,19
18,8,21
1,8,21
11,8,9
15,8,6
22,8,7
18,8,21
1,8,3
22,8,2
17,8,0
8,8,21
5,8,11
20,8,10
3,8,16
5,8,18
12,8,13
1,8,12
6,8,1
24,8,24
5,8,2
10,9,17
14,9,20
13,9,18
14,9,15
13,9,12
13,9,5
1,9,23
23,9,14
2,9,17
15,9,7
5,9,4
2,9,5
15,9,0
24,9,19
