volume,class_1,class_2,class_3
173,0,9,18
48,0,0,5
192,0,1,29
162,0,6,28
200,0,15,17
152,0,20,24
10,0,1,19
162,0,2,24
196,0,19,15
196,0,7,15
2,0,23,24
22,0,13,25
20,0,4,33
18,0,16,26
151,0,17,20
198,0,3,27
30,0,22,13
155,0,2,7
197,0,9,37
182,0,21,20
150,0,11,8
165,0,2,26
158,1,23,10
164,1,23,44
185,1,1,12
159,1,20,14
22,1,4,5
200,1,16,6
196,1,21,11
38,1,22,48
27,1,11,0
178,1,14,24
24,1,21,19
171,1,3,27
154,1,2,22
46,1,12,48
9,1,3,39
9,2,24,10
150,2,12,0
190,2,16,46
178,2,18,17
39,2,20,18
43,2,17,33
162,2,1,18
194,2,20,9
11,2,13,16
160,2,3,38
187,2,24,34
1,2,23,4
30,2,13,38
194,2,12,19
184,2,13,6
4,2,8,35
9,2,18,32
159,2,1,45
180,2,10,43
32,2,10,8
42,3,4,49
32,3,17,10
173,3,14,40
36,3,19,29
7,3,11,29
151,3,15,40
154,3,11,32
48,3,10,4
44,3,18,22
17,3,22,4
156,3,21,38
7,3,11,13
21,3,17,44
185,3,11,34
50,3,14,1
38,3,0,45
21,3,24,11
24,3,6,1
196,3,22,13
153,3,15,9
170,3,12,21
21,4,17,15
23,4,2,2
22,4,9,47
21,4,4,8
2,4,16,34
164,4,16,1
41,4,23,47
159,4,3,2
8,4,21,48
1,4,10,42
165,4,11,18
195,4,20,49
186,4,23,25
48,4,5,35
45,4,4,1
172,5,12,28
170,5,17,17
183,5,16,41
45,5,5,5
157,5,5,31
7,5,0,3
31,5,1,14
171,5,0,15
26,5,12,30
38,5,0,32
179,5,0,20
33,5,8,39
23,5,21,43
14,5,8,37
17,5,20,12
13,5,17,41
158,5,16,42
27,5,14,44
29,6,6,45
177,6,4,39
31,6,20,19
161,6,14,30
151,6,22,17
183,6,12,7
15,6,7,16
3,6,24,38
42,6,3,3
12,6,9,41
47,6,19,3
193,6,18,33
156,6,22,36
37,6,15,9
39,6,15,41
168,6,13,7
33,6,5,49
169,6,18,7
17,6,1,23
47,6,8,3
150,6,12,16
188,6,5,49
160,6,10,36
177,6,9,46
168,7,13,26
154,7,18,2
3,7,9,28
191,7,2,30
153,7,15,46
30,7,21,31
182,7,7,42
195,7,21,11
46,7,13,43
39,7,17,22
22,7,24,16
198,7,3,10
14,7,9,46
46,7,14,27
10,7,19,35
189,7,2,36
23,7,20,47
152,7,2,26
13,7,24,20
50,7,3,12
13,7,8,28
158,8,7,21
15,8,8,5
7,8,6,44
199,8,7,40
182,8,1,27
35,8,15,8
39,8,19,13
191,8,5,0
46,8,8,36
1,8,6,14
192,8,6,11
165,8,23,43
11,8,22,39
160,8,4,23
37,8,0,40
170,8,14,6
49,8,10,14
43,8,16,9
190,9,4,25
9,9,24,12
36,9,18,37
2,9,19,23
193,9,14,34
151,9,5,45
26,9,19,21
49,9,10,21
187,9,0,30
17,9,6,48
157,9,18,32
23,9,15,0
48,9,8,23
182,9,22,6
2,9,7,29
154,9,23,33
193,9,24,31
41,9,6,37
168,9,5,25
164,9,7,22
45,9,11,4
184,9,10,31
165,9,7,2
164,9,9,35
27,9,19,47
17,9,13,42
