volume,class_1,class_2
11,0,45
146,0,15
7,0,38
7,0,18
117,0,16
22,0,28
18,0,46
138,0,25
36,0,1
125,0,20
23,0,42
14,0,34
146,0,48
26,0,43
3,0,45
36,0,24
126,0,32
148,0,29
138,0,23
121,0,27
142,0,12
139,0,36
140,0,49
138,1,26
27,1,49
37,1,25
142,1,15
35,1,42
114,1,42
124,1,32
148,1,23
15,1,37
7,1,2
17,1,4
125,1,43
15,1,35
36,1,19
144,1,14
121,1,15
130,1,10
122,1,33
112,1,39
34,2,45
138,2,48
125,2,6
21,2,34
10,2,18
128,2,31
127,2,40
32,2,5
15,2,9
13,2,0
15,2,40
20,2,48
142,2,44
13,2,17
116,2,1
36,2,39
130,2,8
29,2,26
32,3,30
19,3,7
8,3,33
20,3,8
20,3,2
13,3,4
141,3,13
144,3,31
27,3,27
137,3,22
148,3,14
22,3,20
8,3,3
143,3,19
35,3,19
26,3,11
132,3,44
23,3,18
137,4,9
122,4,7
119,4,14
7,4,26
2,4,16
23,4,41
118,4,6
35,4,32
149,4,41
35,4,36
125,4,0
32,4,0
37,4,38
34,4,30
118,4,47
150,4,38
116,4,3
17,4,6
1,4,35
17,4,2
142,4,40
8,5,13
142,5,16
9,5,49
33,5,31
7,5,46
127,5,39
26,5,23
17,5,41
18,5,37
27,5,11
1,5,22
126,5,33
134,5,19
8,5,9
115,5,28
30,5,20
7,5,34
146,5,36
150,5,9
34,5,10
150,5,41
22,5,21
9,5,12
148,5,48
148,6,14
30,6,42
36,6,39
142,6,30
129,6,2
144,6,47
141,6,21
27,6,10
118,6,34
27,6,8
4,6,45
8,6,46
150,6,16
10,6,25
22,6,44
12,7,24
21,7,1
18,7,28
18,7,36
14,7,28
126,7,5
8,7,44
142,7,17
126,7,18
21,7,21
5,7,4
4,7,23
142,7,47
16,7,49
6,7,5
9,7,17
19,7,32
14,7,10
17,7,46
146,7,29
135,7,35
150,8,37
114,8,12
126,8,21
10,8,43
143,8,31
22,8,29
6,8,22
23,8,38
8,8,20
10,8,22
8,8,8
18,8,17
30,8,7
26,8,1
114,8,11
143,8,26
13,8,24
4,8,12
28,8,25
28,8,0
144,9,29
115,9,6
16,9,33
145,9,37
28,9,13
12,9,43
123,9,47
149,9,11
149,9,15
10,9,30
133,9,24
133,9,4
145,9,3
22,9,5
149,9,27
25,9,35
27,9,27
143,9,40
113,9,3
118,9,7
30,9,13
