volume,class_1
85,0
76,0
78,0
97,0
75,0
100,0
12,0
10,0
8,0
98,0
84,0
8,0
1,1
14,1
14,1
82,1
93,1
97,1
4,1
83,2
13,2
25,2
90,2
80,2
77,2
11,2
75,2
75,3
82,3
2,3
90,3
76,4
99,4
9,4
3,4
1,4
2,4
21,4
91,4
90,5
25,5
16,5
20,5
11,5
19,5
16,5
92,5
14,6
82,6
94,6
100,6
17,6
99,6
4,6
19,6
75,7
24,7
9,7
80,7
96,7
2,8
78,8
8,8
75,8
100,8
92,8
25,8
78,8
21,9
86,9
6,9
19,9
90,9
20,9
95,10
92,10
15,10
91,10
16,10
21,10
7,10
78,10
78,11
92,11
98,11
22,11
14,11
11,11
3,11
93,11
78,12
7,12
77,12
25,12
90,12
95,12
83,12
76,12
12,13
100,13
83,13
94,13
76,13
77,13
79,13
9,13
16,13
19,13
92,13
16,13
82,14
12,14
19,14
81,14
82,14
16,14
85,14
79,14
75,14
84,14
8,14
5,14
100,14
5,15
91,15
18,15
18,15
11,15
83,15
18,15
91,16
2,16
82,16
22,16
12,16
1,16
96,16
77,16
13,16
84,16
15,16
17,17
91,17
100,17
7,17
97,17
79,17
1,18
99,18
83,18
80,18
10,18
10,18
24,18
2,18
6,19
16,19
14,19
76,19
84,19
21,19
86,19
84,20
86,20
81,20
15,20
88,20
8,20
1,20
23,20
8,21
2,21
8,21
22,21
3,21
4,21
88,21
12,21
4,22
10,22
12,22
93,22
15,22
9,23
24,23
8,23
1,23
2,23
86,23
75,24
97,24
16,24
25,24
76,24
76,24
93,24
4,24
3,24
11,24
96,24
