volume,class_1,class_2,class_3,class_4,class_5
4.41,15,75,12,100,100
4.97,21,20,26,76,25
2.87,30,14,1,88,67
3.39,8,47,11,19,84
2.03,42,78,38,3,62
1.67,18,13,27,55,90
4.51,38,47,36,90,55
1.73,22,2,7,28,35
2.04,14,36,26,30,38
4.35,2,63,21,66,99
4.51,2,48,37,95,98
1.16,2,48,13,86,89
2.61,33,77,38,10,88
3.47,44,27,38,90,35
4.58,28,87,33,89,16
3.15,4,80,5,57,38
4.57,34,52,32,9,25
2.91,44,38,27,58,90
1.71,16,58,40,50,20
2.41,21,54,25,88,49
2.64,33,74,37,11,91
2.2,22,63,10,38,8
1.18,42,75,0,73,21
2.95,6,38,17,70,55
4.95,27,65,42,73,22
3.19,29,71,36,9,100
4.79,20,41,13,8,61
1.18,15,43,39,66,66
2.25,21,49,27,47,81
4.56,8,61,36,90,16
4.46,24,17,14,81,36
1.42,26,7,34,37,7
4.78,32,18,24,97,11
4.47,33,51,29,67,31
2.4,7,26,33,71,78
4.92,15,44,19,19,35
4.56,6,59,20,8,84
1.37,23,20,40,74,32
1.47,23,32,40,1,54
2.51,41,76,2,18,16
3.35,32,45,6,74,59
1.37,29,28,20,37,0
4.76,15,75,42,90,25
3.47,9,0,16,42,78
4.57,18,29,29,44,81
3.64,22,38,39,67,24
2.99,45,64,40,12,47
2.84,29,80,18,1,63
3.36,11,61,18,93,50
2.98,7,5,13,48,44
4.36,43,57,16,71,56
1.45,23,41,16,75,21
2.89,13,40,16,98,18
1.93,41,8,34,61,1
1.32,41,63,28,84,41
4.41,32,80,7,55,72
3.92,29,35,43,18,12
1.57,14,31,17,73,1
2.55,43,7,33,3,10
3.19,11,19,39,71,95
3.96,6,18,9,84,6
3.9,14,67,34,3,65
3.49,12,83,7,16,55
4.29,3,34,20,33,54
5.0,32,75,5,27,67
2.87,6,24,19,51,93
1.34,31,67,21,0,99
2.28,28,3,32,79,77
4.63,41,52,35,81,89
3.64,16,51,34,56,84
3.22,5,43,32,38,82
2.9,26,72,18,93,3
1.69,15,22,6,44,16
4.31,17,6,22,9,15
1.67,4,45,14,64,44
1.77,10,12,13,51,78
4.23,43,55,13,96,95
3.26,46,10,29,5,83
4.13,5,63,0,3,100
1.3,20,65,4,23,20
1.82,10,56,7,90,53
4.85,28,31,0,62,71
3.87,21,2,21,100,60
3.64,7,23,27,100,96
2.25,26,17,29,11,63
2.21,41,57,16,18,41
3.82,7,79,6,93,97
2.33,41,51,12,48,90
2.74,0,62,43,43,76
2.39,46,10,1,42,52
3.69,15,32,30,3,9
1.32,34,59,19,5,30
3.03,42,79,11,25,58
4.71,15,22,19,76,67
2.31,10,8,33,80,22
2.44,41,17,20,46,36
1.08,34,23,19,27,14
4.5,35,22,13,63,96
1.24,26,49,43,38,34
1.67,39,30,26,68,0
3.04,43,69,24,93,65
3.93,6,69,6,81,88
3.53,44,71,10,56,80
2.85,4,26,40,64,26
1.0,1,26,36,86,98
4.37,24,80,21,19,85
4.6,38,7,18,31,84
1.81,22,80,17,41,35
2.49,13,75,32,75,50
4.11,24,13,18,76,38
2.35,34,2,4,98,2
2.76,17,49,24,31,23
2.9,16,81,14,87,54
4.62,7,61,23,60,87
1.98,4,27,33,24,8
3.88,11,6,4,55,69
1.49,11,66,37,82,70
3.54,11,33,27,97,99
2.66,21,48,30,39,40
3.51,40,41,7,99,61
3.75,27,40,41,74,43
4.68,28,52,3,27,54
1.62,26,24,5,46,59
2.25,27,61,6,44,37
2.75,32,29,25,2,92
3.57,46,19,26,10,100
3.83,34,30,39,34,80
3.02,5,37,32,35,74
2.54,28,28,1,48,67
1.86,27,26,3,72,12
2.8,19,11,16,71,53
4.92,16,74,10,28,64
4.52,5,79,10,10,98
4.13,20,0,18,55,27
1.07,45,45,7,41,73
3.86,9,10,3,63,87
4.34,41,65,4,50,65
3.77,42,54,17,92,17
1.7,16,85,14,68,89
3.86,21,26,41,76,62
2.58,19,27,0,57,51
1.72,29,27,33,26,93
2.24,16,26,13,81,11
2.59,46,14,31,61,48
1.06,32,82,4,82,60
1.33,6,30,40,90,76
1.15,46,67,33,76,53
1.98,19,49,17,12,45
4.59,7,9,2,31,28
4.79,45,78,20,61,10
1.82,24,3,24,20,20
4.34,17,65,32,24,43
2.21,38,13,34,41,86
4.14,15,53,40,48,66
3.58,6,80,0,71,37
4.75,25,75,6,94,29
1.66,38,88,8,30,26
1.27,6,37,8,26,99
2.88,19,35,21,68,28
3.18,0,5,41,82,10
4.4,5,32,27,33,66
2.08,34,4,19,63,83
1.58,35,86,5,85,27
2.77,7,34,40,38,36
4.69,6,28,28,67,31
4.03,21,21,15,24,43
1.0,15,7,30,10,40
3.44,20,57,36,77,39
3.95,29,44,25,87,8
4.05,14,15,35,50,48
3.38,46,80,5,13,14
4.21,42,56,19,23,100
2.39,35,48,16,51,46
4.14,31,27,21,15,93
4.33,44,4,23,35,74
2.97,40,85,3,88,37
2.52,19,47,7,59,36
3.27,46,17,27,78,64
2.7,22,29,35,30,83
1.15,46,65,19,40,41
2.03,43,56,26,48,83
2.75,24,42,41,54,79
2.48,32,60,24,10,96
3.04,33,78,11,10,56
1.61,14,66,29,97,23
3.03,35,9,39,23,7
3.54,26,51,12,15,8
1.89,33,1,24,52,70
2.22,28,39,31,1,34
4.11,14,68,11,9,11
3.49,9,25,30,13,22
4.82,46,57,21,78,17
4.94,13,50,37,44,22
3.68,33,73,28,74,23
4.31,2,51,28,70,64
3.84,12,82,29,68,36
1.12,42,11,40,2,79
2.76,8,43,28,32,50
1.44,8,46,3,38,41
1.82,11,85,3,3,49
3.52,35,51,5,64,42
4.6,46,86,32,45,49
3.45,21,84,9,47,9
1.09,15,51,37,9,72
3.81,44,57,43,31,46
1.12,30,40,12,12,54
4.98,42,23,10,39,70
1.61,6,10,16,71,29
3.52,40,8,8,89,33
4.83,39,6,5,62,73
1.77,46,1,24,47,69
1.47,41,25,27,21,54
4.5,12,77,36,61,87
2.5,16,61,4,6,74
2.63,42,7,37,51,92
4.59,35,35,41,53,64
4.71,12,50,39,16,11
4.52,17,0,15,17,93
2.18,18,40,26,87,90
4.57,23,39,1,82,12
3.81,37,60,38,72,2
2.72,11,12,2,61,47
4.96,8,53,28,63,40
1.18,32,42,42,60,68
3.08,22,76,29,55,14
2.47,19,20,35,73,66
1.13,34,79,27,95,28
3.93,6,45,37,37,6
2.77,17,30,39,81,90
2.19,37,75,33,38,62
4.57,6,84,28,15,8
2.0,13,80,17,44,92
2.32,39,22,43,100,42
2.77,45,44,34,49,26
3.67,24,52,16,16,59
1.4,0,6,29,15,9
4.2,6,40,39,47,83
4.5,45,3,30,76,22
