volume,class_1,class_2,class_3
4.49,5,79,45
3.24,18,8,21
2.21,11,32,64
2.43,9,61,69
2.18,0,6,56
4.84,13,61,68
1.3,7,78,42
2.64,15,74,3
4.79,12,75,4
4.47,29,28,21
2.89,21,1,61
1.22,29,38,43
4.3,14,37,62
4.61,4,11,49
2.2,32,53,13
1.05,30,13,52
4.61,1,87,32
3.44,11,77,47
2.66,0,59,61
1.58,6,50,54
3.75,26,69,60
3.35,16,87,46
4.69,1,25,30
3.89,28,5,13
4.83,2,73,19
2.42,12,64,40
3.64,0,81,46
3.61,16,17,64
1.78,13,22,3
4.03,29,59,51
4.03,12,51,62
2.97,25,6,34
3.59,28,16,29
2.12,18,77,19
4.45,25,40,17
1.77,5,72,12
4.21,3,25,6
2.46,21,26,44
3.26,2,41,7
4.58,9,84,43
2.96,10,80,14
4.56,29,64,0
2.0,3,25,53
4.63,13,21,30
3.88,19,76,22
3.25,30,71,11
4.06,1,64,1
2.93,14,51,52
1.73,16,22,1
3.21,24,77,54
2.1,21,38,57
2.8,8,2,61
1.66,31,49,13
1.71,1,71,25
2.14,32,9,61
3.66,19,71,40
3.46,26,0,28
2.83,20,44,60
2.18,5,28,35
3.44,13,84,40
4.55,19,71,15
4.58,26,2,46
1.01,9,13,43
2.13,20,80,50
2.6,3,54,35
2.68,17,29,31
4.37,0,58,18
4.67,24,1,26
1.66,5,63,21
3.82,24,27,6
2.72,26,82,40
3.92,29,20,23
1.98,7,72,27
3.94,10,15,49
4.03,1,10,65
2.68,21,13,4
2.03,32,4,58
4.4,32,67,18
3.16,4,39,25
1.21,18,6,53
2.41,30,76,63
1.44,11,18,25
3.34,29,33,69
3.24,12,16,6
1.01,1,5,27
3.45,0,70,68
4.39,4,49,3
2.23,18,60,23
2.61,22,23,0
3.23,26,77,54
4.16,4,57,10
4.16,11,66,30
3.57,31,18,49
1.58,32,62,19
3.5,13,5,56
3.79,6,74,24
3.38,22,83,11
3.12,23,15,40
2.76,14,56,12
3.56,13,20,38
3.93,5,57,61
2.45,3,18,20
3.81,22,4,28
3.95,25,78,71
1.38,25,57,24
4.62,14,45,55
4.58,1,7,27
2.33,0,65,51
4.19,20,87,54
2.31,30,76,69
3.78,10,60,41
1.47,7,51,29
3.58,4,65,2
1.28,26,30,50
1.19,26,6,4
4.9,16,38,60
2.02,19,47,38
2.73,19,21,58
3.22,23,52,52
3.98,32,50,53
4.35,5,27,3
2.41,8,83,17
2.4,29,39,17
2.48,1,34,28
2.49,12,59,7
1.35,0,71,69
1.23,14,66,9
1.08,11,86,69
4.81,9,51,4
3.17,31,14,18
3.22,15,7,47
2.32,10,44,10
2.03,23,43,69
4.17,1,14,25
4.02,26,68,20
3.52,23,81,1
2.37,4,27,3
2.71,14,13,69
1.82,16,45,45
4.92,14,29,49
2.09,5,52,44
1.22,0,84,61
1.8,26,2,21
2.37,28,85,46
4.68,29,38,51
3.87,29,52,7
3.23,12,28,42
3.5,21,18,43
2.6,12,82,35
3.11,16,42,65
3.52,19,85,53
1.47,21,23,9
2.14,5,26,26
1.21,3,88,52
4.09,32,59,22
5.0,15,64,17
3.55,17,88,47
2.79,22,26,44
4.1,25,85,33
1.33,23,85,51
1.09,4,11,48
3.87,2,21,54
4.83,10,19,19
4.74,24,29,28
4.85,5,86,24
3.65,17,41,35
1.95,22,34,25
2.65,3,27,71
3.87,20,29,17
4.23,12,35,19
3.82,18,33,9
1.3,21,57,6
3.02,4,26,2
4.36,27,70,55
3.11,29,65,0
3.35,2,32,18
4.23,31,54,44
3.29,26,29,20
4.89,30,49,19
3.97,27,64,61
2.19,26,90,39
2.03,2,54,63
1.98,4,34,71
2.76,30,31,32
1.19,21,1,6
2.6,0,78,54
3.63,28,49,56
1.02,3,64,66
4.84,4,64,19
3.92,18,38,64
2.36,2,37,63
4.89,23,71,24
3.25,29,48,30
4.86,1,85,71
2.01,12,43,54
1.34,12,66,41
2.21,28,22,61
1.59,15,85,16
2.91,7,43,54
1.16,30,31,38
2.42,3,38,40
4.03,11,47,54
3.8,24,6,4
1.06,15,40,57
2.22,8,58,36
2.75,26,4,12
4.87,16,49,0
3.0,25,19,52
2.73,8,12,51
3.73,4,62,7
3.32,30,54,33
1.03,10,65,8
4.44,19,38,23
1.13,32,74,18
4.43,25,55,67
3.59,12,18,68
2.71,14,30,19
4.59,18,57,68
1.41,4,21,70
2.27,4,63,66
3.57,30,7,7
3.44,12,74,9
4.62,18,90,30
2.98,1,87,52
4.61,1,86,55
4.76,16,24,50
3.65,18,62,65
1.54,28,83,9
2.18,4,32,38
1.38,22,87,11
3.92,15,45,37
3.61,28,78,16
2.85,23,59,29
1.96,18,0,12
4.88,14,25,14
3.69,30,45,6
3.46,21,72,15
4.76,25,81,27
3.85,29,18,14
3.84,14,87,68
1.49,9,84,29
1.24,23,11,1
4.02,14,78,19
1.84,26,52,65
4.0,2,54,27
2.58,29,84,66
4.82,16,59,49
3.1,5,39,34
2.95,22,60,69
2.51,12,44,33
1.43,1,84,3
4.98,15,8,40
2.32,26,50,23
2.54,32,1,35
2.08,11,77,48
2.48,18,81,11
3.58,9,32,3
1.34,18,29,48
2.17,1,72,11
4.37,19,19,11
4.08,26,67,54
3.89,14,24,10
1.28,12,9,58
2.05,3,56,27
3.41,10,42,46
4.25,3,75,71
2.11,13,47,70
3.16,5,52,51
4.32,3,37,55
4.4,27,75,62
4.98,5,14,56
1.35,26,31,3
4.55,29,60,48
2.5,0,25,24
4.72,11,34,23
2.78,3,11,52
1.06,9,85,33
1.02,23,74,59
4.04,18,46,1
3.17,5,67,57
1.39,7,42,32
4.68,5,4,3
3.84,22,84,68
3.25,15,30,20
4.57,16,68,26
2.64,23,81,66
3.88,25,77,21
2.37,23,27,68
3.12,8,36,13
1.22,20,15,20
4.98,21,77,27
2.91,16,84,63
2.46,14,17,58
3.32,5,45,16
1.98,15,61,46
2.86,29,55,61
1.9,24,84,67
2.91,12,65,58
4.73,11,22,57
3.13,30,45,41
2.68,5,83,22
2.37,23,64,31
4.02,26,87,68
1.28,6,45,17
2.88,18,48,39
4.2,6,38,37
3.55,31,15,56
4.17,19,30,44
1.68,21,63,56
3.16,26,83,31
4.1,2,20,43
3.93,15,31,8
1.57,5,57,1
1.59,2,75,26
1.41,5,86,47
3.39,24,77,19
2.29,5,61,37
1.49,15,41,65
2.69,31,17,26
4.95,3,76,29
2.02,26,56,63
3.43,30,68,32
2.48,25,47,0
4.8,11,1,4
2.35,30,22,44
3.3,16,86,35
4.78,3,39,34
1.96,17,35,37
1.49,27,80,33
4.68,7,16,62
1.33,25,25,40
2.5,2,67,69
1.53,1,13,17
4.96,21,38,63
1.17,19,24,48
3.9,25,0,40
4.81,9,54,41
3.06,26,6,51
3.8,27,3,40
3.76,27,38,57
4.5,18,15,49
1.51,26,68,42
2.44,20,77,65
3.67,7,4,40
1.65,27,44,65
3.01,32,48,65
4.5,4,4,62
1.92,23,9,6
3.62,14,4,25
3.28,8,41,40
1.69,10,27,28
2.11,26,4,51
4.7,28,43,10
1.33,25,77,44
4.2,7,65,64
4.06,28,67,28
2.54,13,45,21
1.8,22,75,13
2.8,29,0,61
4.8,5,25,28
4.72,7,52,32
3.82,28,63,9
1.08,10,62,42
4.47,15,53,31
4.21,28,58,37
4.64,20,26,22
3.38,14,64,66
4.62,7,87,18
4.71,3,43,51
3.61,26,26,69
1.64,8,86,23
2.92,3,28,65
3.67,0,61,51
2.47,8,60,50
2.83,6,89,67
4.72,12,29,67
2.83,3,15,7
3.24,3,61,23
3.23,8,28,28
4.94,23,14,58
2.95,1,69,61
4.4,20,26,28
3.24,5,4,60
1.63,9,8,37
2.43,3,49,0
3.22,22,55,26
3.69,1,66,8
4.2,0,53,41
3.31,12,57,40
1.62,18,13,33
3.95,9,25,41
2.73,15,19,38
1.59,25,76,9
1.42,15,32,31
1.41,27,78,6
2.51,7,31,21
2.87,23,82,37
1.45,14,49,53
4.96,27,57,34
3.11,18,13,59
1.7,27,53,45
3.86,7,48,63
2.65,19,64,57
4.28,16,65,20
4.45,17,17,60
1.64,1,71,18
4.21,24,30,44
1.2,25,0,45
3.66,22,65,9
1.05,4,53,25
2.35,31,49,46
2.51,27,61,53
1.43,27,50,42
3.93,16,65,56
4.76,28,27,65
3.91,23,48,26
4.32,26,4,66
3.04,19,8,29
1.68,10,40,58
4.19,18,67,15
2.85,1,8,69
1.67,22,80,71
1.18,29,75,30
4.71,27,62,55
2.89,32,87,29
2.13,28,15,52
4.03,21,12,2
3.84,19,20,45
4.71,13,66,51
4.42,22,69,29
3.85,27,90,18
4.8,25,26,14
2.6,23,48,36
3.49,29,38,6
2.14,18,9,0
4.4,23,44,63
3.0,5,66,24
4.52,14,41,27
1.79,29,34,11
1.72,16,59,3
1.9,5,66,6
3.73,7,9,35
4.57,15,59,59
4.39,8,38,71
4.7,15,19,50
2.53,25,60,35
4.26,4,44,18
1.99,4,3,62
4.65,20,46,25
3.29,1,2,66
4.67,25,14,40
3.87,12,78,59
2.76,10,63,7
4.87,2,15,5
1.78,11,43,28
1.99,17,26,71
3.14,29,51,5
1.73,6,12,20
3.07,25,79,15
1.68,8,86,48
3.35,31,37,69
3.47,0,16,4
3.79,2,54,62
4.2,12,59,12
2.74,3,38,65
1.9,31,83,16
2.83,26,60,42
1.46,26,13,62
3.55,12,63,2
1.35,0,81,15
2.5,8,19,38
4.79,2,9,64
3.92,3,58,46
2.09,6,4,71
3.72,18,14,10
2.84,26,43,49
4.63,1,69,50
1.76,3,40,60
1.39,4,50,8
2.63,0,88,6
3.46,30,34,12
4.64,5,70,48
2.79,0,39,43
3.09,7,52,5
2.34,17,75,29
1.23,23,85,6
1.97,13,31,17
3.05,19,83,36
2.97,24,34,20
2.75,8,46,2
3.1,10,60,35
3.08,9,31,56
4.54,26,36,57
1.86,21,51,33
4.5,25,3,10
2.14,30,63,65
1.25,11,4,0
4.87,7,49,53
1.59,17,0,18
3.65,3,20,36
9.38,32,6,19
6.32,32,79,71
8.86,0,41,56
7.8,3,82,50
7.99,19,41,13
8.98,6,34,59
8.57,6,69,6
5.18,16,39,28
9.18,21,40,65
9.02,28,7,18
5.84,7,6,14
9.01,16,28,27
7.96,3,28,20
9.23,25,1,54
6.07,1,58,10
7.81,24,15,6
7.44,18,28,25
9.94,10,14,44
9.55,22,72,24
5.25,12,11,33
8.62,22,52,8
5.42,21,84,41
5.27,13,85,0
6.27,30,11,69
7.79,29,20,17
6.51,25,21,34
8.99,17,72,61
8.59,27,62,55
7.37,0,41,56
8.93,30,37,11
8.06,2,48,64
8.59,12,53,61
9.34,20,15,45
7.0,25,11,61
7.47,8,57,62
8.46,25,15,9
5.92,32,33,55
5.05,23,2,40
5.77,19,27,43
6.97,11,18,45
7.88,32,76,47
9.33,9,6,20
5.64,32,38,42
8.46,6,74,22
7.29,25,28,21
7.16,22,23,41
8.22,5,58,38
8.15,21,70,40
6.57,24,19,15
8.53,12,62,14
6.07,7,11,41
6.26,9,77,55
7.39,27,37,61
8.98,30,53,60
9.86,17,29,22
9.75,3,90,35
5.59,11,73,32
9.57,24,44,49
8.39,5,46,11
6.31,22,3,48
8.52,10,87,35
9.91,3,76,36
6.94,23,47,33
9.71,11,64,32
5.85,7,61,58
5.56,23,71,44
6.66,13,84,45
6.54,11,30,8
8.59,8,67,58
9.06,5,36,22
8.81,11,74,47
8.17,22,1,16
6.97,13,14,45
5.23,24,23,28
6.46,15,69,41
7.62,1,89,3
7.73,29,84,19
8.37,23,24,10
6.87,26,34,70
8.66,12,10,19
5.02,19,33,69
7.9,28,24,13
8.15,22,10,13
7.8,7,74,36
7.36,26,14,49
6.38,9,85,43
7.3,29,30,13
7.65,31,88,56
9.21,30,16,54
7.28,8,35,53
7.19,28,58,22
9.33,15,44,2
6.09,16,34,30
6.52,23,5,28
9.55,2,12,46
7.16,14,87,18
8.71,16,71,41
8.16,9,14,71
7.75,1,8,68
9.14,1,0,51
7.96,25,23,52
6.15,28,33,51
9.38,0,35,35
8.53,11,16,55
7.55,19,45,60
6.41,9,0,69
5.95,16,35,28
5.18,7,47,16
6.3,15,66,34
6.69,2,88,43
8.93,2,85,71
8.14,29,83,64
8.59,15,66,14
5.67,12,55,26
6.76,21,65,39
7.73,28,23,68
9.19,16,35,13
8.7,28,89,42
7.8,30,36,52
7.49,25,33,50
8.94,4,33,7
6.49,8,82,14
8.53,11,86,42
6.83,28,70,19
5.22,1,25,71
7.95,1,19,2
7.06,26,28,24
7.25,9,4,39
7.88,26,75,60
6.06,25,11,40
5.45,31,82,42
8.41,20,79,70
9.98,32,4,62
9.13,9,78,24
9.2,27,31,32
8.83,8,71,47
9.82,20,56,47
9.34,13,54,37
8.66,23,37,20
5.71,30,38,16
7.99,23,10,14
8.16,5,47,65
8.63,2,80,56
8.47,28,23,64
7.07,14,63,34
9.98,18,54,8
8.79,18,73,45
5.99,27,5,4
7.67,8,45,4
9.4,10,30,12
5.48,11,41,22
5.54,21,72,15
8.61,19,23,30
9.42,4,80,16
8.66,4,19,69
7.15,0,77,31
6.91,9,79,17
6.87,12,85,60
7.46,30,81,50
5.21,15,70,51
8.66,0,89,12
6.09,22,31,15
7.5,10,84,18
8.26,21,23,54
6.36,26,12,19
9.95,18,68,2
6.1,27,52,4
8.88,27,57,34
7.47,17,40,45
7.45,7,14,8
5.62,9,5,31
9.37,7,43,34
7.56,1,37,6
5.23,13,13,49
9.64,32,12,8
5.82,7,83,26
6.94,10,22,20
9.12,1,44,13
8.5,25,72,66
5.31,27,55,47
5.38,12,12,29
7.41,32,13,8
7.63,11,79,17
9.96,9,30,8
7.81,6,33,58
5.95,18,32,50
6.4,5,68,61
9.36,21,21,5
6.25,32,4,31
8.34,1,90,9
7.06,32,19,11
5.03,1,84,43
5.31,24,79,7
8.0,2,26,20
6.83,24,36,24
5.87,10,71,46
7.1,1,42,57
9.82,29,16,25
6.15,32,47,34
8.34,30,62,42
9.06,26,10,49
9.31,8,36,28
8.48,5,26,25
5.07,15,30,47
6.11,17,43,36
6.08,3,25,63
5.41,23,84,39
9.49,30,51,56
8.21,1,34,49
6.03,8,18,33
9.94,31,42,9
5.77,17,62,51
9.07,5,80,8
8.42,5,38,2
8.83,0,60,44
5.45,24,38,69
9.22,4,66,33
7.78,31,80,70
5.04,10,25,64
5.42,26,28,40
6.91,11,56,8
5.87,7,0,35
8.34,16,74,12
7.16,10,25,33
6.1,22,27,40
5.39,12,86,26
9.14,11,48,23
8.63,32,18,9
5.44,17,49,17
6.71,25,7,21
7.91,7,5,3
7.52,30,19,10
6.88,30,64,1
6.31,24,42,34
5.14,31,80,35
8.34,10,38,3
6.39,24,31,68
8.92,14,88,54
6.99,27,31,22
8.23,32,34,39
7.32,4,31,63
5.17,21,18,53
9.56,10,3,65
9.55,5,38,12
5.24,29,28,32
6.14,15,56,64
8.74,24,55,38
5.05,26,77,34
5.51,21,83,7
7.5,25,73,40
5.33,7,33,7
9.96,19,30,45
10.0,5,80,66
7.27,32,15,11
5.56,32,38,54
8.52,3,16,28
7.3,13,18,15
6.04,4,56,14
9.11,7,25,52
8.83,0,44,42
7.56,16,76,68
7.01,17,86,37
7.21,25,36,68
9.26,14,33,69
6.3,4,2,40
5.35,16,14,46
7.51,13,46,3
6.92,2,67,31
6.59,16,36,27
8.94,15,32,68
8.76,4,84,23
8.2,13,68,49
8.66,25,62,7
5.43,9,27,20
6.56,10,15,45
6.64,29,42,55
8.1,15,15,70
8.99,19,16,55
6.93,1,16,69
7.34,24,28,51
7.87,11,57,57
8.3,4,39,55
7.87,26,87,54
9.72,2,51,13
9.57,9,69,4
9.84,5,15,11
6.11,25,80,29
8.91,28,28,54
7.4,10,68,31
8.99,26,77,44
9.18,30,71,59
8.84,23,0,36
7.3,29,7,34
9.59,7,37,53
5.82,24,23,30
7.65,27,78,20
6.85,23,10,8
9.27,23,1,7
5.84,9,64,3
8.85,5,65,14
9.25,2,16,13
8.16,32,50,1
8.84,5,73,33
5.68,7,4,55
6.87,22,36,16
8.49,25,80,40
7.82,19,60,56
6.51,20,54,16
6.77,18,21,16
8.19,16,77,4
9.18,29,47,5
6.5,23,49,56
6.4,9,28,65
7.13,19,72,22
