volume,class_1
7,0
23,0
25,0
22,0
24,0
17,0
22,0
3,0
17,0
17,0
4,0
13,0
5,0
14,0
1,0
11,0
3,0
1,0
18,0
19,0
2,0
2,0
16,0
24,0
25,0
19,1
7,1
13,1
25,1
21,1
16,1
11,1
23,1
13,1
13,1
5,1
19,1
16,1
3,1
18,1
4,1
6,1
12,1
1,1
3,2
10,2
17,2
23,2
8,2
20,2
22,2
12,2
3,2
23,2
5,2
6,2
25,2
9,2
15,3
3,3
23,3
8,3
16,3
11,3
5,3
18,3
5,3
22,3
24,3
10,3
12,3
3,3
10,3
21,3
13,3
23,3
8,3
18,3
7,3
5,3
4,3
6,3
13,4
23,4
14,4
7,4
8,4
14,4
4,4
11,4
18,4
7,4
15,4
7,4
22,4
1,4
3,4
10,4
9,4
4,4
22,5
10,5
22,5
19,5
19,5
23,5
4,5
9,5
21,5
22,5
25,5
9,5
2,5
9,5
21,5
18,5
9,5
25,5
11,5
20,5
6,5
22,5
1,5
10,5
25,6
21,6
18,6
21,6
10,6
16,6
24,6
24,6
12,6
20,6
17,6
15,6
25,6
19,6
11,6
7,6
12,7
5,7
22,7
14,7
15,7
3,7
5,7
20,7
14,7
2,7
12,7
20,7
9,7
25,7
6,7
6,7
22,7
23,7
25,7
6,7
6,8
21,8
3,8
1,8
23,8
25,8
22,8
11,8
8,8
5,8
12,8
18,8
22,8
21,8
22,8
5,8
23,8
21,8
6,9
24,9
23,9
8,9
2,9
17,9
15,9
9,9
17,9
13,9
8,9
6,9
7,9
6,9
11,9
15,9
11,9
12,9
7,9
24,9
9,9
19,9
