volume,class_1,class_2
100,0,3
141,0,8
140,0,0
125,0,8
114,0,10
74,0,15
56,0,24
52,0,4
68,0,2
86,0,9
149,1,15
143,1,8
126,1,6
86,1,16
143,1,23
127,1,17
99,1,17
3,1,20
123,2,6
85,2,21
73,2,18
4,2,16
34,2,7
30,2,20
145,3,20
91,3,21
64,3,12
142,3,10
14,3,19
103,3,9
73,3,16
31,3,2
123,3,16
114,3,7
27,3,4
83,3,11
42,3,24
52,4,18
31,4,8
100,4,11
125,4,11
41,4,21
27,5,7
106,5,17
117,5,24
92,5,20
102,5,24
64,5,13
99,5,10
88,5,21
27,5,12
65,6,0
69,6,20
110,6,20
45,6,18
122,6,13
139,6,2
81,6,7
9,6,15
30,6,8
19,6,2
54,6,15
115,6,5
66,6,24
64,6,12
19,7,23
103,7,3
107,7,11
114,7,2
85,7,18
7,7,2
10,7,10
58,7,13
148,8,7
29,8,1
127,8,12
91,8,4
128,8,13
55,8,9
45,8,5
110,8,1
10,8,13
89,8,19
57,8,21
141,9,22
109,9,7
111,9,5
133,9,5
117,9,6
136,10,15
26,10,17
147,10,23
90,10,17
67,10,9
65,10,18
138,10,17
21,11,19
127,11,22
88,11,19
94,11,16
127,12,23
69,12,10
130,12,11
106,12,3
22,12,19
119,13,20
52,13,3
141,13,9
93,13,10
62,13,14
130,13,12
145,13,1
60,13,15
16,13,12
110,13,14
125,13,9
20,14,7
13,14,0
74,14,12
28,14,4
31,14,23
125,14,3
44,14,1
25,15,2
108,15,0
98,15,6
95,15,20
67,15,12
56,15,14
148,15,11
24,15,18
111,15,21
115,16,18
80,16,4
101,16,0
139,16,21
68,16,17
120,16,5
120,16,11
31,17,6
126,17,16
57,17,4
99,17,23
134,17,6
9,18,5
46,18,3
128,18,4
49,18,8
132,18,9
6,18,22
81,18,22
43,18,24
62,18,14
34,19,6
134,19,23
70,19,14
34,19,21
60,19,24
75,19,5
108,20,0
100,20,3
70,20,5
69,20,16
132,20,22
44,20,18
66,20,2
7,20,17
24,20,19
89,20,15
73,20,22
150,21,7
16,21,14
58,21,24
25,21,19
8,21,1
106,21,1
60,22,10
68,22,19
70,22,22
66,22,9
113,22,4
140,22,8
42,23,0
102,23,0
102,23,10
57,23,1
102,23,15
94,23,1
122,23,13
90,23,6
65,23,16
89,23,3
43,23,8
33,23,23
135,24,13
2,24,22
90,24,14
118,24,13
69,24,14
141,24,11
