volume,class_1,class_2,class_3
2.8,78,25,45
4.17,72,45,36
3.03,71,32,37
3.29,59,2,42
3.6,81,28,30
3.38,61,50,11
2.97,82,56,14
3.71,35,22,29
1.65,7,9,25
4.96,47,23,1
2.58,70,29,42
2.66,22,10,21
1.66,44,29,67
3.09,41,11,5
1.07,52,35,3
3.07,28,14,52
1.99,66,27,2
2.17,74,30,12
3.06,38,39,11
2.84,80,28,23
1.28,47,12,62
3.51,33,19,41
2.25,61,25,69
3.92,83,15,31
2.92,16,36,64
4.27,84,28,50
1.72,34,20,3
3.76,39,52,25
4.53,52,38,27
2.33,60,48,9
1.87,69,7,48
2.45,27,26,4
3.3,79,32,71
2.79,69,56,53
4.65,12,42,40
2.76,37,17,41
3.54,40,41,47
4.73,74,7,15
3.79,9,48,38
2.42,65,51,51
2.73,48,30,13
2.44,63,35,38
3.71,9,13,10
3.67,6,24,62
1.54,73,39,50
1.52,29,42,60
2.22,64,51,31
1.24,48,43,9
3.28,89,38,56
4.07,64,4,31
3.95,90,3,62
3.96,10,20,7
2.67,31,2,47
3.3,20,28,26
3.89,78,43,21
4.27,33,55,67
1.86,60,32,11
4.37,79,40,8
3.87,40,19,49
3.87,60,19,15
3.17,60,5,9
3.8,23,35,43
3.13,1,20,55
1.95,82,15,39
1.3,23,49,53
4.48,3,54,38
3.8,39,17,32
2.32,90,28,50
4.37,1,43,41
4.6,26,7,18
3.11,84,4,69
1.51,1,49,39
3.69,18,36,46
3.86,1,8,51
2.75,57,44,66
1.22,64,4,14
1.48,36,7,44
1.43,31,54,16
1.19,41,27,8
1.9,45,5,53
2.49,79,1,0
4.03,18,3,28
2.48,1,25,17
4.75,83,5,64
3.25,32,43,16
4.49,16,2,46
1.5,89,33,41
2.38,49,35,57
3.65,38,40,5
1.84,5,55,62
1.38,74,36,6
2.05,89,19,46
3.42,26,29,62
2.46,30,8,51
4.62,17,32,47
3.21,43,19,17
4.47,73,33,65
1.15,25,46,13
3.15,11,37,33
2.2,6,44,50
4.99,33,10,28
3.83,71,14,19
4.03,34,3,46
2.14,77,50,14
2.0,89,15,60
1.34,26,52,28
1.05,57,6,59
3.17,77,21,26
3.56,44,3,53
1.05,31,24,51
3.84,28,15,14
4.12,14,43,21
3.83,53,24,11
1.81,49,22,35
1.49,26,37,41
2.37,72,23,14
1.94,79,35,14
2.96,31,21,32
3.01,64,56,52
4.0,60,9,11
1.12,48,16,65
1.83,51,55,14
2.57,66,4,29
2.81,47,38,1
4.66,24,28,0
4.61,86,24,44
4.07,12,39,27
1.71,39,15,64
3.59,72,53,5
3.35,33,8,43
3.18,43,52,13
4.18,7,39,3
3.81,44,34,34
1.23,67,48,19
4.46,71,28,10
3.54,42,34,4
4.94,0,51,59
3.58,42,48,9
3.07,44,53,45
2.36,14,48,8
3.89,14,40,34
3.28,46,33,23
2.9,59,25,60
1.98,70,6,33
3.38,70,48,24
2.13,58,40,33
1.77,2,51,21
3.61,89,29,46
1.28,22,36,1
3.83,38,12,37
1.73,79,35,15
4.15,89,38,4
2.06,16,35,66
1.26,60,29,28
4.42,28,33,51
1.83,23,6,59
2.11,15,23,46
2.15,19,30,37
2.58,6,32,33
1.46,0,24,62
4.41,71,8,51
2.48,88,2,51
1.22,62,6,69
2.39,61,17,48
3.84,26,6,16
2.09,78,49,14
1.66,24,38,35
2.19,65,11,62
2.73,32,35,70
3.2,42,3,3
2.96,8,17,47
3.67,31,28,19
4.17,48,55,70
1.8,72,8,45
3.52,62,45,21
2.4,37,31,8
2.83,2,28,31
4.95,49,31,34
3.67,48,46,10
1.65,55,47,12
2.13,22,52,11
3.26,0,17,26
1.79,53,15,61
1.31,47,7,48
3.1,9,40,18
1.07,61,19,28
3.02,64,45,10
4.79,11,16,12
3.49,80,41,36
3.8,14,45,21
2.73,44,34,3
4.56,65,53,68
4.76,60,43,43
2.45,72,33,47
3.39,56,43,60
4.7,84,1,22
1.31,72,36,40
1.19,12,9,38
3.39,85,0,7
3.98,13,23,39
2.08,35,21,62
3.0,59,18,18
2.85,13,43,64
1.25,18,8,44
4.63,31,42,33
2.86,86,21,10
1.53,70,23,2
4.74,41,47,15
1.62,9,1,54
1.46,18,17,25
3.82,25,6,56
3.02,60,17,21
2.33,67,27,41
2.8,19,37,59
4.09,62,13,54
2.84,66,43,33
4.42,57,26,24
3.55,10,54,0
2.84,43,19,9
4.62,88,22,18
4.93,36,44,27
3.59,15,23,3
3.56,27,53,1
2.7,37,44,60
3.1,82,0,54
3.49,89,4,49
4.94,55,38,12
1.23,58,22,69
3.47,36,54,35
3.66,81,30,53
2.59,12,50,43
3.33,1,4,19
2.03,59,17,14
4.28,24,50,46
2.68,31,37,18
1.85,65,29,40
3.08,55,0,25
3.28,35,14,3
1.0,67,15,64
4.49,61,25,60
1.62,69,36,6
4.87,24,30,66
3.87,80,51,29
1.48,36,53,6
3.72,66,15,16
3.72,40,1,54
1.46,7,30,38
4.44,21,18,68
1.8,86,2,34
3.71,77,26,5
3.88,11,45,30
4.47,44,32,38
3.46,61,33,4
2.88,68,49,47
1.19,81,0,69
