volume,class_1
99,0
84,0
88,0
75,0
81,0
75,0
81,0
79,0
85,1
93,1
23,1
9,1
14,1
17,2
2,2
89,2
79,2
14,2
76,2
98,2
99,2
7,3
99,3
85,3
21,3
84,3
11,3
5,3
9,3
99,3
13,3
95,4
5,4
93,4
97,4
83,4
6,4
89,4
91,4
11,4
2,4
19,4
98,4
20,4
77,5
96,5
23,5
8,5
85,5
4,5
86,5
21,6
89,6
78,6
21,6
86,6
80,6
96,6
89,6
94,6
96,7
92,7
75,7
98,7
22,7
14,8
81,8
86,8
15,9
4,9
8,9
13,9
14,9
99,9
87,10
7,10
18,10
18,10
100,10
99,10
96,10
96,10
97,10
99,10
21,10
82,10
89,10
22,10
20,10
84,10
6,10
19,11
23,11
11,11
18,11
89,11
76,11
2,11
20,11
11,11
18,12
81,12
76,12
5,12
6,12
5,12
13,12
23,12
92,13
97,13
1,13
100,13
95,13
96,13
6,13
16,13
22,13
6,14
87,14
75,14
83,14
86,14
96,14
98,14
89,15
80,15
8,15
7,15
82,15
22,15
4,16
78,16
7,16
7,16
11,16
15,16
17,17
98,17
5,17
21,17
18,17
92,17
76,17
99,17
97,18
15,18
20,18
15,18
9,18
91,18
13,18
91,18
98,18
90,19
11,19
12,19
80,19
3,19
75,20
1,20
84,20
9,20
76,20
16,20
77,20
22,21
91,21
9,21
76,21
97,21
80,21
100,21
99,22
1,22
78,22
96,22
94,22
98,22
9,22
92,22
10,22
12,22
15,22
5,22
14,23
78,23
18,23
95,23
86,23
78,24
8,24
91,24
20,24
17,24
84,24
5,24
89,24
86,24
92,24
93,24
