volume,class_1,class_2
5,0,9
19,0,6
4,0,3
7,0,6
10,0,2
16,0,4
20,0,4
18,1,8
16,1,7
18,1,0
20,1,9
16,1,5
25,1,0
9,1,1
2,1,7
5,2,8
5,2,6
12,2,3
7,2,0
13,2,9
14,2,0
5,2,5
20,3,7
11,3,7
11,3,8
17,3,5
2,3,9
10,3,6
23,3,5
19,3,1
5,3,9
12,3,4
19,3,3
18,3,0
20,3,8
17,4,4
25,4,9
8,4,7
22,4,3
9,4,4
24,4,2
25,4,4
7,4,0
25,5,1
2,5,4
2,5,1
14,5,6
5,6,1
18,6,3
4,6,4
24,6,8
15,6,7
6,7,2
9,7,8
12,7,7
20,7,1
24,7,2
1,8,8
9,8,9
10,8,8
18,8,7
12,8,0
9,8,2
7,8,0
25,8,1
25,8,3
5,9,2
21,9,9
18,9,2
19,9,8
13,9,1
13,9,6
24,9,0
22,9,9
22,10,1
2,10,6
25,10,4
10,10,2
13,10,2
2,10,3
7,10,7
22,10,5
8,11,0
12,11,3
23,11,1
3,11,1
3,11,9
7,11,6
8,11,0
3,11,2
21,11,0
4,11,2
21,11,7
15,11,4
19,12,2
19,12,8
23,13,2
11,13,1
7,13,5
10,13,2
21,13,6
14,13,7
24,13,4
15,13,1
23,13,2
17,14,1
1,14,5
15,14,8
8,14,9
23,14,9
14,14,9
16,14,7
9,14,4
16,14,0
16,14,5
16,14,0
3,15,0
11,15,5
21,15,8
13,15,0
4,15,5
16,15,7
5,15,5
5,15,1
15,15,9
12,16,5
20,16,0
3,16,3
13,16,6
3,17,4
12,17,6
16,17,0
11,17,8
15,17,9
17,17,6
21,18,7
13,18,2
3,18,9
2,18,1
2,18,6
22,18,4
6,18,4
10,18,6
5,19,5
3,19,4
3,19,7
25,19,6
3,19,2
4,19,1
21,19,3
12,19,8
17,20,7
16,20,6
20,20,8
7,21,6
1,21,1
2,21,8
20,21,4
13,21,5
1,21,6
12,21,3
1,21,5
22,21,3
7,21,3
3,22,3
2,22,3
13,22,5
2,22,4
2,22,9
14,22,4
3,22,3
20,22,0
9,22,7
1,22,6
4,22,5
18,22,2
14,22,3
4,23,9
18,23,0
24,23,7
18,23,7
5,23,1
16,23,3
25,23,8
11,23,2
24,23,1
14,23,4
2,23,8
24,23,3
6,23,8
21,23,9
13,23,6
18,24,5
13,24,9
6,24,8
17,24,2
25,24,5
21,24,3
21,24,7
1,24,5
