volume,class_1,class_2,class_3
4.78,2,23,20
2.69,4,21,8
2.41,4,9,2
2.51,3,11,14
2.25,1,8,14
3.36,1,12,21
2.43,9,0,20
1.61,2,14,0
4.57,6,19,17
1.04,2,13,3
1.92,7,8,13
1.05,8,6,0
4.05,7,17,6
1.88,2,11,18
1.65,8,17,2
2.29,7,6,6
4.46,7,14,5
1.07,7,7,11
3.87,0,23,6
1.96,8,19,5
4.08,1,19,18
3.85,0,18,19
3.96,0,9,20
2.07,4,0,14
3.31,3,19,12
3.9,1,14,12
2.93,8,7,12
4.77,2,3,14
4.45,5,24,13
1.95,2,10,21
4.16,2,2,1
1.09,3,13,13
4.32,6,24,7
2.56,8,21,22
2.74,9,20,4
3.41,2,2,15
4.04,5,9,15
1.8,3,10,7
3.07,7,20,5
2.19,7,7,22
1.95,3,15,4
3.44,9,2,11
4.94,7,3,8
1.88,4,17,2
4.51,9,10,1
1.46,5,15,17
2.53,0,20,15
3.22,9,21,17
4.93,3,0,13
4.29,7,12,4
4.68,5,5,18
4.26,2,21,7
2.11,2,9,3
3.52,5,22,20
2.5,5,5,8
2.34,5,5,19
2.19,6,21,14
4.29,7,21,17
4.01,7,20,5
4.82,9,1,3
3.43,1,1,8
4.64,9,6,5
2.99,9,21,11
1.49,7,7,21
2.94,2,6,10
1.44,2,20,16
2.61,5,0,8
3.11,1,11,14
3.95,2,3,16
4.3,2,24,19
4.65,8,5,12
3.95,2,21,6
1.01,1,11,5
4.16,7,2,20
1.8,4,5,12
1.87,1,12,8
2.06,6,2,15
2.31,6,16,12
2.53,1,14,13
3.35,5,20,12
4.41,3,9,11
1.89,4,11,17
3.32,9,1,9
4.21,7,20,9
4.47,7,0,4
4.16,0,21,17
3.91,7,8,15
4.33,0,22,10
4.89,8,0,5
1.66,3,0,9
1.21,8,13,2
4.76,6,14,15
1.84,0,16,21
4.48,5,9,0
3.81,3,10,14
4.62,6,3,6
2.09,4,0,7
2.07,8,8,17
3.75,2,21,4
1.02,1,13,9
1.76,5,12,13
3.49,4,2,22
1.6,6,11,4
1.85,0,2,18
4.23,0,16,19
1.82,5,7,1
2.16,9,9,18
2.16,2,14,12
2.89,3,15,4
4.15,0,11,2
4.38,7,19,17
1.86,7,2,19
1.75,2,24,19
2.4,5,21,22
1.4,9,24,23
3.54,4,0,14
3.0,9,17,6
3.25,4,22,14
3.26,8,11,0
3.07,2,21,23
2.56,2,7,11
2.98,1,7,3
3.99,0,16,8
1.18,2,11,13
4.12,5,8,3
2.65,1,20,8
1.03,5,11,20
1.32,9,23,6
3.96,9,24,6
2.42,3,18,1
1.12,7,11,10
2.77,9,22,22
1.16,9,9,5
2.35,1,14,2
2.61,3,20,23
3.17,8,11,8
3.79,2,2,0
3.56,8,18,5
3.58,3,1,10
3.27,0,15,3
1.15,7,4,4
2.68,5,12,1
3.52,3,5,23
2.06,0,2,21
1.04,4,17,20
4.24,1,13,2
3.92,9,22,11
4.46,0,13,10
1.67,3,16,9
2.58,1,16,12
2.96,9,4,3
2.76,6,2,14
4.83,8,9,1
2.9,4,24,4
1.15,5,0,10
4.05,8,16,8
3.65,4,11,0
3.3,3,5,6
1.25,8,19,16
2.59,1,12,0
2.0,4,0,4
3.07,7,1,17
3.45,2,9,16
1.29,7,18,2
1.48,0,8,10
4.15,2,10,6
3.92,5,5,2
4.2,7,21,14
4.88,5,12,13
3.29,4,20,16
4.79,1,24,23
4.95,6,1,0
2.9,1,7,21
3.4,3,3,18
3.82,1,6,14
2.9,3,19,11
3.47,2,19,17
2.85,6,15,5
2.0,2,11,13
5.0,1,13,6
2.26,3,20,14
1.79,0,13,2
1.6,4,3,8
3.7,9,15,11
1.99,0,13,16
3.31,2,24,15
2.39,3,4,0
1.41,1,10,8
6.84,5,23,16
7.34,8,5,3
9.8,7,10,8
6.41,9,17,4
9.95,7,16,5
6.84,9,13,1
5.26,3,22,13
7.4,4,4,11
9.76,3,7,21
9.67,1,19,1
6.89,2,3,20
5.97,9,14,13
5.5,4,17,10
9.13,7,18,14
9.06,3,17,15
6.79,0,13,3
5.54,9,12,7
9.07,5,13,22
6.14,4,19,13
5.28,6,12,7
5.2,5,8,4
5.64,1,11,8
5.87,1,14,13
7.91,8,0,22
5.24,5,2,14
6.18,0,3,7
5.5,7,6,1
9.47,1,13,22
8.56,3,19,3
5.55,3,23,17
5.47,9,0,21
9.4,4,3,19
5.07,0,18,17
7.19,3,14,18
8.3,8,20,23
5.93,0,22,22
7.66,0,19,10
5.91,3,15,10
8.36,9,8,1
7.93,1,18,3
6.9,1,6,8
7.15,6,1,1
6.02,8,22,0
5.01,0,6,22
9.26,9,19,11
6.73,5,15,20
7.38,3,23,0
6.54,2,2,18
6.29,7,10,10
8.87,8,9,8
10.67,2,0,7
10.02,9,11,18
10.1,8,23,8
13.8,6,24,12
13.71,3,18,3
11.98,7,3,13
13.53,6,0,16
10.54,3,4,17
11.79,8,6,3
11.35,0,23,21
11.35,5,8,0
11.02,9,22,1
