volume,class_1,class_2,class_3
13.9816,5,6,9
1.0394,4,3,6
3.352,2,10,2
14.9745,0,0,6
16.083,2,10,8
40.7106,0,9,6
16.0786,4,2,1
8.3914,7,10,4
15.6447,0,0,8
7.6882,0,8,2
7.3526,0,4,1
15.4727,6,1,3
12.4391,0,7,10
19.4338,2,4,10
7.2209,3,10,7
29.4402,6,5,10
14.3069,4,4,10
6.1641,10,3,3
14.2429,0,9,9
3.8843,2,5,6
33.3676,9,8,10
9.9952,8,0,5
6.3315,8,6,8
7.7993,3,8,6
11.3441,10,1,4
3.5795,9,1,4
6.3765,2,1,2
2.161,0,3,6
14.9146,0,0,10
4.5901,1,8,7
4.8704,8,5,1
31.665,5,0,2
5.1397,8,0,7
4.2062,10,2,6
9.9007,7,0,8
12.6865,4,1,4
13.657,5,1,4
14.5726,0,6,0
8.5244,4,5,2
1.3085,4,6,1
2.5916,10,4,1
24.9626,6,3,8
34.3741,8,3,5
9.5927,5,8,6
3.4703,9,7,1
26.1344,2,10,7
8.4766,8,8,9
7.5705,8,8,0
13.1377,4,2,3
6.47,5,6,8
16.363,5,1,6
26.2299,5,2,9
16.099,1,0,4
16.1549,10,8,5
15.3929,6,4,5
25.5206,5,4,5
12.2064,8,8,0
2.3549,8,1,2
1.4435,5,5,5
9.2826,9,1,7
13.8226,4,7,7
24.0099,5,6,1
27.1887,9,0,2
14.6305,0,8,7
12.3455,9,4,3
23.0705,9,5,5
17.2544,10,5,6
10.2231,4,7,9
3.0681,5,8,8
5.9274,2,0,2
24.8054,4,10,3
2.6798,9,2,1
4.1673,2,6,9
7.8916,0,1,8
8.9584,10,4,1
14.331,3,4,1
35.5324,10,9,8
15.009,10,1,1
0.2853,3,10,2
2.5134,8,6,0
1.6182,9,5,7
1.9024,4,3,3
15.722000000000001,9,7,3
23.4177,6,7,10
13.9591,5,8,3
21.8683,7,1,4
11.8349,6,3,0
8.783999999999999,8,6,8
2.722,7,1,6
14.9942,9,8,9
3.0824,9,6,0
11.669,5,7,0
9.7538,3,4,10
20.3276,0,8,1
7.7204,4,8,5
17.1101,8,10,9
37.3914,8,4,8
14.3254,6,8,8
5.3464,6,9,10
16.9047,9,4,7
