volume,class_1,class_2,class_3,class_4,class_5
2.51,25,4,8,23,17
4.78,16,8,10,7,21
3.5,18,2,5,2,1
3.56,5,0,2,19,16
4.85,6,5,4,9,11
1.68,15,1,11,10,17
1.47,0,7,8,5,19
1.85,21,10,14,9,3
1.69,15,11,10,20,16
4.0,7,6,5,3,3
2.79,22,11,11,7,6
2.58,23,11,15,9,16
3.46,23,0,11,19,5
3.8,12,4,0,2,1
4.2,19,0,14,3,17
3.28,10,4,8,24,6
1.91,8,6,14,16,21
4.35,21,4,7,23,11
4.61,11,3,5,9,6
1.66,18,12,15,22,8
4.63,23,10,3,4,6
4.28,7,12,6,8,18
2.13,11,0,1,8,4
2.44,13,3,1,10,15
1.61,22,7,3,24,9
4.43,8,12,6,13,11
2.24,24,11,3,21,9
4.65,23,9,13,6,6
4.96,1,7,8,0,17
3.92,8,11,6,16,0
1.17,20,9,1,16,9
4.14,13,6,15,9,3
3.0,11,8,15,5,19
1.21,1,6,8,2,14
1.21,3,3,3,1,8
1.15,21,6,5,6,7
1.52,3,7,8,4,8
2.68,13,6,4,21,2
3.04,12,5,6,17,17
2.14,17,10,9,3,20
2.96,20,2,11,13,1
3.64,20,4,4,12,20
4.27,2,2,10,2,6
2.89,19,1,13,11,20
3.08,6,8,15,5,4
1.96,25,3,13,2,16
2.45,6,4,15,15,11
3.86,17,8,7,21,14
4.79,13,7,5,9,13
2.51,3,10,3,6,6
4.16,12,0,12,9,7
1.73,0,9,14,11,10
2.21,2,0,3,24,12
2.57,23,0,11,21,19
4.35,24,4,4,3,11
1.09,20,4,1,3,20
2.29,19,5,3,14,16
3.09,0,7,8,17,16
1.42,1,12,12,17,7
3.79,11,4,3,16,19
3.41,1,8,15,5,20
4.99,8,8,10,17,7
2.35,7,10,3,4,9
6.92,12,4,11,3,6
7.54,3,4,13,21,21
9.59,14,3,8,19,5
9.39,8,7,1,9,17
9.47,14,11,3,18,10
9.28,1,9,0,15,15
6.46,13,11,9,1,19
8.03,11,8,11,4,13
5.17,2,11,3,24,16
6.59,21,9,9,19,8
7.14,17,11,5,9,0
5.1,7,1,0,20,7
8.81,12,10,4,6,17
8.32,21,5,9,5,8
7.64,14,5,15,14,20
9.91,22,1,4,7,7
5.86,4,6,9,16,12
8.19,5,0,15,3,14
6.2,2,11,14,11,5
5.2,7,12,10,5,1
7.66,10,11,14,0,21
8.35,12,6,2,3,20
6.21,0,3,9,5,19
5.33,2,4,9,11,21
9.16,9,11,4,23,13
6.68,9,0,1,11,6
6.6,6,3,4,21,8
7.9,20,9,1,21,9
5.95,3,9,4,18,9
7.58,8,5,1,7,21
6.49,0,1,1,21,3
5.63,6,7,8,2,21
7.25,2,8,6,0,2
8.54,16,8,7,6,11
8.43,8,3,2,20,13
7.96,13,11,3,0,2
