volume,class_1,class_2,class_3,class_4,class_5
2.5,3,9,14,1,19
1.32,17,4,3,9,5
4.97,12,24,24,9,4
1.45,10,1,13,10,25
1.7,7,20,5,0,29
4.81,7,1,28,8,17
3.81,4,7,18,9,30
3.3,13,8,18,6,3
2.74,2,12,26,1,3
3.95,13,22,6,1,26
4.13,11,10,10,5,12
1.24,7,13,11,10,8
2.74,7,4,22,1,10
4.82,17,17,15,2,12
3.1,1,1,5,5,13
2.13,17,19,20,9,10
3.73,16,22,12,1,32
3.95,10,23,17,9,25
3.44,14,20,17,12,21
1.36,16,5,7,7,17
2.94,7,3,15,12,29
1.45,7,7,5,6,10
3.94,7,4,22,1,6
1.89,0,13,13,11,11
4.13,10,0,26,7,11
2.62,9,24,25,5,14
2.48,12,9,20,6,14
2.77,16,11,23,8,12
2.53,10,15,20,2,13
2.05,2,10,19,6,26
1.67,4,10,0,9,25
1.53,5,2,25,13,13
4.9,3,18,24,3,33
3.0,4,3,22,3,10
2.49,5,25,29,12,7
1.21,17,14,11,12,10
2.53,17,8,23,9,33
4.88,8,23,28,0,3
3.67,0,17,5,11,6
2.28,16,12,10,8,10
4.49,16,4,13,11,8
1.33,17,2,27,3,12
3.44,6,25,2,4,32
3.37,3,11,19,4,26
4.03,17,10,17,10,23
4.19,1,13,19,1,19
4.68,6,7,23,9,3
4.63,2,24,15,11,5
1.99,10,13,19,4,8
3.04,13,0,15,11,8
1.47,5,1,8,3,8
4.69,14,15,25,13,19
2.71,4,9,27,4,24
1.67,0,1,13,11,33
2.26,8,4,26,0,15
1.74,13,16,24,8,3
1.31,5,25,19,11,32
1.2,13,24,2,12,28
2.78,10,7,0,13,31
2.39,8,12,18,4,8
1.05,1,6,12,9,0
3.11,3,16,7,6,22
3.21,13,5,28,3,10
4.41,12,9,17,2,32
2.75,13,14,8,12,25
2.47,10,16,24,7,32
2.95,4,12,23,4,32
4.74,8,21,26,6,33
4.09,3,25,13,9,9
2.46,6,19,2,0,5
3.41,13,3,0,3,12
1.7,11,3,5,9,5
1.65,16,5,14,11,23
3.55,17,18,28,2,14
4.13,17,19,24,12,30
2.57,12,6,20,4,24
3.73,8,5,18,7,8
2.11,4,0,7,4,28
4.35,9,6,24,2,11
2.61,14,22,22,5,25
3.85,4,9,0,4,30
1.94,7,18,24,9,8
2.11,1,20,18,10,11
3.98,8,22,18,12,3
2.22,11,13,18,13,24
4.95,14,17,0,3,6
4.68,0,13,0,9,29
4.82,0,19,25,11,7
2.5,12,10,4,5,22
2.24,1,2,17,9,30
2.3,7,8,11,11,13
3.83,0,9,0,3,4
2.95,14,24,14,0,29
4.83,11,19,27,13,12
1.41,1,2,5,1,26
3.67,1,23,16,6,32
4.31,7,23,25,4,7
4.63,13,11,19,8,26
2.45,12,14,26,2,28
2.24,6,23,10,9,21
1.74,17,15,11,13,31
4.23,0,10,8,2,33
4.95,4,17,0,0,27
4.71,16,12,16,8,6
2.42,7,21,20,10,12
4.94,5,8,7,9,31
2.27,14,12,14,3,0
1.77,1,4,22,13,10
3.66,7,16,1,10,23
4.16,8,10,6,10,2
2.55,4,20,23,6,6
4.08,8,21,25,8,9
1.38,15,8,26,11,9
3.62,6,11,12,3,17
3.27,0,12,12,12,26
2.21,3,17,12,5,4
3.71,15,24,21,1,16
1.5,5,21,12,6,16
3.04,1,2,1,6,26
1.61,12,21,25,12,10
3.05,6,17,7,8,2
2.38,7,16,29,10,23
4.02,13,12,17,12,11
3.03,0,9,15,5,8
1.95,8,19,0,6,2
5.23,14,3,16,9,24
6.37,0,24,17,5,15
9.11,8,9,11,10,12
9.28,16,0,5,4,27
7.87,0,13,5,2,2
6.85,4,6,28,8,23
6.68,11,25,25,5,16
5.09,17,10,23,3,3
7.21,3,3,16,7,16
9.95,5,14,15,11,3
5.82,1,18,2,4,17
5.3,13,15,16,1,25
8.75,0,2,7,3,9
9.08,11,2,14,7,10
5.49,8,19,13,12,28
9.96,16,14,17,6,27
9.1,17,3,0,6,29
8.7,17,22,4,3,32
5.42,7,4,26,13,11
9.2,2,12,17,5,21
6.52,7,20,2,0,3
9.85,15,3,26,0,0
7.36,8,13,8,5,25
8.07,8,13,28,1,7
6.25,11,3,14,0,11
6.33,15,19,20,4,21
8.48,10,10,12,12,12
5.89,3,8,24,13,8
6.19,12,24,17,4,13
8.31,4,8,15,9,1
6.04,5,4,11,2,25
6.11,13,19,5,8,24
8.53,16,14,7,5,14
7.95,13,14,24,10,16
9.76,11,17,21,5,7
7.86,17,0,29,9,21
9.33,17,24,24,3,27
7.93,1,21,5,8,6
9.12,4,3,6,3,26
9.72,17,15,11,6,28
7.33,11,12,17,9,33
6.53,2,18,8,13,5
7.24,10,9,25,12,29
9.35,6,9,16,5,29
9.98,8,23,24,6,32
9.83,0,6,19,5,5
8.36,6,16,22,8,12
6.76,13,23,7,3,2
5.5,2,0,20,8,16
5.81,1,24,15,6,22
5.66,8,13,7,7,13
6.3,17,3,26,2,21
8.27,15,14,25,7,0
5.84,2,13,1,13,1
5.78,0,10,22,4,20
6.14,3,18,15,5,24
9.2,10,5,25,10,16
9.79,8,24,1,10,5
9.73,14,24,19,12,15
7.16,10,7,20,5,3
8.68,2,4,12,0,6
9.36,9,6,29,13,19
8.47,9,21,24,4,18
8.45,6,7,2,1,29
8.62,9,12,7,4,23
6.03,4,16,22,13,21
7.62,14,13,8,3,29
6.38,14,7,15,8,24
6.25,14,11,27,11,9
9.23,8,23,9,2,20
6.2,5,18,29,11,28
6.01,15,24,16,12,5
9.07,8,11,0,8,26
8.75,1,6,3,12,20
8.71,12,19,8,2,6
6.74,14,14,20,4,18
6.72,5,11,8,12,25
7.21,15,16,16,8,32
9.01,13,13,22,8,17
6.24,13,12,29,10,26
8.86,2,20,17,7,21
8.83,3,14,8,12,12
7.37,2,1,29,7,4
8.12,6,17,29,7,27
5.56,14,10,29,13,33
7.52,3,22,7,2,21
9.81,17,3,15,6,3
9.09,16,17,21,9,0
5.07,11,8,7,1,26
6.02,13,21,14,1,24
7.54,11,25,16,12,17
8.52,5,17,25,10,10
5.18,5,24,5,3,28
9.18,15,5,27,0,12
6.08,1,19,13,6,28
7.06,17,11,3,8,13
6.91,9,0,18,2,26
5.39,17,2,18,3,16
7.92,1,0,29,12,16
9.5,5,2,0,10,23
6.62,1,12,4,4,12
9.08,6,21,26,6,16
5.03,13,3,13,4,6
5.11,5,4,22,2,20
5.71,7,22,12,2,9
9.69,11,22,20,3,24
5.1,2,5,13,6,29
8.23,8,1,11,13,25
9.6,3,11,15,3,15
6.83,1,14,2,8,4
5.4,13,18,6,2,27
5.71,9,14,3,2,33
5.39,11,10,19,0,31
7.73,5,3,19,12,13
9.81,13,2,0,1,3
9.51,10,5,24,6,8
6.72,9,23,17,6,20
